"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","estado_pil","tipo_veh","color_veh","modelo_veh","causa_acc","ano_ocu","muni_ocu","grupo_edad_pil","mayor_men","marca_veh","grupo_mod_veh","grupo_hor_ocu","grupo_eda_pil"
12,"Octubre","Sabado",16,"Alta Verapaz","RURAL",NA,"Hombre",NA,"IGNORADO","Pick up","Blanco",NA,"COLISION",2013,"Chisec","25-29","Mayor","Toyota","2010-2014",NA,NA
12,"Octubre","Sabado",19,"Alta Verapaz","RURAL",NA,"Hombre",NA,"EBRIO","Automovil","Gris",NA,"COLISION",2013,"Santa Cruz Verapaz","25-29","Mayor","Toyota","1990-1999",NA,NA
12,"Octubre","Sabado",19,"Alta Verapaz","RURAL",NA,"Hombre",NA,"NORMAL","Pick up","Gris",NA,"COLISION",2013,"Santa Cruz Verapaz","35-39","Mayor","Toyota","1980-1989",NA,NA
12,"Octubre","Sabado",21,"Guatemala","URBANO",18,"Hombre",18,"NORMAL","Automovil","Blanco","18","COLISION",2013,"Guatemala","25-29","Mayor","Toyota","1990-1999",NA,NA
12,"Octubre","Sabado",21,"Guatemala","URBANO",18,"Hombre",18,"NORMAL","Motocicleta","Negro","18","COLISION",2013,"Guatemala","20-24","Mayor","Honda","2010-2014",NA,NA
12,"Octubre","Sabado",18,"Guatemala","URBANO",3,"Hombre",3,"NORMAL","Bus urbano","Rojo","3","COLISION",2013,"Guatemala","35-39","Mayor","Ignorado","Ignorado",NA,NA
12,"Octubre","Sabado",18,"Guatemala","URBANO",3,"Hombre",3,"NORMAL","Motocicleta","Rojo","3","COLISION",2013,"Guatemala","25-29","Mayor","Volkwagen","2000-2009",NA,NA
12,"Octubre","Sabado",11,"Guatemala","URBANO",3,"Hombre",3,"NORMAL","Pick up","Café","3","COLISION",2013,"Guatemala","25-29","Mayor","Toyota","Ignorado",NA,NA
12,"Octubre","Sabado",11,"Guatemala","URBANO",3,"Hombre",3,"NORMAL","Automovil","Ignorado","3","COLISION",2013,"Guatemala","25-29","Mayor","Toyota","Ignorado",NA,NA
13,"Octubre","Domingo",5,"Guatemala","URBANO",2,"Hombre",2,"EBRIO","Automovil","Corinto","2","CHOQUE",2013,"Guatemala","20-24","Mayor","Hyundai","Ignorado",NA,NA
13,"Octubre","Domingo",3,"Guatemala","URBANO",1,"Hombre",1,"IGNORADO","Automovil","Rojo","1","VUELCO",2013,"Guatemala","Ignorado","Mayor","Toyota","Ignorado",NA,NA
13,"Octubre","Domingo",11,"Guatemala","RURAL",NA,"Hombre",NA,"IGNORADO","Automovil","Blanco",NA,"CHOQUE",2013,"Santa Catarina Pinula","30-34","Mayor","Hyundai","2000-2009",NA,NA
13,"Octubre","Domingo",17,"Guatemala","URBANO",12,"Hombre",12,"NORMAL","Automovil","Rojo","12","COLISION",2013,"Guatemala","25-29","Mayor","Volkwagen","Ignorado",NA,NA
13,"Octubre","Domingo",17,"Guatemala","URBANO",12,"Hombre",12,"NORMAL","Camioneta","Corinto","12","COLISION",2013,"Guatemala","35-39","Mayor","Kia","1990-1999",NA,NA
13,"Octubre","Domingo",14,"Escuintla","URBANO",NA,"Hombre",NA,"NORMAL","Motocicleta","Negro",NA,"COLISION",2013,"Tiquizate","55 y más","Mayor","Bajaj","2010-2014",NA,NA
13,"Octubre","Domingo",14,"Escuintla","URBANO",NA,"Mujer",NA,"NORMAL","Motocicleta","Azul",NA,"COLISION",2013,"Tiquizate","30-34","Mayor","Ignorado","2010-2014",NA,NA
13,"Octubre","Domingo",20,"Escuintla","URBANO",NA,"Hombre",NA,"NORMAL","Motocicleta","Ignorado",NA,"COLISION",2013,"Tiquizate","25-29","Mayor","Ignorado","Ignorado",NA,NA
13,"Octubre","Domingo",20,"Escuintla","URBANO",NA,"Ignorado",NA,"NORMAL","Bus urbano","Ignorado",NA,"COLISION",2013,"Tiquizate","Ignorado","Mayor","Ignorado","Ignorado",NA,NA
13,"Octubre","Domingo",2,"Quetzaltenango","URBANO",NA,"Hombre",NA,"NORMAL","Automovil","Beige",NA,"COLISION",2013,"Coatepeque","20-24","Mayor","Nissan_duplicated_37","1980-1989",NA,NA
13,"Octubre","Domingo",2,"Quetzaltenango","URBANO",NA,"Mujer",NA,"NORMAL","Automovil","Azul",NA,"COLISION",2013,"Coatepeque","Ignorado","Mayor","Mazda","Ignorado",NA,NA
13,"Octubre","Domingo",22,"Solola","URBANO",NA,"Hombre",NA,"EBRIO","Automovil","Café",NA,"COLISION",2013,"Sololá","40-44","Mayor","Toyota","1990-1999",NA,NA
13,"Octubre","Domingo",22,"Solola","URBANO",NA,"Hombre",NA,"NORMAL","Pick up","Gris",NA,"COLISION",2013,"Sololá","45-49","Mayor","Toyota","Ignorado",NA,NA
13,"Octubre","Domingo",4,"Chiquimula","URBANO",NA,"Hombre",NA,"NORMAL","Pick up","Negro",NA,"COLISION",2013,"Chiquimula","35-39","Mayor","Toyota","Ignorado",NA,NA
13,"Octubre","Domingo",15,"Zacapa","RURAL",NA,"Hombre",NA,"NORMAL","Motocicleta","Ignorado",NA,"CAIDA",2013,"Huité","25-29","Mayor","Ignorado","Ignorado",NA,NA
14,"Octubre","Lunes",11,"Guatemala","URBANO",7,"Mujer",7,"NORMAL","Automovil","Verde","7","COLISION",2013,"Guatemala","30-34","Mayor","Mitsubishi","2000-2009",NA,NA
14,"Octubre","Lunes",11,"Guatemala","URBANO",7,"Hombre",7,"NORMAL","Motocicleta","Gris","7","COLISION",2013,"Guatemala","35-39","Mayor","Suzuki","2000-2009",NA,NA
14,"Octubre","Lunes",0,"Guatemala","URBANO",13,"Hombre",13,"NORMAL","Automovil","Blanco","13","COLISION",2013,"Guatemala","25-29","Mayor","Hyundai","2010-2014",NA,NA
14,"Octubre","Lunes",0,"Guatemala","URBANO",13,"Mujer",13,"NORMAL","Automovil","Corinto","13","COLISION",2013,"Guatemala","25-29","Mayor","Chevrolet","2000-2009",NA,NA
14,"Octubre","Lunes",17,"Huehuetenango","RURAL",NA,"Hombre",NA,"NORMAL","Pick up","Rojo",NA,"CAIDA",2013,"Huehuetenango","25-29","Mayor","Toyota","Ignorado",NA,NA
14,"Octubre","Lunes",19,"Totonicapán","URBANO",4,"Hombre",4,"NORMAL","Pick up","Rojo","4","COLISION",2013,"Totonicapán","25-29","Mayor","Toyota","1990-1999",NA,NA
14,"Octubre","Lunes",19,"Totonicapán","URBANO",4,"Hombre",4,"NORMAL","Pick up","Gris","4","COLISION",2013,"Totonicapán","Ignorado","Mayor","Toyota","Ignorado",NA,NA
14,"Octubre","Lunes",23,"Izabal","RURAL",NA,"Hombre",NA,"EBRIO","Automovil","Beige",NA,"COLISION",2013,"Morales","35-39","Mayor","Toyota","Ignorado",NA,NA
14,"Octubre","Lunes",23,"Izabal","RURAL",NA,"Hombre",NA,"EBRIO","Microbus","Ignorado",NA,"COLISION",2013,"Morales","45-49","Mayor","Ignorado","Ignorado",NA,NA
14,"Octubre","Lunes",13,"Petén","RURAL",NA,"Hombre",NA,"IGNORADO","Pick up","Negro",NA,"VUELCO",2013,"San Benito","30-34","Mayor","Ignorado","Ignorado",NA,NA
14,"Octubre","Lunes",14,"Jutiapa","RURAL",NA,"Hombre",NA,"IGNORADO","Motocicleta","Ignorado",NA,"COLISION",2013,"Jutiapa","30-34","Mayor","Ignorado","Ignorado",NA,NA
14,"Octubre","Lunes",14,"Jutiapa","RURAL",NA,"Ignorado",NA,"IGNORADO","Automovil","Ignorado",NA,"COLISION",2013,"Jutiapa","Ignorado","Mayor","Ignorado","Ignorado",NA,NA
14,"Octubre","Lunes",10,"Petén","RURAL",NA,"Hombre",NA,"IGNORADO","Automovil","Verde",NA,"CHOQUE",2013,"San Luis","55 y más","Mayor","Toyota","Ignorado",NA,NA
15,"Octubre","Martes",10,"Guatemala","URBANO",12,"Hombre",12,"IGNORADO","Camioneta","Corinto","12","COLISION",2013,"Villa Nueva","30-34","Mayor","Ignorado","1990-1999",NA,NA
15,"Octubre","Martes",10,"Guatemala","URBANO",12,"Hombre",12,"IGNORADO","Automovil","Blanco","12","COLISION",2013,"Villa Nueva","Ignorado","Mayor","Suzuki","Ignorado",NA,NA
15,"Octubre","Martes",14,"Guatemala","URBANO",1,"Hombre",1,"IGNORADO","Pick up","Azul","1","COLISION",2013,"Guatemala","25-29","Mayor","Isuzu","1990-1999",NA,NA
15,"Octubre","Martes",14,"Guatemala","URBANO",1,"Hombre",1,"IGNORADO","Motocicleta","Ignorado","1","COLISION",2013,"Guatemala","45-49","Mayor","Ignorado","Ignorado",NA,NA
15,"Octubre","Martes",5,"Guatemala","URBANO",2,"Hombre",2,"IGNORADO","Bus urbano","Blanco","2","COLISION",2013,"Villa Canales","20-24","Mayor","Ignorado","Ignorado",NA,NA
15,"Octubre","Martes",5,"Guatemala","URBANO",2,"Hombre",2,"IGNORADO","Automovil","Blanco","2","COLISION",2013,"Villa Canales","35-39","Mayor","Toyota","Ignorado",NA,NA
15,"Octubre","Martes",7,"Guatemala","URBANO",NA,"Hombre",NA,"IGNORADO","Automovil","Ignorado",NA,"COLISION",2013,"Chinuautla","50-54","Mayor","Toyota","Ignorado",NA,NA
15,"Octubre","Martes",7,"Guatemala","URBANO",NA,"Hombre",NA,"IGNORADO","Motocicleta","Ignorado",NA,"COLISION",2013,"Chinuautla","Ignorado","Mayor","Bajaj","Ignorado",NA,NA
15,"Octubre","Martes",10,"Quiché","RURAL",NA,"Hombre",NA,"IGNORADO","Pick up","Blanco",NA,"COLISION",2013,"Chichicastenango","50-54","Mayor","Toyota","2000-2009",NA,NA
15,"Octubre","Martes",10,"Quiché","RURAL",NA,"Hombre",NA,"IGNORADO","Camión","Rojo",NA,"COLISION",2013,"Chichicastenango","55 y más","Mayor","Ford","1990-1999",NA,NA
15,"Octubre","Martes",22,"Solola","RURAL",NA,"Hombre",NA,"NORMAL","Cabezal","Blanco",NA,"COLISION",2013,"Nahualá","40-44","Mayor","Kenworth","2000-2009",NA,NA
15,"Octubre","Martes",22,"Solola","RURAL",NA,"Hombre",NA,"NORMAL","Automovil","Azul",NA,"COLISION",2013,"Nahualá","40-44","Mayor","Toyota","1990-1999",NA,NA
15,"Octubre","Martes",23,"Solola","RURAL",NA,"Hombre",NA,"NORMAL","Pick up","Ignorado",NA,"CHOQUE",2013,"Sololá","30-34","Mayor","Ignorado","Ignorado",NA,NA
15,"Octubre","Martes",18,"Guatemala","URBANO",6,"Hombre",6,"NORMAL","Camioneta","Gris","6","COLISION",2013,"Guatemala","50-54","Mayor","Ford","1990-1999",NA,NA
15,"Octubre","Martes",18,"Guatemala","URBANO",6,"Hombre",6,"NORMAL","Motocicleta","Negro","6","COLISION",2013,"Guatemala","55 y más","Mayor","Honda","2000-2009",NA,NA
15,"Octubre","Martes",7,"San Marcos","URBANO",NA,"Hombre",NA,"EBRIO","Motocicleta","Gris",NA,"COLISION",2013,"San Pedro Sacatepéquez_duplicated_1202","50-54","Mayor","Italika","Ignorado",NA,NA
15,"Octubre","Martes",7,"San Marcos","URBANO",NA,"Hombre",NA,"NORMAL","Pick up","Gris",NA,"COLISION",2013,"San Pedro Sacatepéquez_duplicated_1202","Ignorado","Mayor","Toyota","1980-1989",NA,NA
15,"Octubre","Martes",23,"Guatemala","URBANO",5,"Hombre",5,"IGNORADO","Motocicleta","Negro","5","CHOQUE",2013,"Guatemala","20-24","Mayor","Ignorado","Ignorado",NA,NA
16,"Octubre","Miercoles",2,"Guatemala","URBANO",12,"Hombre",12,"EBRIO","Automovil","Blanco","12","COLISION",2013,"Guatemala","25-29","Mayor","Bmw","1980-1989",NA,NA
16,"Octubre","Miercoles",2,"Guatemala","URBANO",12,"Hombre",12,"NORMAL","Automovil","Azul","12","COLISION",2013,"Guatemala","30-34","Mayor","Honda","1990-1999",NA,NA
16,"Octubre","Miercoles",23,"Alta Verapaz","URBANO",5,"Hombre",5,"EBRIO","Camioneta","Verde","5","CHOQUE",2013,"Cobán","30-34","Mayor","Toyota","Ignorado",NA,NA
17,"Octubre","Jueves",5,"Guatemala","URBANO",1,"Hombre",1,"NORMAL","Bus extraurbano","Verde","1","COLISION",2013,"Guatemala","25-29","Mayor","International","Ignorado",NA,NA
17,"Octubre","Jueves",5,"Guatemala","URBANO",1,"Hombre",1,"NORMAL","Pick up","Negro","1","COLISION",2013,"Guatemala","Ignorado","Mayor","Ignorado","Ignorado",NA,NA
17,"Octubre","Jueves",1,"Guatemala","URBANO",6,"Hombre",6,"NORMAL","Camioneta","Rojo","6","CHOQUE",2013,"Guatemala","25-29","Mayor","Hyundai","2000-2009",NA,NA
17,"Octubre","Jueves",20,"Guatemala","URBANO",7,"Hombre",7,"EBRIO","Motocicleta","Azul","7","COLISION",2013,"Guatemala","15-19","Mayor","Sniper","2010-2014",NA,NA
17,"Octubre","Jueves",20,"Guatemala","URBANO",7,"Hombre",7,"EBRIO","Camioneta","Gris","7","COLISION",2013,"Guatemala","20-24","Mayor","Toyota","2010-2014",NA,NA
17,"Octubre","Jueves",23,"Guatemala","URBANO",6,"Hombre",6,"EBRIO","Camioneta","Blanco","6","CHOQUE",2013,"Mixco","55 y más","Mayor","Isuzu","2000-2009",NA,NA
17,"Octubre","Jueves",19,"Santa Rosa","RURAL",NA,"Hombre",NA,"IGNORADO","Pick up","Ignorado",NA,"COLISION",2013,"Barberena","Ignorado","Mayor","Ignorado","Ignorado",NA,NA
17,"Octubre","Jueves",19,"Santa Rosa","RURAL",NA,"Hombre",NA,"IGNORADO","Mototaxi","Rojo",NA,"COLISION",2013,"Barberena","20-24","Mayor","Ignorado","Ignorado",NA,NA
17,"Octubre","Jueves",15,"Suchitepéquez","RURAL",NA,"Hombre",NA,"IGNORADO","Pick up","Ignorado",NA,"COLISION",2013,"Mazatenango","Ignorado","Mayor","Ignorado","Ignorado",NA,NA
17,"Octubre","Jueves",15,"Suchitepéquez","RURAL",NA,"Hombre",NA,"IGNORADO","Motocicleta","Ignorado",NA,"COLISION",2013,"Mazatenango","Menores de 15","Menor","Ignorado","Ignorado",NA,NA
17,"Octubre","Jueves",18,"Totonicapán","RURAL",NA,"Hombre",NA,"NORMAL","Camioneta","Corinto",NA,"VUELCO",2013,"San Cristóbal Totonicapán","25-29","Mayor","Ignorado","1990-1999",NA,NA
17,"Octubre","Jueves",16,"Alta Verapaz","RURAL",NA,"Hombre",NA,"NORMAL","Camión","Ignorado",NA,"COLISION",2013,"Chahal","55 y más","Mayor","Ignorado","Ignorado",NA,NA
17,"Octubre","Jueves",16,"Alta Verapaz","RURAL",NA,"Hombre",NA,"NORMAL","Motocicleta","Ignorado",NA,"COLISION",2013,"Chahal","20-24","Mayor","Ignorado","Ignorado",NA,NA
18,"Octubre","Viernes",21,"Guatemala","URBANO",1,"Mujer",1,"EBRIO","Automovil","Gris","1","COLISION",2013,"Guatemala","40-44","Mayor","Chevrolet","1990-1999",NA,NA
18,"Octubre","Viernes",21,"Guatemala","URBANO",1,"Mujer",1,"NORMAL","Camioneta","Anaranjado","1","COLISION",2013,"Guatemala","55 y más","Mayor","Isuzu","1990-1999",NA,NA
18,"Octubre","Viernes",4,"Guatemala","URBANO",3,"Hombre",3,"EBRIO","Automovil","Rojo","3","COLISION",2013,"Mixco","20-24","Mayor","Ignorado","Ignorado",NA,NA
18,"Octubre","Viernes",4,"Guatemala","URBANO",3,"Ignorado",3,"IGNORADO","Camión","Ignorado","3","COLISION",2013,"Mixco","Ignorado","Mayor","Ignorado","Ignorado",NA,NA
18,"Octubre","Viernes",10,"Guatemala","URBANO",11,"Hombre",11,"NORMAL","Pick up","Ignorado","11","COLISION",2013,"Guatemala","25-29","Mayor","Toyota","2000-2009",NA,NA
18,"Octubre","Viernes",10,"Guatemala","URBANO",11,"Hombre",11,"NORMAL","Automovil","Corinto","11","COLISION",2013,"Guatemala","45-49","Mayor","Volkwagen","Ignorado",NA,NA
18,"Octubre","Viernes",8,"Suchitepéquez","RURAL",NA,"Hombre",NA,"NORMAL","Motocicleta","Negro",NA,"COLISION",2013,"Cuyotenango","50-54","Mayor","Ignorado","2000-2009",NA,NA
18,"Octubre","Viernes",8,"Suchitepéquez","RURAL",NA,"Hombre",NA,"NORMAL","Motocicleta","Rojo",NA,"COLISION",2013,"Cuyotenango","20-24","Mayor","Bajaj","2000-2009",NA,NA
18,"Octubre","Viernes",18,"Guatemala","URBANO",18,"Hombre",18,"IGNORADO","Camioneta","Gris","18","VUELCO",2013,"Guatemala","30-34","Mayor","Toyota","Ignorado",NA,NA
18,"Octubre","Viernes",23,"Guatemala","RURAL",NA,"Hombre",NA,"IGNORADO","Motocicleta","Ignorado",NA,"VUELCO",2013,"San Juan Sacatepéquez","15-19","Menor","Ignorado","Ignorado",NA,NA
18,"Octubre","Viernes",13,"Escuintla","RURAL",NA,"Hombre",NA,"IGNORADO","Motocicleta","Azul",NA,"CHOQUE",2013,"San Vicente Pacaya","40-44","Mayor","Ignorado","2000-2009",NA,NA
18,"Octubre","Viernes",0,"Guatemala","URBANO",12,"Hombre",12,"NORMAL","Cabezal","Blanco","12","CHOQUE",2013,"Guatemala","25-29","Mayor","International","2000-2009",NA,NA
18,"Octubre","Viernes",0,"Guatemala","URBANO",12,"Hombre",12,"NORMAL","Automovil","Blanco","12","CHOQUE",2013,"Guatemala","50-54","Mayor","Toyota","Ignorado",NA,NA
19,"Octubre","Sabado",4,"Guatemala","URBANO",2,"Hombre",2,"NORMAL","Camión","Blanco","2","COLISION",2013,"Guatemala","40-44","Mayor","Ignorado","Ignorado",NA,NA
19,"Octubre","Sabado",4,"Guatemala","URBANO",2,"Hombre",2,"NORMAL","Automovil","Gris","2","COLISION",2013,"Guatemala","20-24","Mayor","Kia","Ignorado",NA,NA
19,"Octubre","Sabado",5,"Guatemala","URBANO",13,"Hombre",13,"NORMAL","Motocicleta","Negro","13","CHOQUE",2013,"Guatemala","35-39","Mayor","Sniper","2000-2009",NA,NA
19,"Octubre","Sabado",2,"Zacapa","RURAL",NA,"Hombre",NA,"EBRIO","Pick up","Blanco",NA,"COLISION",2013,"Usumatlán","30-34","Mayor","Mitsubishi","2000-2009",NA,NA
19,"Octubre","Sabado",2,"Zacapa","RURAL",NA,"Hombre",NA,"NORMAL","Cabezal","Morado",NA,"COLISION",2013,"Usumatlán","55 y más","Mayor","Freightliner","1990-1999",NA,NA
19,"Octubre","Sabado",5,"Escuintla","RURAL",NA,"Hombre",NA,"NORMAL","Motocicleta","Rojo",NA,"CHOQUE",2013,"Escuintla","35-39","Mayor","Kymco","Ignorado",NA,NA
19,"Octubre","Sabado",21,"Escuintla","RURAL",NA,"Hombre",NA,"EBRIO","Camioneta","Beige",NA,"COLISION",2013,"Escuintla","20-24","Mayor","Toyota","2000-2009",NA,NA
19,"Octubre","Sabado",21,"Escuintla","RURAL",NA,"Hombre",NA,"NORMAL","Pick up","Verde",NA,"COLISION",2013,"Escuintla","30-34","Mayor","Toyota","1990-1999",NA,NA
19,"Octubre","Sabado",22,"Suchitepéquez","RURAL",NA,"Hombre",NA,"NORMAL","Motocicleta","Negro",NA,"VUELCO",2013,"Chicacao","30-34","Mayor","Italika","Ignorado",NA,NA
19,"Octubre","Sabado",1,"San Marcos","RURAL",NA,"Hombre",NA,"IGNORADO","Pick up","Ignorado",NA,"CHOQUE",2013,"San Marcos","Ignorado","Mayor","Ignorado","Ignorado",NA,NA
19,"Octubre","Sabado",1,"Izabal","RURAL",NA,"Hombre",NA,"EBRIO","Motocicleta","Negro",NA,"COLISION",2013,"Puerto Barrios","25-29","Mayor","Bajaj","Ignorado",NA,NA
19,"Octubre","Sabado",1,"Izabal","RURAL",NA,"Hombre",NA,"NORMAL","Pick up","Negro",NA,"COLISION",2013,"Puerto Barrios","Ignorado","Mayor","Ignorado","Ignorado",NA,NA
19,"Octubre","Sabado",17,"Izabal","RURAL",NA,"Hombre",NA,"IGNORADO","Motocicleta","Ignorado",NA,"VUELCO",2013,"Puerto Barrios","25-29","Mayor","Ignorado","Ignorado",NA,NA
19,"Octubre","Sabado",16,"Solola","RURAL",NA,"Hombre",NA,"NORMAL","Bus extraurbano","Blanco",NA,"VUELCO",2013,"Nahualá","Ignorado","Mayor","International","Ignorado",NA,NA
19,"Octubre","Sabado",19,"Solola","RURAL",NA,"Mujer",NA,"NORMAL","Pick up","Blanco",NA,"VUELCO",2013,"San Andres Semetabaj","20-24","Mayor","Toyota","Ignorado",NA,NA
20,"Octubre","Domingo",18,"Guatemala","URBANO",3,"Hombre",3,"NORMAL","Pick up","Blanco","3","COLISION",2013,"Guatemala","55 y más","Mayor","Toyota","Ignorado",NA,NA
20,"Octubre","Domingo",18,"Guatemala","URBANO",3,"Hombre",3,"NORMAL","Motocicleta","Rojo","3","COLISION",2013,"Guatemala","20-24","Mayor","Suzuki","Ignorado",NA,NA
20,"Octubre","Domingo",3,"Guatemala","URBANO",16,"Hombre",16,"NORMAL","Camioneta","Azul","16","CHOQUE",2013,"Guatemala","40-44","Mayor","Mazda","Ignorado",NA,NA
20,"Octubre","Domingo",5,"Guatemala","URBANO",7,"Hombre",7,"EBRIO","Automovil","Verde","7","COLISION",2013,"Guatemala","Ignorado","Mayor","Toyota","Ignorado",NA,NA
20,"Octubre","Domingo",5,"Guatemala","URBANO",7,"Hombre",7,"IGNORADO","Pick up","Verde","7","COLISION",2013,"Guatemala","Ignorado","Mayor","Ford","Ignorado",NA,NA
20,"Octubre","Domingo",18,"Guatemala","URBANO",10,"Hombre",10,"EBRIO","Camión","Rojo","10","COLISION",2013,"Mixco","20-24","Mayor","Blue bird","1980-1989",NA,NA
20,"Octubre","Domingo",18,"Guatemala","URBANO",10,"Hombre",10,"NORMAL","Automovil","Blanco","10","COLISION",2013,"Mixco","25-29","Mayor","Ignorado","Ignorado",NA,NA
20,"Octubre","Domingo",18,"Guatemala","URBANO",10,"Hombre",10,"NORMAL","Automovil","Verde","10","COLISION",2013,"Mixco","50-54","Mayor","Datsun","Ignorado",NA,NA
20,"Octubre","Domingo",18,"Guatemala","URBANO",10,"Hombre",10,"NORMAL","Automovil","Verde","10","COLISION",2013,"Mixco","35-39","Mayor","Toyota","Ignorado",NA,NA
20,"Octubre","Domingo",18,"Guatemala","URBANO",10,"Hombre",10,"NORMAL","Camión","Blanco","10","COLISION",2013,"Mixco","30-34","Mayor","International","Ignorado",NA,NA
20,"Octubre","Domingo",10,"Escuintla","RURAL",NA,"Hombre",NA,"NORMAL","Motocicleta","Negro",NA,"COLISION",2013,"Nueva Concepción","20-24","Mayor","Freedom","Ignorado",NA,NA
20,"Octubre","Domingo",10,"Escuintla","RURAL",NA,"Mujer",NA,"NORMAL","Motocicleta","Rojo",NA,"COLISION",2013,"Nueva Concepción","25-29","Mayor","Sniper","Ignorado",NA,NA
20,"Octubre","Domingo",3,"Izabal","RURAL",NA,"Hombre",NA,"IGNORADO","Camión","Ignorado",NA,"COLISION",2013,"Puerto Barrios","Ignorado","Mayor","Hino","Ignorado",NA,NA
20,"Octubre","Domingo",3,"Izabal","RURAL",NA,"Hombre",NA,"NORMAL","Pick up","Azul",NA,"COLISION",2013,"Puerto Barrios","Menores de 15","Menor","Toyota","Ignorado",NA,NA
20,"Octubre","Domingo",18,"Sacatepéquez","RURAL",NA,"Hombre",NA,"NORMAL","Camioneta","Verde",NA,"COLISION",2013,"Santo Domingo Xenacoj","55 y más","Mayor","Isuzu","Ignorado",NA,NA
20,"Octubre","Domingo",18,"Sacatepéquez","RURAL",NA,"Hombre",NA,"NORMAL","Pick up","Corinto",NA,"COLISION",2013,"Santo Domingo Xenacoj","25-29","Mayor","Toyota","Ignorado",NA,NA
21,"Octubre","Lunes",14,"Guatemala","URBANO",3,"Hombre",3,"NORMAL","Pick up","Negro","3","COLISION",2013,"Guatemala","30-34","Mayor","Toyota","Ignorado",NA,NA
21,"Octubre","Lunes",14,"Guatemala","URBANO",3,"Hombre",3,"NORMAL","Motocicleta","Rojo","3","COLISION",2013,"Guatemala","50-54","Mayor","Ignorado","Ignorado",NA,NA
21,"Octubre","Lunes",19,"Guatemala","URBANO",7,"Hombre",7,"NORMAL","Motocicleta","Rojo","7","COLISION",2013,"Guatemala","30-34","Mayor","Freedom","2010-2014",NA,NA
21,"Octubre","Lunes",19,"Guatemala","URBANO",7,"Hombre",7,"NORMAL","Automovil","Ignorado","7","COLISION",2013,"Guatemala","Ignorado","Mayor","Ignorado","Ignorado",NA,NA
21,"Octubre","Lunes",19,"Zacapa","URBANO",NA,"Hombre",NA,"NORMAL","Pick up","Verde",NA,"COLISION",2013,"Zacapa","40-44","Mayor","Mazda","1990-1999",NA,NA
21,"Octubre","Lunes",11,"Petén","RURAL",NA,"Hombre",NA,"NORMAL","Camión","Blanco",NA,"COLISION",2013,"Santa Ana","30-34","Mayor","Hino","2000-2009",NA,NA
21,"Octubre","Lunes",11,"Petén","RURAL",NA,"Mujer",NA,"NORMAL","Automovil","Gris",NA,"COLISION",2013,"Santa Ana","35-39","Mayor","Mitsubishi","2000-2009",NA,NA
21,"Octubre","Lunes",13,"Petén","RURAL",NA,"Hombre",NA,"NORMAL","Motocicleta","Ignorado",NA,"CHOQUE",2013,"San Benito","20-24","Mayor","Ignorado","Ignorado",NA,NA
21,"Octubre","Lunes",23,"Chimaltenango","RURAL",NA,"Hombre",NA,"NORMAL","Motocicleta","Rojo",NA,"CHOQUE",2013,"Chimaltenango","15-19","Mayor","Italika","Ignorado",NA,NA
21,"Octubre","Lunes",16,"Guatemala","URBANO",19,"Ignorado",19,"NORMAL","Automovil","Ignorado","19","COLISION",2013,"Guatemala","Ignorado","Mayor","Ignorado","Ignorado",NA,NA
21,"Octubre","Lunes",16,"Guatemala","URBANO",19,"Hombre",19,"NORMAL","Motocicleta","Ignorado","19","COLISION",2013,"Guatemala","20-24","Mayor","Ignorado","Ignorado",NA,NA
22,"Octubre","Martes",20,"Escuintla","RURAL",NA,"Hombre",NA,"NORMAL","Motocicleta","Rojo",NA,"COLISION",2013,"Escuintla","35-39","Mayor","Ignorado","2010-2014",NA,NA
22,"Octubre","Martes",20,"Escuintla","RURAL",NA,"Hombre",NA,"NORMAL","Microbus","Azul",NA,"COLISION",2013,"Escuintla","30-34","Mayor","Mitsubishi","Ignorado",NA,NA
22,"Octubre","Martes",20,"Alta Verapaz","RURAL",NA,"Hombre",NA,"NORMAL","Mototaxi","Blanco",NA,"COLISION",2013,"Santa Cruz Verapaz","Ignorado","Mayor","Ignorado","2010-2014",NA,NA
22,"Octubre","Martes",20,"Alta Verapaz","RURAL",NA,"Hombre",NA,"NORMAL","Mototaxi","Rojo",NA,"COLISION",2013,"Santa Cruz Verapaz","Ignorado","Mayor","Bajaj","2000-2009",NA,NA
22,"Octubre","Martes",20,"Alta Verapaz","RURAL",NA,"Hombre",NA,"NORMAL","Pick up","Celeste",NA,"COLISION",2013,"Santa Cruz Verapaz","Ignorado","Mayor","Mazda","1980-1989",NA,NA
22,"Octubre","Martes",14,"Quiché","RURAL",NA,"Hombre",NA,"NORMAL","Pick up","Gris",NA,"CAIDA",2013,"Ixcán","20-24","Mayor","Toyota","Ignorado",NA,NA
22,"Octubre","Martes",18,"El Progreso","RURAL",NA,"Hombre",NA,"NORMAL","Motocicleta","Gris",NA,"CHOQUE",2013,"San Agustín Acasagustlán","20-24","Mayor","Honda","2010-2014",NA,NA
23,"Octubre","Miercoles",21,"Guatemala","URBANO",6,"Hombre",6,"EBRIO","Jeep","Gris","6","CHOQUE",2013,"Guatemala","45-49","Mayor","Ignorado","1990-1999",NA,NA
23,"Octubre","Miercoles",12,"Suchitepéquez","RURAL",NA,"Hombre",NA,"NORMAL","Cabezal","Rojo",NA,"COLISION",2013,"San Antonio Suchitepéquez","35-39","Mayor","Freightliner","1990-1999",NA,NA
