"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","estado_pil","tipo_veh","color_veh","modelo_veh","causa_acc","ano_ocu","muni_ocu","grupo_edad_pil","mayor_men","marca_veh","grupo_mod_veh","grupo_hor_ocu","grupo_eda_pil"
8,"Agosto","Domingo",6,"Santa Rosa","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Rojo","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
19,"Junio","Sabado",6,"Baja Verapaz","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Rojo","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
21,"Noviembre","Domingo",6,"Quiche","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Ignorado","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
28,"Febrero","Domingo",6,"Santa Rosa","Rural",99,"Ignorado",99,"Ignorado","Motocicleta","Ignorado","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
29,"Mayo","Sabado",6,"Guatemala","Urbano",5,"Hombre",5,"No Ebrio","Automovil","Ignorado","5","Choque",2010,NA,NA,NA,NA,NA,NA,NA
21,"Abril","Miercoles",6,"Jutiapa","Rural",99,"Hombre",99,"No Ebrio","Ignorado","Ignorado","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
10,"Junio","Jueves",7,"Jutiapa","Rural",99,"Hombre",99,"No Ebrio","Camion","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
10,"Noviembre","Miercoles",7,"Retalhuleu","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Azul","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
18,"Octubre","Lunes",7,"Quiche","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Ignorado","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
14,"Diciembre","Martes",7,"Guatemala","Urbano",12,"Hombre",12,"Ignorado","Motocicleta","Gris","12","Colision",2010,NA,NA,NA,NA,NA,NA,NA
21,"Febrero","Domingo",7,"Quiche","Rural",99,"Hombre",99,"Ignorado","Microbus","Azul","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
21,"Noviembre","Domingo",7,"Guatemala","Urbano",12,"Hombre",12,"No Ebrio","Motocicleta","Azul","12","Colision",2010,NA,NA,NA,NA,NA,NA,NA
28,"Septiembre","Martes",7,"Chimaltenango","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
1,"Marzo","Lunes",7,"Guatemala","Urbano",12,"Hombre",12,"Ignorado","Bus urbano","Rojo","12","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
6,"Octubre","Miercoles",7,"Guatemala","Rural",99,"Hombre",99,"No Ebrio","Camion","Blanco","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
5,"Julio","Lunes",7,"El Progreso","Rural",99,"Hombre",99,"No Ebrio","Automovil","Verde","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
8,"Octubre","Viernes",7,"Chimaltenango","Rural",99,"Hombre",99,"Ignorado","Pick-up","Anaranjado","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
16,"Septiembre","Jueves",7,"Peten","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Ignorado","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
16,"Marzo","Martes",7,"El Progreso","Rural",99,"Ignorado",99,"Ignorado","Microbus","Azul","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
23,"Octubre","Sabado",7,"Quetzaltenango","Rural",99,"Hombre",99,"Ignorado","Camion","Ignorado","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
26,"Septiembre","Domingo",7,"Guatemala","Urbano",1,"Ignorado",1,"Ignorado","Microbus","Blanco","1","Choque",2010,NA,NA,NA,NA,NA,NA,NA
27,"Marzo","Sabado",7,"Quetzaltenango","Rural",99,"Hombre",99,"No Ebrio","Camion","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
1,"Mayo","Sabado",8,"Guatemala","Urbano",4,"Hombre",4,"Ignorado","Motocicleta","Negro","4","Colision",2010,NA,NA,NA,NA,NA,NA,NA
1,"Septiembre","Miercoles",8,"Guatemala","Urbano",9,"Hombre",9,"No Ebrio","Bus urbano","Amarillo","9","Colision",2010,NA,NA,NA,NA,NA,NA,NA
9,"Octubre","Sabado",8,"Peten","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
16,"Junio","Miercoles",8,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
15,"Noviembre","Lunes",8,"Escuintla","Rural",99,"Ignorado",99,"Ignorado","Motocicleta","Ignorado","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
15,"Noviembre","Lunes",8,"Escuintla","Rural",99,"Ignorado",99,"Ignorado","Motocicleta","Ignorado","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
26,"Marzo","Viernes",8,"Zacapa","Rural",99,"Ignorado",99,"Ignorado","Ignorado","Ignorado","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
29,"Abril","Jueves",8,"Zacapa","Rural",99,"Hombre",99,"No Ebrio","Camion","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
31,"Julio","Sabado",8,"El Progreso","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
5,"Abril","Lunes",8,"Quiche","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Blanco","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
18,"Noviembre","Jueves",8,"Solola","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Corinto","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
16,"Julio","Viernes",8,"Izabal","Urbano",99,"Hombre",99,"No Ebrio","Motocicleta","Azul","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
16,"Julio","Viernes",8,"Izabal","Urbano",99,"Hombre",99,"No Ebrio","Motocicleta","Azul","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
18,"Septiembre","Sabado",8,"Santa Rosa","Rural",99,"Hombre",99,"Ignorado","Pick-up","Rojo","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
20,"Marzo","Sabado",8,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
8,"Abril","Jueves",9,"Guatemala","Urbano",10,"Mujer",10,"No Ebrio","Automovil","Cafe","10","Colision",2010,NA,NA,NA,NA,NA,NA,NA
11,"Abril","Domingo",9,"Peten","Rural",99,"Hombre",99,"No Ebrio","Mototaxi","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
21,"Agosto","Sabado",9,"Guatemala","Urbano",9,"Hombre",9,"No Ebrio","Motocicleta","Rojo","9","Colision",2010,NA,NA,NA,NA,NA,NA,NA
17,"Abril","Sabado",9,"Guatemala","Urbano",11,"Hombre",11,"Ignorado","Motocicleta","Azul","11","Colision",2010,NA,NA,NA,NA,NA,NA,NA
2,"Diciembre","Jueves",9,"Guatemala","Rural",99,"Hombre",99,"Ignorado","Camion","Rojo","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
2,"Marzo","Martes",9,"Peten","Rural",99,"Hombre",99,"Ignorado","Pick-up","Negro","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
8,"Septiembre","Miercoles",9,"Escuintla","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Negro","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
13,"Noviembre","Sabado",9,"Baja Verapaz","Rural",99,"Hombre",99,"Ignorado","Pick-up","Rojo","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
16,"Marzo","Martes",9,"Quiche","Rural",99,"Hombre",99,"Ignorado","Pick-up","Cafe","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
30,"Mayo","Domingo",9,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Camioneta","Ignorado","99","Derrumbe, Deslave, Erupción volcanica",2010,NA,NA,NA,NA,NA,NA,NA
30,"Mayo","Domingo",9,"Solola","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Blanco","99","Derrumbe, Deslave, Erupción volcanica",2010,NA,NA,NA,NA,NA,NA,NA
27,"Marzo","Sabado",9,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Azul","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
31,"Julio","Sabado",9,"Izabal","Urbano",99,"Hombre",99,"Ignorado","Pick-up","Rojo","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
3,"Diciembre","Viernes",10,"Guatemala","Urbano",10,"Ignorado",10,"Ignorado","Bus urbano","Rojo","10","Colision",2010,NA,NA,NA,NA,NA,NA,NA
6,"Febrero","Sabado",10,"El Progreso","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Gris","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
6,"Mayo","Jueves",10,"Santa Rosa","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
10,"Abril","Sabado",10,"Guatemala","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
17,"Diciembre","Viernes",10,"Chimaltenango","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
25,"Junio","Viernes",10,"Jutiapa","Rural",99,"Hombre",99,"No Ebrio","Automovil","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
24,"Octubre","Domingo",10,"Sacatepequez","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Azul","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
28,"Enero","Jueves",10,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Camion","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
23,"Mayo","Domingo",10,"Chimaltenango","Rural",99,"Ignorado",99,"Ignorado","Bus urbano","Verde","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
21,"Diciembre","Martes",10,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Azul","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
30,"Julio","Viernes",10,"Guatemala","Urbano",6,"Ignorado",6,"Ignorado","Microbus","Amarillo","6","Colision",2010,NA,NA,NA,NA,NA,NA,NA
12,"Diciembre","Domingo",10,"Quetzaltenango","Rural",99,"Hombre",99,"No Ebrio","Camioneta","Rojo","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
17,"Marzo","Miercoles",10,"Jalapa","Rural",99,"Hombre",99,"Ignorado","Tractor","Ignorado","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
30,"Mayo","Domingo",10,"Baja Verapaz","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Negro","99","Derrumbe, Deslave, Erupción volcanica",2010,NA,NA,NA,NA,NA,NA,NA
3,"Diciembre","Viernes",11,"Guatemala","Urbano",7,"Hombre",7,"Ignorado","Panel","Blanco","7","Choque",2010,NA,NA,NA,NA,NA,NA,NA
2,"Mayo","Domingo",11,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
9,"Febrero","Martes",11,"Suchitepequez","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
19,"Junio","Sabado",11,"Jalapa","Urbano",99,"Hombre",99,"No Ebrio","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
27,"Enero","Miercoles",11,"Guatemala","Urbano",4,"Hombre",4,"Ignorado","Motocicleta","Negro","4","Colision",2010,NA,NA,NA,NA,NA,NA,NA
3,"Septiembre","Viernes",11,"Alta Verapaz","Urbano",5,"Hombre",5,"No Ebrio","Motocicleta","Rojo","5","Colision",2010,NA,NA,NA,NA,NA,NA,NA
17,"Enero","Domingo",11,"Quiche","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Amarillo","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
14,"Marzo","Domingo",11,"Jutiapa","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Ignorado","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
24,"Enero","Domingo",11,"Jalapa","Rural",99,"Hombre",99,"Ignorado","Pick-up","Rojo","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
23,"Mayo","Domingo",11,"Chimaltenango","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Rojo","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
21,"Diciembre","Martes",11,"Quetzaltenango","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Azul","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
23,"Marzo","Martes",11,"Escuintla","Rural",99,"Hombre",99,"Ignorado","Cabezal","Blanco","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
27,"Diciembre","Lunes",11,"Baja Verapaz","Rural",99,"Hombre",99,"Ignorado","Pick-up","Gris","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
4,"Septiembre","Sabado",12,"Guatemala","Urbano",12,"Hombre",12,"No Ebrio","Motocicleta","Negro","12","Colision",2010,NA,NA,NA,NA,NA,NA,NA
5,"Octubre","Martes",12,"El Progreso","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
15,"Marzo","Lunes",12,"Chimaltenango","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Azul","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
24,"Marzo","Miercoles",12,"Escuintla","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Ignorado","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
27,"Septiembre","Lunes",12,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Anaranjado","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
5,"Diciembre","Domingo",12,"Suchitepequez","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Celeste","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
4,"Mayo","Martes",12,"Chiquimula","Rural",99,"Hombre",99,"No Ebrio","Ignorado","Ignorado","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
9,"Noviembre","Martes",12,"Sacatepequez","Rural",99,"Hombre",99,"Ignorado","Camion","Amarillo","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
16,"Junio","Miercoles",12,"Chimaltenango","Rural",99,"Hombre",99,"No Ebrio","Camion","Azul","99","Derrumbe, Deslave, Erupción volcanica",2010,NA,NA,NA,NA,NA,NA,NA
20,"Julio","Martes",12,"Quetzaltenango","Rural",99,"Hombre",99,"No Ebrio","Ignorado","Rojo","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
31,"Julio","Sabado",12,"Chimaltenango","Rural",99,"Hombre",99,"Ignorado","Pick-up","Blanco","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
7,"Noviembre","Domingo",13,"Baja Verapaz","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Corinto","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
14,"Octubre","Jueves",13,"Zacapa","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
31,"Enero","Domingo",13,"Santa Rosa","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
8,"Enero","Viernes",13,"Zacapa","Rural",99,"Hombre",99,"Ebrio","Automovil","Ignorado","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
4,"Abril","Domingo",13,"Guatemala","Urbano",99,"Ignorado",99,"Ignorado","Pick-up","Gris","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
24,"Enero","Domingo",13,"Alta Verapaz","Rural",99,"Ignorado",99,"Ignorado","Camion","Blanco","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
2,"Octubre","Sabado",14,"Guatemala","Rural",99,"Hombre",99,"Ebrio","Motocicleta","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
1,"Mayo","Sabado",14,"Alta Verapaz","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
6,"Agosto","Viernes",14,"Chimaltenango","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Verde","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
15,"Mayo","Sabado",14,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
27,"Junio","Domingo",14,"Suchitepequez","Rural",99,"Hombre",99,"No Ebrio","Automovil","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
26,"Agosto","Jueves",14,"Izabal","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
5,"Mayo","Miercoles",14,"Guatemala","Rural",99,"Hombre",99,"Ignorado","Panel","Blanco","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
13,"Marzo","Sabado",14,"Guatemala","Urbano",13,"Hombre",13,"Ignorado","Pick-up","Negro","13","Caida",2010,NA,NA,NA,NA,NA,NA,NA
18,"Octubre","Lunes",14,"Izabal","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Rojo","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
17,"Agosto","Martes",14,"Huehuetenango","Rural",99,"Hombre",99,"No Ebrio","Tractor","Ignorado","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
24,"Enero","Domingo",14,"Guatemala","Rural",99,"Hombre",99,"Ignorado","Camioneta","Ignorado","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
17,"Febrero","Miercoles",15,"Peten","Rural",99,"Hombre",99,"Ignorado","Camioneta","Ignorado","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
12,"Octubre","Martes",15,"San Marcos","Rural",99,"Hombre",99,"Ebrio","Motocicleta","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
13,"Marzo","Sabado",15,"Guatemala","Urbano",1,"Hombre",1,"Ignorado","Motocicleta","Rojo","1","Colision",2010,NA,NA,NA,NA,NA,NA,NA
13,"Marzo","Sabado",15,"Jutiapa","Urbano",99,"Hombre",99,"Ignorado","Motocicleta","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
18,"Octubre","Lunes",15,"Peten","Urbano",99,"Hombre",99,"No Ebrio","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
20,"Octubre","Miercoles",15,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Automovil","Azul","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
28,"Agosto","Sabado",15,"Guatemala","Rural",99,"Hombre",99,"No Ebrio","Automovil","Gris","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
25,"Abril","Domingo",15,"Suchitepequez","Rural",99,"Ignorado",99,"Ignorado","Camion","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
26,"Abril","Lunes",15,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
3,"Febrero","Miercoles",15,"Huehuetenango","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Negro","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
15,"Noviembre","Lunes",15,"Guatemala","Rural",99,"Hombre",99,"Ignorado","Camion","Blanco","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
20,"Enero","Miercoles",15,"Baja Verapaz","Rural",99,"Hombre",99,"Ignorado","Pick-up","Azul","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
22,"Febrero","Lunes",15,"Escuintla","Rural",99,"Hombre",99,"Ignorado","Pick-up","Blanco","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
24,"Junio","Jueves",15,"Jutiapa","Rural",99,"Hombre",99,"No Ebrio","Automovil","Blanco","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
20,"Julio","Martes",15,"Quetzaltenango","Rural",99,"Hombre",99,"Ebrio","Motocicleta","Ignorado","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
2,"Agosto","Lunes",16,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Corinto","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
5,"Enero","Martes",16,"Quetzaltenango","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
8,"Septiembre","Miercoles",16,"Santa Rosa","Rural",99,"Hombre",99,"Ebrio","Automovil","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
14,"Julio","Miercoles",16,"Suchitepequez","Rural",99,"Hombre",99,"Ignorado","Pick-up","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
15,"Septiembre","Miercoles",16,"Jutiapa","Urbano",99,"Hombre",99,"No Ebrio","Motocicleta","Rojo","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
20,"Julio","Martes",16,"Guatemala","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
24,"Octubre","Domingo",16,"Quetzaltenango","Rural",99,"Hombre",99,"Ignorado","Automovil","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
15,"Abril","Jueves",16,"Escuintla","Rural",99,"Hombre",99,"No Ebrio","Bus urbano","Ignorado","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
26,"Octubre","Martes",16,"Peten","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Azul","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
25,"Marzo","Jueves",16,"Chiquimula","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Ignorado","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
28,"Agosto","Sabado",16,"Jutiapa","Rural",99,"Hombre",99,"No Ebrio","Automovil","Anaranjado","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
30,"Agosto","Lunes",16,"Guatemala","Urbano",8,"Hombre",8,"No Ebrio","Automovil","Gris","8","Colision",2010,NA,NA,NA,NA,NA,NA,NA
24,"Abril","Sabado",16,"El Progreso","Rural",99,"Hombre",99,"No Ebrio","Camion","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
3,"Enero","Domingo",16,"Baja Verapaz","Rural",99,"Hombre",99,"Ignorado","Pick-up","Azul","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
9,"Marzo","Martes",16,"Escuintla","Rural",99,"Hombre",99,"Ignorado","Camion","Ignorado","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
9,"Septiembre","Jueves",16,"Izabal","Rural",99,"Hombre",99,"Ignorado","Pick-up","Anaranjado","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
5,"Abril","Lunes",16,"San Marcos","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Blanco","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
12,"Abril","Lunes",16,"Baja Verapaz","Rural",99,"Hombre",99,"No Ebrio","Taxi","Blanco","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
21,"Julio","Miercoles",16,"Solola","Rural",99,"Hombre",99,"Ignorado","Automovil","Cafe","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
24,"Julio","Sabado",16,"Huehuetenango","Rural",99,"Hombre",99,"No Ebrio","Ignorado","Ignorado","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
4,"Febrero","Jueves",17,"Chiquimula","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Ignorado","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
3,"Diciembre","Viernes",17,"Guatemala","Rural",99,"Hombre",99,"Ignorado","Automovil","Verde","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
5,"Septiembre","Domingo",17,"Peten","Rural",99,"Hombre",99,"No Ebrio","Motocicleta","Gris","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
9,"Enero","Sabado",17,"Guatemala","Urbano",12,"Hombre",12,"Ignorado","Motocicleta","Rojo","12","Colision",2010,NA,NA,NA,NA,NA,NA,NA
7,"Agosto","Sabado",17,"Sacatepequez","Rural",99,"Hombre",99,"No Ebrio","Automovil","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
7,"Mayo","Viernes",17,"Jutiapa","Rural",99,"Hombre",99,"No Ebrio","Pick-up","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
20,"Octubre","Miercoles",17,"Jutiapa","Rural",99,"Hombre",99,"Ignorado","Pick-up","Gris","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
23,"Enero","Sabado",17,"Guatemala","Urbano",15,"Hombre",15,"Ignorado","Automovil","Blanco","15","Colision",2010,NA,NA,NA,NA,NA,NA,NA
16,"Marzo","Martes",17,"Suchitepequez","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
17,"Septiembre","Viernes",17,"Escuintla","Urbano",99,"Hombre",99,"No Ebrio","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
27,"Junio","Domingo",17,"Zacapa","Rural",99,"Hombre",99,"No Ebrio","Camioneta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
21,"Agosto","Sabado",17,"Guatemala","Urbano",2,"Hombre",2,"Ignorado","Motocicleta","Azul","2","Colision",2010,NA,NA,NA,NA,NA,NA,NA
24,"Noviembre","Miercoles",17,"Suchitepequez","Rural",99,"Hombre",99,"No Ebrio","Camion","Blanco","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
26,"Mayo","Miercoles",17,"Chiquimula","Rural",99,"Ignorado",99,"Ignorado","Camioneta","Corinto","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
25,"Septiembre","Sabado",17,"Suchitepequez","Rural",99,"Hombre",99,"Ignorado","Motocicleta","Negro","99","Colision",2010,NA,NA,NA,NA,NA,NA,NA
3,"Diciembre","Viernes",17,"Escuintla","Rural",99,"Hombre",99,"Ignorado","Pick-up","Blanco","99","Vuelco",2010,NA,NA,NA,NA,NA,NA,NA
6,"Noviembre","Sabado",17,"Alta Verapaz","Rural",99,"Hombre",99,"Ignorado","Bus extraurbano","Ignorado","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
10,"Noviembre","Miercoles",17,"Zacapa","Rural",99,"Hombre",99,"Ignorado","Automovil","Verde","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
11,"Marzo","Jueves",17,"Chiquimula","Rural",99,"Hombre",99,"Ignorado","Pick-up","Rojo","99","Choque",2010,NA,NA,NA,NA,NA,NA,NA
17,"Enero","Domingo",17,"Chiquimula","Rural",99,"Hombre",99,"Ignorado","Pick-up","Gris","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
18,"Enero","Lunes",17,"Huehuetenango","Rural",99,"Ignorado",99,"Ignorado","Pick-up","Rojo","99","Caida",2010,NA,NA,NA,NA,NA,NA,NA
