"dia_ocu","mes_ocu","ano_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_pil","grupo_eda_pil","estado_pil","tipo_veh","color_veh","modelo_veh","causa_acc","zona_ocu","muni_ocu","mayor_men","marca_veh"
7,6,2014,6,"2","Escuintla",1,1,39,"50-54",9,5,"Blanco","1999","Colisión",22,189,2,"Hino"
7,6,2014,6,"0","Suchitepéquez",2,1,20,"30-34",9,4,"Azul","Ignorado","Colisión",1,140,2,"Bajaj"
7,6,2014,6,"20","Quetzaltenango",2,1,31,"40-44",9,5,"Blanco","Ignorado","Choque",15,149,2,"Hino"
7,6,2014,6,"0","Quetzaltenango",2,3,14,"25-29",9,1,"Negro","Ignorado","Choque",1,149,2,"Hyundai"
7,6,2014,6,"19","San Marcos",1,1,71,"Ignorado",9,1,"Verde","1995","Colisión",22,229,1,"Mazda"
7,6,2014,6,"15","Alta Verapaz",1,1,26,"35-39",9,9,"Verde","Ignorado","Colisión",22,243,2,"Toyota"
7,6,2014,6,"1","Peten",1,1,30,"40-44",2,6,"Blanco","1996","Colisión",22,209,2,"Freightliner"
7,6,2014,6,"13","Sololá",1,1,7,"15-19",9,14,"Ignorado","Ignorado","Vuelco",22,118,2,"Ignorado"
7,6,2014,6,"18","Chimaltenango",1,1,40,"50-54",1,3,"Gris","2004","Colisión",22,247,2,"Toyota"
8,6,2014,7,"20","Guatemala",2,1,14,"25-29",9,1,"Verde","1997","Colisión",20,75,2,"Mitsubishi"
8,6,2014,7,"22","Guatemala",2,1,30,"40-44",9,4,"Negro","1983","Colisión",18,75,2,"Honda"
8,6,2014,7,"6","Guatemala",2,1,71,"Ignorado",9,99,"Negro","Ignorado","Choque",5,75,1,"Mitsubishi"
8,6,2014,7,"1","Guatemala",2,1,20,"30-34",9,9,"Blanco","Ignorado","Colisión",19,75,2,"Mitsubishi"
8,6,2014,7,"5","Guatemala",2,1,11,"20-24",2,4,"Negro","2013","Vuelco",11,112,2,"Honda"
8,6,2014,7,"0","Chiquimula",1,1,6,"15-19",2,4,"Gris","Ignorado","Vuelco",22,63,2,"Suzuki"
8,6,2014,7,"20","Escuintla",1,1,34,"45-49",9,1,"Negro","2013","Colisión",22,108,2,"Toyota"
8,6,2014,7,"11","Escuintla",1,1,17,"25-29",2,5,"Ignorado","Ignorado","Colisión",22,62,2,"Chevrolet"
8,6,2014,7,"16","Quetzaltenango",1,1,19,"30-34",2,3,"Rojo","Ignorado","Colisión",22,36,2,"Toyota"
8,6,2014,7,"17","Quetzaltenango",1,1,71,"Ignorado",9,4,"Ignorado","Ignorado","Colisión",22,36,1,"Ignorado"
8,6,2014,7,"23","San Marcos",2,1,20,"30-34",2,1,"Rojo","Ignorado","Colisión",11,212,2,"Geo"
8,6,2014,7,"19","Izabal",1,1,35,"45-49",2,1,"Corinto","1994","Colisión",22,146,2,"Toyota"
8,6,2014,7,"14","Izabal",1,1,8,"20-24",9,4,"Rojo","2006","Colisión",22,146,2,"Honda"
8,6,2014,7,"19","Quiche",1,1,10,"20-24",9,4,"Negro","2010","Colisión",22,25,2,"Bajaj"
8,6,2014,7,"0","Chimaltenango",1,2,71,"Ignorado",9,4,"Rojo","Ignorado","Colisión",22,278,1,"Ignorado"
9,6,2014,1,"9","Guatemala",2,1,16,"25-29",9,4,"Corinto","Ignorado","Colisión",6,75,2,"Ignorado"
9,6,2014,1,"0","Guatemala",1,1,31,"40-44",9,3,"Gris","1987","Colisión",22,204,2,"Toyota"
9,6,2014,1,"15","Chiquimula",1,1,29,"40-44",2,3,"Negro","1991","Vuelco",22,89,2,"Toyota"
9,6,2014,1,"9","Santa rosa",1,1,25,"35-39",2,4,"Ignorado","Ignorado","Colisión",22,230,2,"Sniper"
9,6,2014,1,"18","Santa rosa",1,1,21,"30-34",1,5,"Blanco","Ignorado","Colisión",22,18,2,"Ignorado"
9,6,2014,1,"13","Quetzaltenango",1,1,31,"40-44",9,3,"Ignorado","Ignorado","Colisión",22,149,2,"Ignorado"
9,6,2014,1,"8","Huehuetenango",1,1,25,"35-39",1,2,"Blanco","1995","Colisión",22,77,2,"Toyota"
9,6,2014,1,"23","Totonicapán",1,1,18,"30-34",9,1,"Negro","2003","Colisión",22,283,2,"Volsk waguen"
9,6,2014,1,"12","Peten",1,1,38,"50-54",1,3,"Verde","Ignorado","Colisión",22,66,2,"Toyota"
9,6,2014,1,"0","Quiche",1,1,10,"20-24",9,3,"Rojo","1987","Choque",22,27,2,"Toyota"
9,6,2014,1,"0","Sacatepéquez",1,1,35,"45-49",9,4,"Rojo","2013","Vuelco",22,207,2,"Bajaj"
10,6,2014,2,"0","Guatemala",2,1,39,"50-54",2,3,"Verde","1995","Colisión",18,75,2,"Seat"
10,6,2014,2,"21","Guatemala",2,1,15,"25-29",9,4,"Gris","Ignorado","Colisión",11,288,2,"Suzuki"
10,6,2014,2,"9","Suchitepéquez",1,1,11,"20-24",9,3,"Azul","1981","Colisión",22,140,2,"Toyota"
10,6,2014,2,"0","Alta Verapaz",2,1,18,"30-34",1,1,"Verde","Ignorado","Colisión",3,37,2,"Mazda"
10,6,2014,2,"9","El Progreso",1,1,29,"40-44",9,6,"Ignorado","Ignorado","Colisión",22,74,2,"Freightliner"
10,6,2014,2,"19","Peten",1,1,34,"45-49",2,3,"Ignorado","Ignorado","Choque",22,66,2,"Ignorado"
10,6,2014,2,"20","Sacatepéquez",1,1,19,"30-34",9,3,"Rojo","1994","Colisión",22,6,2,"Chevrolet"
11,6,2014,3,"18","Guatemala",2,3,22,"30-34",9,3,"Verde","2003","Choque",19,75,2,"Toyota"
11,6,2014,3,"7","Guatemala",2,1,22,"30-34",1,1,"Gris","2005","Colisión",12,75,2,"Volsk waguen"
11,6,2014,3,"14","Alta Verapaz",2,1,17,"25-29",1,1,"Blanco","1997","Colisión",1,37,2,"Toyota"
11,6,2014,3,"21","Baja Verapaz",1,1,14,"25-29",2,4,"Rojo","Ignorado","Colisión",22,157,2,"Seat"
11,6,2014,3,"1","Chimaltenango",1,1,13,"25-29",1,4,"Azul","2012","Choque",22,28,2,"Bajaj"
12,6,2014,4,"0","Guatemala",2,1,9,"20-24",1,1,"Gris","2006","Colisión",1,75,2,"Toyota"
12,6,2014,4,"13","Guatemala",2,3,55,"60 y más",9,2,"Corinto","Ignorado","Colisión",6,75,2,"Ignorado"
12,6,2014,4,"23","Jalapa",1,1,9,"20-24",1,4,"Rojo","Ignorado","Colisión",22,86,2,"Bajaj"
12,6,2014,4,"18","Suchitepéquez",1,2,71,"Ignorado",9,14,"Rojo","Ignorado","Colisión",22,110,1,"Bajaj"
12,6,2014,4,"23","Quetzaltenango",2,1,16,"25-29",9,1,"Gris","Ignorado","Colisión",15,149,2,"Mazda"
12,6,2014,4,"0","Quetzaltenango",2,1,23,"35-39",9,1,"Verde","Ignorado","Colisión",11,149,2,"Ignorado"
12,6,2014,4,"11","San Marcos",1,1,24,"35-39",9,1,"Blanco","Ignorado","Colisión",22,212,2,"Honda"
12,6,2014,4,"14","Totonicapán",1,1,21,"30-34",9,3,"Verde","1993","Choque",22,283,2,"Toyota"
12,6,2014,4,"17","Huehuetenango",1,1,39,"50-54",9,6,"Anaranjado","Ignorado","Colisión",22,77,2,"Freightliner"
12,6,2014,4,"22","Peten",1,1,34,"45-49",9,3,"Azul","Ignorado","Choque",22,66,2,"Toyota"
13,6,2014,5,"6","Guatemala",2,1,28,"40-44",9,1,"Blanco","Ignorado","Colisión",15,75,2,"Kia"
13,6,2014,5,"16","Guatemala",2,1,26,"35-39",9,3,"Azul","1996","Colisión",18,75,2,"Dodge"
13,6,2014,5,"4","Guatemala",1,1,18,"30-34",9,2,"Ignorado","Ignorado","Choque",22,5,2,"Chevrolet"
13,6,2014,5,"9","Guatemala",2,1,17,"25-29",9,1,"Blanco","Ignorado","Colisión",16,112,2,"Hyundai"
13,6,2014,5,"9","Zacapa",1,1,28,"40-44",9,9,"Gris","Ignorado","Colisión",22,291,2,"Toyota"
13,6,2014,5,"14","Escuintla",1,1,30,"40-44",9,1,"Verde","1997","Colisión",22,62,2,"Toyota"
13,6,2014,5,"10","Baja Verapaz",1,1,19,"30-34",9,5,"Rosado","Ignorado","Vuelco",22,157,2,"Gmc"
13,6,2014,5,"6","Peten",1,1,11,"20-24",9,4,"Azul","Ignorado","Caída",22,66,2,"Suzuki"
13,6,2014,5,"13","Sacatepéquez",1,1,21,"30-34",9,1,"Blanco","Ignorado","Colisión",22,6,2,"Seat"
14,6,2014,6,"9","Guatemala",2,1,35,"45-49",9,5,"Blanco","Ignorado","Colisión",1,75,2,"Mitsubishi"
14,6,2014,6,"4","Guatemala",2,2,71,"Ignorado",9,1,"Ignorado","Ignorado","Vuelco",5,75,1,"Ignorado"
14,6,2014,6,"4","Guatemala",2,1,24,"35-39",9,4,"Rojo","Ignorado","Colisión",15,288,2,"Ignorado"
14,6,2014,6,"5","Chiquimula",1,1,8,"20-24",9,6,"Verde","Ignorado","Vuelco",22,31,2,"Ignorado"
14,6,2014,6,"23","Zacapa",1,1,39,"50-54",9,3,"Verde","Ignorado","Choque",22,291,2,"Toyota"
14,6,2014,6,"15","Santa rosa",1,1,22,"30-34",9,7,"Rojo","Ignorado","Colisión",22,10,2,"Ignorado"
14,6,2014,6,"12","Retalhuleu",1,1,10,"20-24",9,4,"Rojo","Ignorado","Colisión",22,153,2,"Seat"
14,6,2014,6,"22","Retalhuleu",1,1,47,"55-59",9,7,"Blanco","Ignorado","Colisión",22,153,2,"Internacional"
14,6,2014,6,"8","San Marcos",1,1,6,"15-19",9,14,"Rojo","2012","Colisión",22,19,2,"Bajaj"
14,6,2014,6,"13","Alta Verapaz",2,1,37,"45-49",9,3,"Blanco","Ignorado","Colisión",1,37,2,"Mitsubishi"
14,6,2014,6,"16","Alta Verapaz",1,1,65,"60 y más",9,4,"Negro","Ignorado","Colisión",22,37,2,"Ignorado"
14,6,2014,6,"14","Alta Verapaz",1,1,7,"15-19",9,4,"Azul","Ignorado","Choque",22,37,2,"Seat"
14,6,2014,6,"10","Izabal",1,1,29,"40-44",9,4,"Azul","Ignorado","Choque",22,146,2,"Sniper"
14,6,2014,6,"17","Peten",1,1,5,"15-19",9,4,"Rojo","Ignorado","Colisión",22,66,3,"Ignorado"
15,6,2014,7,"4","Guatemala",2,1,10,"20-24",9,11,"Blanco","1992","Colisión",1,75,2,"Toyota"
15,6,2014,7,"4","Guatemala",2,3,18,"30-34",9,1,"Rojo","1999","Colisión",1,75,2,"Honda"
15,6,2014,7,"0","Guatemala",2,1,19,"30-34",9,2,"Blanco","1997","Colisión",18,75,2,"Toyota"
15,6,2014,7,"1","Guatemala",2,1,18,"30-34",9,9,"Café","Ignorado","Colisión",18,75,2,"Mercedes Benz"
15,6,2014,7,"14","Guatemala",1,3,38,"50-54",9,2,"Beige","2005","Colisión",22,246,2,"Bmw"
15,6,2014,7,"3","Guatemala",2,1,22,"30-34",9,3,"Rojo","2013","Colisión",7,75,2,"Mazda"
15,6,2014,7,"10","Guatemala",2,1,10,"20-24",9,1,"Amarillo","Ignorado","Choque",3,75,2,"Ignorado"
15,6,2014,7,"0","Guatemala",1,1,10,"20-24",9,4,"Negro","Ignorado","Choque",22,143,2,"Ignorado"
15,6,2014,7,"18","Guatemala",1,1,32,"40-44",1,2,"Blanco","Ignorado","Colisión",22,287,2,"Mitsubishi"
15,6,2014,7,"0","Guatemala",2,1,21,"30-34",9,1,"Blanco","Ignorado","Colisión",15,112,2,"Toyota"
15,6,2014,7,"12","Guatemala",2,1,21,"30-34",1,9,"Blanco","1981","Choque",1,112,2,"Mitsubishi"
15,6,2014,7,"20","Jutiapa",1,1,21,"30-34",9,1,"Rojo","Ignorado","Colisión",22,87,2,"Mazda"
15,6,2014,7,"9","Zacapa",1,1,8,"20-24",1,1,"Blanco","2005","Colisión",22,291,2,"Toyota"
15,6,2014,7,"11","Santa rosa",1,1,15,"25-29",9,1,"Gris","Ignorado","Vuelco",22,10,2,"Honda"
15,6,2014,7,"2","Santa rosa",1,1,15,"25-29",9,4,"Negro","Ignorado","Colisión",22,10,2,"Honda"
15,6,2014,7,"4","Santa rosa",1,1,33,"45-49",9,4,"Rojo","Ignorado","Choque",22,10,2,"Suzuki"
15,6,2014,7,"17","Retalhuleu",1,1,21,"30-34",9,3,"Corinto","1985","Colisión",22,153,2,"Toyota"
15,6,2014,7,"1","Quetzaltenango",2,1,18,"30-34",9,4,"Negro","Ignorado","Colisión",1,149,2,"Honda"
15,6,2014,7,"0","Huehuetenango",2,1,16,"25-29",9,1,"Rojo","Ignorado","Choque",19,77,2,"Honda"
15,6,2014,7,"20","Totonicapán",1,1,38,"50-54",1,3,"Verde","Ignorado","Colisión",22,283,2,"Toyota"
15,6,2014,7,"18","Alta Verapaz",1,1,29,"40-44",9,1,"Gris","Ignorado","Colisión",22,37,2,"Toyota"
16,6,2014,1,"19","Guatemala",2,1,71,"Ignorado",9,3,"Negro","Ignorado","Colisión",1,75,1,"Toyota"
16,6,2014,1,"23","Guatemala",2,1,9,"20-24",9,1,"Verde","1993","Colisión",9,75,2,"Mazda"
16,6,2014,1,"3","Guatemala",2,2,71,"Ignorado",9,1,"Gris","Ignorado","Colisión",18,75,1,"Ignorado"
16,6,2014,1,"13","Guatemala",1,1,41,"50-54",9,4,"Ignorado","Ignorado","Colisión",22,233,2,"Ignorado"
16,6,2014,1,"7","Jutiapa",1,1,34,"45-49",9,5,"Blanco","1994","Colisión",22,92,2,"Isuzu"
16,6,2014,1,"19","Jalapa",2,1,21,"30-34",9,3,"Rojo","2014","Colisión",11,86,2,"Mazda"
16,6,2014,1,"2","Zacapa",1,1,21,"30-34",2,1,"Verde","Ignorado","Colisión",22,279,2,"Ignorado"
16,6,2014,1,"23","Santa rosa",1,1,32,"40-44",1,3,"Gris","2011","Colisión",22,277,2,"Toyota"
16,6,2014,1,"9","Quetzaltenango",1,1,71,"Ignorado",9,3,"Azul","Ignorado","Choque",22,70,1,"Ignorado"
16,6,2014,1,"22","Huehuetenango",1,2,71,"Ignorado",9,14,"Ignorado","Ignorado","Colisión",22,95,1,"Ignorado"
16,6,2014,1,"23","Baja Verapaz",1,1,33,"45-49",1,3,"Blanco","2011","Colisión",22,188,2,"Toyota"
16,6,2014,1,"9","Peten",1,1,71,"Ignorado",9,9,"Ignorado","Ignorado","Choque",22,66,1,"Ignorado"
16,6,2014,1,"15","Quiche",1,1,33,"45-49",9,3,"Azul","Ignorado","Vuelco",22,27,2,"Ignorado"
16,6,2014,1,"17","Sacatepéquez",1,1,13,"25-29",9,4,"Rojo","Ignorado","Vuelco",22,6,2,"Tvs"
16,6,2014,1,"14","Sacatepéquez",1,1,12,"20-24",9,4,"Gris","Ignorado","Colisión",22,262,2,"Italica"
17,6,2014,2,"0","Guatemala",2,1,20,"30-34",9,1,"Blanco","2008","Colisión",19,75,2,"Chevrolet"
17,6,2014,2,"13","Guatemala",2,3,22,"30-34",9,1,"Beige","2000","Colisión",3,75,2,"Mitsubishi"
17,6,2014,2,"4","Guatemala",2,1,23,"35-39",9,1,"Café","Ignorado","Colisión",16,112,2,"Ignorado"
17,6,2014,2,"21","Jutiapa",1,1,17,"25-29",9,1,"Blanco","2003","Colisión",22,92,2,"Mazda"
17,6,2014,2,"18","Suchitepéquez",1,1,19,"30-34",9,4,"Negro","2010","Vuelco",22,159,2,"Bajaj"
17,6,2014,2,"20","Retalhuleu",1,1,18,"30-34",2,5,"Anaranjado","Ignorado","Choque",22,52,2,"Ford"
17,6,2014,2,"22","Huehuetenango",1,2,71,"Ignorado",9,14,"Ignorado","Ignorado","Colisión",22,95,1,"Ignorado"
17,6,2014,2,"7","Alta Verapaz",2,1,23,"35-39",9,9,"Ignorado","Ignorado","Colisión",16,37,2,"Ignorado"
17,6,2014,2,"22","Quiche",1,2,71,"Ignorado",9,3,"Ignorado","Ignorado","Caída",22,248,1,"Ignorado"
17,6,2014,2,"21","Chimaltenango",1,1,12,"20-24",2,2,"Rojo","2005","Colisión",22,60,2,"Mazda"
17,6,2014,2,"18","Chimaltenango",2,1,9,"20-24",9,14,"Rojo","2010","Colisión",11,28,2,"Bajaj"
17,6,2014,2,"21","Sacatepéquez",1,1,71,"Ignorado",9,4,"Rojo","2013","Vuelco",22,273,1,"Ignorado"
18,6,2014,3,"6","San Marcos",2,1,29,"40-44",9,3,"Gris","1992","Colisión",11,229,2,"Toyota"
18,6,2014,3,"23","Sacatepéquez",1,1,15,"25-29",9,5,"Ignorado","Ignorado","Colisión",22,139,2,"Ignorado"
18,6,2014,3,"18","Sacatepéquez",1,1,32,"40-44",9,1,"Blanco","Ignorado","Choque",22,264,2,"Ford"
18,6,2014,3,"1","Suchitepéquez",1,1,18,"30-34",9,9,"Gris","Ignorado","Colisión",22,110,2,"Ignorado"
18,6,2014,3,"1","Jutiapa",1,1,13,"25-29",9,4,"Negro","Ignorado","Vuelco",22,92,2,"Bajaj"
18,6,2014,3,"1","Guatemala",2,1,29,"40-44",9,4,"Ignorado","Ignorado","Colisión",1,75,2,"Ignorado"
18,6,2014,3,"2","Guatemala",1,1,20,"30-34",9,3,"Ignorado","Ignorado","Colisión",22,287,2,"Bajaj"
18,6,2014,3,"0","Guatemala",2,1,11,"20-24",9,4,"Gris","Ignorado","Vuelco",1,75,2,"Ignorado"
19,6,2014,4,"20","Suchitepéquez",1,1,19,"30-34",9,1,"Rojo","Ignorado","Choque",22,110,2,"Chevrolet"
19,6,2014,4,"18","Retalhuleu",1,1,17,"25-29",9,6,"Blanco","Ignorado","Colisión",22,52,2,"Freightliner"
19,6,2014,4,"10","Guatemala",2,1,26,"35-39",9,1,"Gris","2007","Colisión",19,75,2,"Mitsubishi"
19,6,2014,4,"10","Guatemala",2,1,26,"35-39",9,3,"Gris","2012","Colisión",19,75,2,"Toyota"
19,6,2014,4,"9","Alta Verapaz",1,2,71,"Ignorado",9,3,"Ignorado","Ignorado","Choque",22,33,1,"Toyota"
19,6,2014,4,"16","El Progreso",1,2,71,"Ignorado",9,5,"Rojo","1985","Vuelco",22,116,1,"Ford"
19,6,2014,4,"14","Quiche",1,1,28,"40-44",2,2,"Ignorado","Ignorado","Choque",22,21,2,"Ignorado"
19,6,2014,4,"19","Chimaltenango",1,1,21,"30-34",9,11,"Blanco","2012","Colisión",22,60,2,"Fiat"
19,6,2014,4,"2","Guatemala",2,1,12,"20-24",9,1,"Verde","2003","Vuelco",20,112,2,"Volsk waguen"
19,6,2014,4,"12","Chiquimula",2,1,15,"25-29",9,3,"Azul","Ignorado","Colisión",20,31,2,"Toyota"
19,6,2014,4,"2","Quetzaltenango",2,1,23,"35-39",9,9,"Beige","Ignorado","Colisión",15,149,2,"Ignorado"
20,6,2014,5,"11","Guatemala",2,3,34,"45-49",9,2,"Azul","Ignorado","Colisión",17,75,2,"Subaru"
20,6,2014,5,"20","Guatemala",1,1,32,"40-44",9,4,"Rojo","2006","Choque",22,288,2,"Honda"
20,6,2014,5,"9","Escuintla",1,3,38,"50-54",9,2,"Gris","2007","Colisión",22,62,2,"Toyota"
20,6,2014,5,"18","Escuintla",1,1,23,"35-39",9,1,"Beige","1985","Colisión",22,62,2,"Toyota"
20,6,2014,5,"9","Escuintla",1,1,10,"20-24",9,3,"Negro","Ignorado","Vuelco",22,62,2,"Toyota"
20,6,2014,5,"7","Suchitepéquez",1,1,17,"25-29",9,1,"Azul","2015","Colisión",22,110,2,"Toyota"
20,6,2014,5,"14","Huehuetenango",1,2,71,"Ignorado",9,3,"Rojo","Ignorado","Vuelco",22,77,1,"Ignorado"
20,6,2014,5,"6","Huehuetenango",1,1,45,"55-59",9,3,"Verde","2006","Vuelco",22,77,2,"Toyota"
20,6,2014,5,"1","Peten",1,1,36,"45-49",9,4,"Azul","Ignorado","Colisión",22,66,2,"Honda"
20,6,2014,5,"20","Peten",1,1,36,"45-49",9,3,"Blanco","Ignorado","Colisión",22,66,2,"Toyota"
20,6,2014,5,"7","Sololá",1,1,19,"30-34",9,3,"Gris","2014","Colisión",22,271,2,"Toyota"
21,6,2014,6,"12","Guatemala",2,1,71,"Ignorado",9,3,"Negro","Ignorado","Choque",6,75,1,"Toyota"
21,6,2014,6,"17","Guatemala",1,1,18,"30-34",9,3,"Negro","Ignorado","Choque",22,246,2,"Toyota"
21,6,2014,6,"17","Guatemala",1,1,13,"25-29",9,2,"Blanco","1996","Colisión",22,68,2,"Mitsubishi"
21,6,2014,6,"0","Guatemala",2,1,18,"30-34",9,1,"Blanco","Ignorado","Colisión",4,75,2,"Toyota"
21,6,2014,6,"17","Guatemala",2,1,27,"35-39",9,1,"Negro","Ignorado","Colisión",1,288,2,"Volsk waguen"
21,6,2014,6,"15","Guatemala",2,1,13,"25-29",9,4,"Negro","Ignorado","Choque",16,112,2,"Ignorado"
21,6,2014,6,"20","Jalapa",1,1,18,"30-34",9,4,"Rojo","2008","Colisión",22,86,2,"Bajaj"
21,6,2014,6,"15","Escuintla",1,2,71,"Ignorado",9,1,"Corinto","Ignorado","Colisión",22,62,1,"Chevrolet"
21,6,2014,6,"14","Alta Verapaz",1,1,12,"20-24",9,5,"Rojo","2014","Vuelco",22,37,2,"Hino"
21,6,2014,6,"17","El Progreso",1,1,22,"30-34",9,4,"Negro","2013","Choque",22,74,2,"Ignorado"
22,6,2014,7,"3","Guatemala",2,1,19,"30-34",9,1,"Café","2000","Colisión",2,75,2,"Mazda"
22,6,2014,7,"0","Guatemala",2,3,9,"20-24",9,1,"Negro","Ignorado","Colisión",6,75,2,"Kia"
22,6,2014,7,"20","Guatemala",2,1,16,"25-29",9,1,"Gris","Ignorado","Choque",3,75,2,"Ignorado"
22,6,2014,7,"5","Guatemala",1,1,18,"30-34",9,4,"Rojo","Ignorado","Choque",22,288,2,"Honda"
22,6,2014,7,"12","Guatemala",2,1,26,"35-39",9,12,"Rojo","Ignorado","Colisión",18,112,2,"Ignorado"
22,6,2014,7,"17","Santa rosa",1,1,23,"35-39",9,3,"Negro","Ignorado","Colisión",22,10,2,"Toyota"
22,6,2014,7,"20","Quetzaltenango",1,2,71,"Ignorado",9,9,"Rojo","Ignorado","Colisión",22,149,1,"Toyota"
22,6,2014,7,"1","Alta Verapaz",1,1,9,"20-24",9,2,"Ignorado","Ignorado","Choque",22,37,2,"Ignorado"
22,6,2014,7,"18","El Progreso",1,1,22,"30-34",9,4,"Ignorado","Ignorado","Choque",22,74,2,"Ignorado"
22,6,2014,7,"1","Izabal",1,1,9,"20-24",9,4,"Rojo","Ignorado","Choque",22,146,2,"Suzuki"
22,6,2014,7,"17","Sololá",1,1,21,"30-34",9,1,"Verde","Ignorado","Colisión",22,271,2,"Toyota"
23,6,2014,1,"18","Guatemala",2,1,22,"30-34",9,1,"Rojo","Ignorado","Colisión",1,75,2,"Sniper"
23,6,2014,1,"8","Guatemala",2,3,23,"35-39",9,1,"Gris","2005","Colisión",18,75,2,"Volsk waguen"
23,6,2014,1,"9","Chiquimula",1,1,20,"30-34",9,9,"Blanco","Ignorado","Colisión",22,31,2,"Toyota"
23,6,2014,1,"7","Alta Verapaz",1,1,38,"50-54",9,1,"Rojo","Ignorado","Caída",22,37,2,"Ignorado"
23,6,2014,1,"23","Quiche",1,1,17,"25-29",9,4,"Azul","Ignorado","Colisión",22,248,2,"Honda"
24,6,2014,2,"9","Guatemala",2,1,21,"30-34",9,12,"Verde","Ignorado","Choque",3,75,2,"Ignorado"
24,6,2014,2,"12","Chiquimula",1,1,17,"25-29",9,5,"Blanco","2002","Colisión",22,31,2,"Ignorado"
24,6,2014,2,"10","Zacapa",1,1,59,"60 y más",9,4,"Ignorado","Ignorado","Choque",22,291,2,"Ignorado"
24,6,2014,2,"5","Escuintla",1,1,22,"30-34",9,1,"Verde","2013","Choque",22,62,2,"Mitsubishi"
24,6,2014,2,"9","Quetzaltenango",2,1,17,"25-29",9,1,"Gris","2000","Colisión",20,149,2,"Toyota"
24,6,2014,2,"23","El Progreso",1,1,12,"20-24",9,4,"Gris","2010","Colisión",22,74,2,"Suzuki"
24,6,2014,2,"13","Sacatepéquez",1,1,12,"20-24",9,1,"Gris","2007","Colisión",22,6,2,"Mazda"
25,6,2014,3,"22","Guatemala",2,1,18,"30-34",1,1,"Gris","2002","Colisión",5,75,2,"Toyota"
25,6,2014,3,"20","Guatemala",2,1,7,"15-19",9,4,"Rojo","2008","Colisión",3,75,2,"Bajaj"
25,6,2014,3,"22","Guatemala",2,1,71,"Ignorado",2,1,"Blanco","2002","Colisión",18,288,1,"Mitsubishi"
25,6,2014,3,"7","Escuintla",1,1,38,"50-54",9,6,"Blanco","Ignorado","Colisión",22,254,2,"Internacional"
25,6,2014,3,"0","San Marcos",2,1,15,"25-29",9,1,"Azul","Ignorado","Colisión",11,229,2,"Mazda"
25,6,2014,3,"21","Huehuetenango",1,1,39,"50-54",9,4,"Ignorado","Ignorado","Colisión",22,77,2,"Ignorado"
25,6,2014,3,"16","Alta Verapaz",1,2,71,"Ignorado",9,3,"Ignorado","Ignorado","Vuelco",22,152,1,"Toyota"
25,6,2014,3,"8","Peten",1,1,22,"30-34",9,3,"Blanco","2012","Caída",22,98,2,"Toyota"
25,6,2014,3,"11","Peten",1,1,29,"40-44",1,6,"Blanco","1997","Colisión",22,240,2,"Kenworth"
25,6,2014,3,"9","Quiche",1,1,17,"25-29",9,5,"Azul","Ignorado","Vuelco",22,248,2,"Ignorado"
26,6,2014,4,"7","Guatemala",2,1,16,"25-29",9,3,"Beige","2006","Colisión",1,75,2,"Kia"
26,6,2014,4,"20","Guatemala",2,1,18,"30-34",9,4,"Gris","Ignorado","Colisión",1,75,2,"Suzuki"
26,6,2014,4,"15","Guatemala",2,1,47,"55-59",1,12,"Amarillo","Ignorado","Colisión",7,75,2,"Internacional"
26,6,2014,4,"0","Guatemala",2,1,19,"30-34",9,4,"Negro","Ignorado","Choque",5,75,2,"Honda"
26,6,2014,4,"9","Retalhuleu",1,1,40,"50-54",9,6,"Negro","1992","Colisión",22,153,2,"Freightliner"
26,6,2014,4,"19","Suchitepéquez",1,1,8,"20-24",9,4,"Ignorado","Ignorado","Colisión",22,175,2,"Freedom"
26,6,2014,4,"17","Izabal",1,2,71,"Ignorado",9,5,"Blanco","Ignorado","Vuelco",22,115,1,"Hino"
26,6,2014,4,"15","Sacatepéquez",1,1,16,"25-29",9,1,"Beige","Ignorado","Colisión",22,6,2,"Kia"
27,6,2014,5,"13","Guatemala",1,1,7,"15-19",9,3,"Blanco","1986","Choque",22,68,2,"Toyota"
27,6,2014,5,"17","Guatemala",2,1,33,"45-49",9,3,"Blanco","2002","Colisión",7,75,2,"Toyota"
27,6,2014,5,"19","Guatemala",2,1,10,"20-24",9,4,"Rojo","Ignorado","Colisión",2,75,2,"Suzuki"
27,6,2014,5,"21","Guatemala",1,1,11,"20-24",9,4,"Negro","Ignorado","Vuelco",22,195,2,"Freedom"
27,6,2014,5,"11","Jutiapa",1,1,47,"55-59",9,3,"Rojo","1988","Colisión",22,92,2,"Toyota"
27,6,2014,5,"0","Jalapa",1,1,29,"40-44",2,3,"Negro","Ignorado","Caída",22,109,2,"Toyota"
27,6,2014,5,"15","Quetzaltenango",1,1,25,"35-39",9,6,"Blanco","2003","Colisión",22,149,2,"Freightliner"
27,6,2014,5,"12","San Marcos",1,2,71,"Ignorado",9,2,"Azul","Ignorado","Colisión",22,106,1,"Toyota"
27,6,2014,5,"22","San Marcos",1,1,71,"Ignorado",9,1,"Blanco","Ignorado","Colisión",22,106,1,"Toyota"
27,6,2014,5,"5","Chimaltenango",1,1,32,"40-44",9,7,"Ignorado","Ignorado","Colisión",22,28,2,"Ignorado"
27,6,2014,5,"4","Sacatepéquez",1,1,19,"30-34",9,1,"Verde","1992","Vuelco",22,139,2,"Volsk waguen"
