"dia_ocu","mes_ocu","ano_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_pil","grupo_eda_pil","estado_pil","tipo_veh","color_veh","modelo_veh","causa_acc","zona_ocu","muni_ocu","mayor_men","marca_veh"
10,7,2016,7,"2","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,109,NA,"Ignorado"
10,7,2016,7,"11","Guatemala",2,NA,NA,NA,NA,99,"Gris","Ignorado","Atropello",99,109,NA,"82"
10,7,2016,7,"13","Jalapa",2,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,2101,NA,"6"
10,7,2016,7,"0","San Marcos",2,NA,NA,NA,NA,4,"Rojo","2012","Atropello",99,1201,NA,"6"
10,7,2016,7,"17","Sacatepéquez",2,NA,NA,NA,NA,4,"Ignorado","2006","Atropello",99,301,NA,"32"
11,7,2016,1,"18","Guatemala",1,NA,NA,NA,NA,6,"Blanco","Ignorado","Atropello",18,101,NA,"Ignorado"
11,7,2016,1,"20","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",5,101,NA,"Ignorado"
11,7,2016,1,"9","Zacapa",2,NA,NA,NA,NA,4,"Rojo","Ignorado","Atropello",99,1901,NA,"Ignorado"
11,7,2016,1,"15","Escuintla",2,NA,NA,NA,NA,4,"Azul","Ignorado","Atropello",99,501,NA,"67"
11,7,2016,1,"22","San Marcos",2,NA,NA,NA,NA,3,"Beige","Ignorado","Atropello",99,1219,NA,"69"
11,7,2016,1,"6","Huehuetenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1303,NA,"Ignorado"
11,7,2016,1,"11","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,404,NA,"Ignorado"
11,7,2016,1,"7","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,401,NA,"Ignorado"
12,7,2016,2,"18","Guatemala",1,NA,NA,NA,NA,14,"Ignorado","Ignorado","Atropello",6,101,NA,"Ignorado"
12,7,2016,2,"8","Guatemala",1,NA,NA,NA,NA,4,"Negro","2012","Atropello",99,109,NA,"18"
12,7,2016,2,"9","Guatemala",1,NA,NA,NA,NA,4,"Negro","2007","Atropello",99,109,NA,"67"
12,7,2016,2,"18","Alta Verapaz",2,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,1607,NA,"Ignorado"
13,7,2016,3,"12","Guatemala",1,NA,NA,NA,NA,2,"Negro","2010","Atropello",9,101,NA,"48"
13,7,2016,3,"20","Guatemala",1,NA,NA,NA,NA,12,"Rojo","Ignorado","Atropello",99,107,NA,"Ignorado"
13,7,2016,3,"12","Guatemala",1,NA,NA,NA,NA,12,"Ignorado","Ignorado","Atropello",7,101,NA,"Ignorado"
13,7,2016,3,"15","Jalapa",1,NA,NA,NA,NA,4,"Azul","2007","Atropello",99,2101,NA,"114"
13,7,2016,3,"20","Retalhuleu",2,NA,NA,NA,NA,4,"Azul","Ignorado","Atropello",99,1105,NA,"67"
13,7,2016,3,"10","Quetzaltenango",2,NA,NA,NA,NA,14,"Rojo","2014","Atropello",99,919,NA,"6"
13,7,2016,3,"23","Alta Verapaz",2,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,1616,NA,"Ignorado"
14,7,2016,4,"6","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,109,NA,"Ignorado"
14,7,2016,4,"15","Guatemala",1,NA,NA,NA,NA,1,"Blanco","2003","Atropello",3,101,NA,"28"
14,7,2016,4,"17","Guatemala",1,NA,NA,NA,NA,3,"Rojo","2000","Atropello",11,101,NA,"69"
14,7,2016,4,"7","Guatemala",1,NA,NA,NA,NA,1,"Blanco","Ignorado","Atropello",99,112,NA,"52"
14,7,2016,4,"12","Zacapa",1,NA,NA,NA,NA,3,"Ignorado","Ignorado","Atropello",99,1901,NA,"Ignorado"
14,7,2016,4,"19","Retalhuleu",1,NA,NA,NA,NA,4,"Azul","2016","Atropello",99,1106,NA,"6"
14,7,2016,4,"18","Retalhuleu",1,NA,NA,NA,NA,3,"Azul","Ignorado","Atropello",99,1101,NA,"Ignorado"
14,7,2016,4,"21","Retalhuleu",1,NA,NA,NA,NA,3,"Gris","Ignorado","Atropello",99,1101,NA,"Ignorado"
14,7,2016,4,"14","Chimaltenango",1,NA,NA,NA,NA,5,"Blanco","Ignorado","Atropello",99,409,NA,"52"
14,7,2016,4,"22","Alta Verapaz",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1601,NA,"Ignorado"
14,7,2016,4,"18","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,111,NA,"Ignorado"
15,7,2016,5,"23","Guatemala",1,NA,NA,NA,NA,4,"Blanco","2011","Atropello",13,101,NA,"6"
15,7,2016,5,"14","Guatemala",1,NA,NA,NA,NA,1,"Negro","Ignorado","Atropello",11,101,NA,"48"
15,7,2016,5,"11","Chiquimula",1,NA,NA,NA,NA,9,"Ignorado","2006","Atropello",99,2001,NA,"69"
15,7,2016,5,"17","Escuintla",1,NA,NA,NA,NA,5,"Amarillo","Ignorado","Atropello",99,501,NA,"Ignorado"
15,7,2016,5,"18","Alta Verapaz",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1601,NA,"Ignorado"
15,7,2016,5,"9","Sololá",1,NA,NA,NA,NA,3,"Negro","Ignorado","Atropello",99,701,NA,"Ignorado"
16,7,2016,6,"3","Guatemala",1,NA,NA,NA,NA,1,"Blanco","2007","Atropello",99,106,NA,"28"
16,7,2016,6,"2","Huehuetenango",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1301,NA,"Ignorado"
16,7,2016,6,"15","Quetzaltenango",1,NA,NA,NA,NA,4,"Azul","2006","Atropello",99,909,NA,"67"
16,7,2016,6,"22","Guatemala",1,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",1,101,NA,"45"
16,7,2016,6,"22","Guatemala",1,NA,NA,NA,NA,3,"Blanco","1992","Atropello",99,107,NA,"69"
16,7,2016,6,"22","Huehuetenango",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1301,NA,"Ignorado"
17,7,2016,7,"21","Guatemala",1,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",18,101,NA,"Ignorado"
17,7,2016,7,"15","Guatemala",1,NA,NA,NA,NA,4,"Rojo","Ignorado","Atropello",99,109,NA,"67"
17,7,2016,7,"13","Escuintla",1,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,501,NA,"54"
17,7,2016,7,"3","Escuintla",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,501,NA,"Ignorado"
17,7,2016,7,"19","Retalhuleu",1,NA,NA,NA,NA,4,"Azul","2013","Atropello",99,1101,NA,"6"
17,7,2016,7,"21","Alta Verapaz",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1604,NA,"Ignorado"
17,7,2016,7,"2","Izabal",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1801,NA,"Ignorado"
17,7,2016,7,"12","Peten",2,NA,NA,NA,NA,14,"Rojo","2006","Atropello",99,1703,NA,"6"
17,7,2016,7,"15","Sololá",2,NA,NA,NA,NA,1,"Beige","Ignorado","Atropello",99,707,NA,"69"
17,7,2016,7,"21","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,406,NA,"Ignorado"
18,7,2016,1,"12","Guatemala",2,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",17,101,NA,"Ignorado"
18,7,2016,1,"10","Zacapa",2,NA,NA,NA,NA,3,"Ignorado","Ignorado","Atropello",99,1903,NA,"Ignorado"
18,7,2016,1,"17","Huehuetenango",1,NA,NA,NA,NA,2,"Blanco","Ignorado","Atropello",99,1302,NA,"Ignorado"
18,7,2016,1,"20","Totonicapán",2,NA,NA,NA,NA,3,"Celeste","Ignorado","Atropello",99,805,NA,"69"
18,7,2016,1,"18","Alta Verapaz",2,NA,NA,NA,NA,4,"Azul","Ignorado","Atropello",99,1616,NA,"67"
18,7,2016,1,"22","Izabal",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1801,NA,"Ignorado"
18,7,2016,1,"22","Izabal",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1804,NA,"Ignorado"
19,7,2016,2,"2","Chiquimula",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,2001,NA,"Ignorado"
19,7,2016,2,"14","Retalhuleu",1,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,1101,NA,"6"
19,7,2016,2,"13","San Marcos",2,NA,NA,NA,NA,3,"Beige","1988","Atropello",99,1219,NA,"69"
19,7,2016,2,"12","El progreso",2,NA,NA,NA,NA,14,"Rojo","Ignorado","Atropello",99,205,NA,"6"
20,7,2016,3,"14","Guatemala",1,NA,NA,NA,NA,2,"Blanco","2013","Atropello",10,101,NA,"41"
20,7,2016,3,"21","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",7,101,NA,"Ignorado"
20,7,2016,3,"21","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",19,101,NA,"Ignorado"
20,7,2016,3,"12","Zacapa",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1904,NA,"Ignorado"
20,7,2016,3,"20","Santa rosa",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,602,NA,"Ignorado"
21,7,2016,4,"13","Guatemala",1,NA,NA,NA,NA,1,"Verde","1996","Atropello",8,101,NA,"27"
21,7,2016,4,"18","Quetzaltenango",1,NA,NA,NA,NA,5,"Blanco","1990","Atropello",99,901,NA,"50"
21,7,2016,4,"17","Totonicapán",2,NA,NA,NA,NA,3,"Verde","1994","Atropello",99,803,NA,"Ignorado"
21,7,2016,4,"14","Chimaltenango",2,NA,NA,NA,NA,4,"Rojo","Ignorado","Atropello",99,401,NA,"6"
21,7,2016,4,"20","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,406,NA,"Ignorado"
22,7,2016,5,"16","Quetzaltenango",2,NA,NA,NA,NA,1,"Rojo","1985","Atropello",99,923,NA,"69"
22,7,2016,5,"17","Quetzaltenango",2,NA,NA,NA,NA,9,"Blanco","2012","Atropello",99,901,NA,"69"
22,7,2016,5,"23","Sololá",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,701,NA,"Ignorado"
22,7,2016,5,"21","Guatemala",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,117,NA,"Ignorado"
22,7,2016,5,"19","Sacatepéquez",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,301,NA,"Ignorado"
23,7,2016,6,"21","Guatemala",1,NA,NA,NA,NA,4,"Rojo","2015","Atropello",99,108,NA,"32"
23,7,2016,6,"12","Jalapa",2,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,2101,NA,"76"
23,7,2016,6,"15","Chiquimula",2,NA,NA,NA,NA,3,"Blanco","Ignorado","Atropello",99,2001,NA,"Ignorado"
23,7,2016,6,"23","Santa rosa",2,NA,NA,NA,NA,1,"Corinto","Ignorado","Atropello",99,601,NA,"69"
23,7,2016,6,"19","Quetzaltenango",1,NA,NA,NA,NA,1,"Rojo","1995","Atropello",99,901,NA,"17"
23,7,2016,6,"21","Peten",1,NA,NA,NA,NA,99,"Verde","Ignorado","Atropello",99,1703,NA,"Ignorado"
23,7,2016,6,"16","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,401,NA,"Ignorado"
23,7,2016,6,"18","Chimaltenango",1,NA,NA,NA,NA,3,"Gris","2009","Atropello",99,401,NA,"69"
23,7,2016,6,"21","Chimaltenango",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,415,NA,"Ignorado"
24,7,2016,7,"3","Guatemala",1,NA,NA,NA,NA,1,"Negro","2008","Atropello",1,101,NA,"28"
24,7,2016,7,"19","Retalhuleu",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1108,NA,"Ignorado"
24,7,2016,7,"22","Peten",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1703,NA,"Ignorado"
24,7,2016,7,"21","Chimaltenango",1,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,401,NA,"Ignorado"
24,7,2016,7,"21","Zacapa",1,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,1901,NA,"Ignorado"
25,7,2016,1,"20","Guatemala",1,NA,NA,NA,NA,1,"Blanco","1998","Atropello",1,101,NA,"48"
25,7,2016,1,"12","Guatemala",1,NA,NA,NA,NA,4,"Azul","2012","Atropello",12,101,NA,"67"
25,7,2016,1,"10","Guatemala",1,NA,NA,NA,NA,5,"Ignorado","Ignorado","Atropello",99,109,NA,"Ignorado"
25,7,2016,1,"13","Jalapa",1,NA,NA,NA,NA,2,"Rojo","2001","Atropello",99,2107,NA,"89"
25,7,2016,1,"5","Santa rosa",1,NA,NA,NA,NA,12,"Azul","1996","Atropello",99,614,NA,"30"
25,7,2016,1,"12","Quetzaltenango",1,NA,NA,NA,NA,1,"Gris","Ignorado","Atropello",99,901,NA,"74"
25,7,2016,1,"13","Chimaltenango",1,NA,NA,NA,NA,3,"Rojo","1987","Atropello",99,401,NA,"69"
25,7,2016,1,"2","Chimaltenango",1,NA,NA,NA,NA,3,"Negro","Ignorado","Atropello",99,413,NA,"Ignorado"
25,7,2016,1,"21","Chimaltenango",2,NA,NA,NA,NA,1,"Blanco","Ignorado","Atropello",99,416,NA,"27"
25,7,2016,1,"10","Sacatepéquez",1,NA,NA,NA,NA,3,"Azul","1992","Atropello",99,309,NA,"69"
25,7,2016,1,"11","Sacatepéquez",1,NA,NA,NA,NA,4,"Negro","2006","Atropello",99,301,NA,"67"
25,7,2016,1,"20","Sacatepéquez",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,301,NA,"Ignorado"
26,7,2016,2,"18","Guatemala",1,NA,NA,NA,NA,1,"Aqua","Ignorado","Atropello",1,101,NA,"17"
26,7,2016,2,"19","Guatemala",1,NA,NA,NA,NA,12,"Blanco","2010","Atropello",99,109,NA,"50"
26,7,2016,2,"3","Chimaltenango",2,NA,NA,NA,NA,2,"Café","1989","Atropello",99,416,NA,"31"
26,7,2016,2,"5","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,409,NA,"Ignorado"
26,7,2016,2,"18","Zacapa",1,NA,NA,NA,NA,3,"Ignorado","Ignorado","Atropello",99,1901,NA,"Ignorado"
26,7,2016,2,"18","Chimaltenango",1,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,401,NA,"Ignorado"
26,7,2016,2,"21","Chimaltenango",2,NA,NA,NA,NA,4,"Azul","Ignorado","Atropello",99,403,NA,"Ignorado"
26,7,2016,2,"17","Retalhuleu",1,NA,NA,NA,NA,4,"Blanco","Ignorado","Atropello",99,1107,NA,"27"
26,7,2016,2,"19","Quetzaltenango",1,NA,NA,NA,NA,4,"Blanco","Ignorado","Atropello",99,922,NA,"27"
27,7,2016,3,"13","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",18,101,NA,"Ignorado"
27,7,2016,3,"21","Guatemala",1,NA,NA,NA,NA,12,"Rojo","Ignorado","Atropello",7,101,NA,"Ignorado"
27,7,2016,3,"18","Guatemala",1,NA,NA,NA,NA,3,"Rojo","Ignorado","Atropello",99,117,NA,"69"
27,7,2016,3,"2","Guatemala",2,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,113,NA,"Ignorado"
27,7,2016,3,"8","Jutiapa",1,NA,NA,NA,NA,9,"Gris","2011","Atropello",99,2202,NA,"69"
27,7,2016,3,"13","Jutiapa",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,2217,NA,"Ignorado"
27,7,2016,3,"6","Santa rosa",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,602,NA,"Ignorado"
27,7,2016,3,"13","Quetzaltenango",1,NA,NA,NA,NA,2,"Ignorado","2003","Atropello",99,901,NA,"27"
27,7,2016,3,"21","San Marcos",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,1202,NA,"69"
27,7,2016,3,"1","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,401,NA,"Ignorado"
28,7,2016,4,"15","Guatemala",1,NA,NA,NA,NA,99,"Amarillo","Ignorado","Atropello",1,101,NA,"30"
28,7,2016,4,"21","Zacapa",2,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,1901,NA,"Ignorado"
28,7,2016,4,"20","Izabal",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1801,NA,"Ignorado"
28,7,2016,4,"20","Quiche",1,NA,NA,NA,NA,1,"Celeste","2004","Atropello",99,1401,NA,"69"
29,7,2016,5,"8","Guatemala",1,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",1,101,NA,"6"
29,7,2016,5,"13","Guatemala",1,NA,NA,NA,NA,1,"Blanco","2000","Atropello",12,101,NA,"69"
29,7,2016,5,"7","Guatemala",1,NA,NA,NA,NA,1,"Verde","Ignorado","Atropello",99,117,NA,"48"
29,7,2016,5,"9","Escuintla",1,NA,NA,NA,NA,1,"Gris","2015","Atropello",99,501,NA,"41"
29,7,2016,5,"22","Santa rosa",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,602,NA,"10"
30,7,2016,6,"19","Guatemala",1,NA,NA,NA,NA,4,"Azul","Ignorado","Atropello",6,101,NA,"6"
30,7,2016,6,"19","Guatemala",1,NA,NA,NA,NA,4,"Rojo","Ignorado","Atropello",16,101,NA,"67"
30,7,2016,6,"19","Escuintla",2,NA,NA,NA,NA,3,"Negro","Ignorado","Atropello",99,513,NA,"69"
30,7,2016,6,"9","Quetzaltenango",1,NA,NA,NA,NA,3,"Negro","Ignorado","Atropello",99,903,NA,"69"
30,7,2016,6,"1","Alta Verapaz",2,NA,NA,NA,NA,2,"Ignorado","Ignorado","Atropello",99,1610,NA,"Ignorado"
30,7,2016,6,"1","Quiche",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,1401,NA,"48"
30,7,2016,6,"22","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,406,NA,"Ignorado"
31,7,2016,7,"17","Guatemala",2,NA,NA,NA,NA,1,"Negro","Ignorado","Atropello",99,102,NA,"48"
31,7,2016,7,"1","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,109,NA,"Ignorado"
31,7,2016,7,"4","Guatemala",1,NA,NA,NA,NA,1,"Blanco","Ignorado","Atropello",99,117,NA,"Ignorado"
31,7,2016,7,"1","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,117,NA,"Ignorado"
31,7,2016,7,"19","Escuintla",1,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,501,NA,"Ignorado"
31,7,2016,7,"18","Suchitepéquez",2,NA,NA,NA,NA,1,"Beige","Ignorado","Atropello",99,1009,NA,"Ignorado"
31,7,2016,7,"19","Huehuetenango",2,NA,NA,NA,NA,4,"Rojo","Ignorado","Atropello",99,1301,NA,"32"
31,7,2016,7,"21","Izabal",1,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,1803,NA,"64"
31,7,2016,7,"22","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,406,NA,"Ignorado"
1,8,2016,1,"5","Guatemala",2,NA,NA,NA,NA,5,"Ignorado","Ignorado","Atropello",7,101,NA,"Ignorado"
1,8,2016,1,"17","Guatemala",1,NA,NA,NA,NA,2,"Gris","Ignorado","Atropello",99,117,NA,"Ignorado"
1,8,2016,1,"4","Chiquimula",2,NA,NA,NA,NA,4,"Ignorado","Ignorado","Atropello",99,2001,NA,"Ignorado"
1,8,2016,1,"0","Baja Verapaz",2,NA,NA,NA,NA,5,"Ignorado","Ignorado","Atropello",99,1508,NA,"Ignorado"
1,8,2016,1,"22","Izabal",2,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,1803,NA,"64"
1,8,2016,1,"19","Quiche",1,NA,NA,NA,NA,1,"Gris","Ignorado","Atropello",99,1401,NA,"69"
1,8,2016,1,"20","Chimaltenango",2,NA,NA,NA,NA,3,"Gris","Ignorado","Atropello",99,401,NA,"Ignorado"
1,8,2016,1,"22","Guatemala",1,NA,NA,NA,NA,3,"Gris","Ignorado","Atropello",12,101,NA,"Ignorado"
1,8,2016,1,"15","Huehuetenango",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1312,NA,"Ignorado"
2,8,2016,2,"11","Guatemala",1,NA,NA,NA,NA,4,"Rojo","2006","Atropello",99,117,NA,"72"
2,8,2016,2,"19","Santa rosa",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,611,NA,"Ignorado"
2,8,2016,2,"22","Alta Verapaz",1,NA,NA,NA,NA,4,"Ignorado","2012","Atropello",99,1601,NA,"105"
2,8,2016,2,"12","El progreso",2,NA,NA,NA,NA,14,"Rojo","Ignorado","Atropello",99,207,NA,"6"
2,8,2016,2,"18","Quiche",2,NA,NA,NA,NA,2,"Amarillo","2003","Atropello",99,1408,NA,"48"
2,8,2016,2,"22","Sacatepéquez",2,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,312,NA,"32"
3,8,2016,3,"11","Alta Verapaz",2,NA,NA,NA,NA,14,"Rojo","2014","Atropello",99,1613,NA,"6"
3,8,2016,3,"13","Escuintla",2,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,502,NA,"18"
3,8,2016,3,"11","Suchitepéquez",2,NA,NA,NA,NA,3,"Beige","Ignorado","Atropello",99,1010,NA,"69"
3,8,2016,3,"20","San Marcos",2,NA,NA,NA,NA,1,"Ignorado","2004","Atropello",99,1216,NA,"48"
4,8,2016,4,"14","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",7,101,NA,"Ignorado"
4,8,2016,4,"22","Guatemala",2,NA,NA,NA,NA,5,"Blanco","2007","Atropello",99,117,NA,"26"
4,8,2016,4,"12","Escuintla",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,501,NA,"Ignorado"
4,8,2016,4,"21","Escuintla",2,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,513,NA,"27"
4,8,2016,4,"20","Suchitepéquez",2,NA,NA,NA,NA,9,"Azul","Ignorado","Atropello",99,1002,NA,"69"
4,8,2016,4,"22","Quetzaltenango",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,901,NA,"Ignorado"
4,8,2016,4,"14","Sacatepéquez",1,NA,NA,NA,NA,4,"Verde","Ignorado","Atropello",99,302,NA,"67"
5,8,2016,5,"12","Guatemala",1,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",9,101,NA,"Ignorado"
5,8,2016,5,"14","Guatemala",1,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",5,101,NA,"27"
5,8,2016,5,"10","Guatemala",1,NA,NA,NA,NA,3,"Corinto","1990","Atropello",99,117,NA,"17"
5,8,2016,5,"11","Guatemala",1,NA,NA,NA,NA,1,"Beige","1990","Atropello",99,117,NA,"48"
5,8,2016,5,"15","Retalhuleu",2,NA,NA,NA,NA,4,"Blanco","Ignorado","Atropello",99,1102,NA,"67"
5,8,2016,5,"15","Retalhuleu",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1103,NA,"Ignorado"
5,8,2016,5,"15","Sololá",2,NA,NA,NA,NA,5,"Blanco","1988","Atropello",99,713,NA,"Ignorado"
6,8,2016,6,"16","Guatemala",1,NA,NA,NA,NA,6,"Blanco","Ignorado","Atropello",18,101,NA,"19"
6,8,2016,6,"19","Guatemala",1,NA,NA,NA,NA,1,"Azul","2002","Atropello",11,101,NA,"52"
6,8,2016,6,"23","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",11,101,NA,"Ignorado"
6,8,2016,6,"15","Guatemala",1,NA,NA,NA,NA,3,"Azul","Ignorado","Atropello",99,112,NA,"Ignorado"
6,8,2016,6,"22","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,109,NA,"Ignorado"
6,8,2016,6,"14","Guatemala",2,NA,NA,NA,NA,4,"Azul","2009","Atropello",99,113,NA,"67"
6,8,2016,6,"12","Guatemala",2,NA,NA,NA,NA,12,"Verde","2000","Atropello",99,117,NA,"23"
6,8,2016,6,"23","Suchitepéquez",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1010,NA,"Ignorado"
6,8,2016,6,"17","Quetzaltenango",1,NA,NA,NA,NA,1,"Negro","Ignorado","Atropello",99,920,NA,"48"
6,8,2016,6,"17","Alta Verapaz",2,NA,NA,NA,NA,1,"Ignorado","Ignorado","Atropello",99,1615,NA,"Ignorado"
6,8,2016,6,"10","Sololá",2,NA,NA,NA,NA,3,"Negro","Ignorado","Atropello",99,705,NA,"Ignorado"
6,8,2016,6,"11","Sololá",2,NA,NA,NA,NA,3,"Azul","1992","Atropello",99,704,NA,"69"
6,8,2016,6,"15","Sololá",2,NA,NA,NA,NA,4,"Amarillo","Ignorado","Atropello",99,710,NA,"77"
6,8,2016,6,"18","Sololá",2,NA,NA,NA,NA,2,"Gris","Ignorado","Atropello",99,710,NA,"52"
7,8,2016,7,"21","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",12,101,NA,"Ignorado"
7,8,2016,7,"19","Guatemala",1,NA,NA,NA,NA,3,"Corinto","Ignorado","Atropello",99,109,NA,"17"
7,8,2016,7,"19","Guatemala",1,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,109,NA,"Ignorado"
7,8,2016,7,"16","Jutiapa",2,NA,NA,NA,NA,3,"Blanco","Ignorado","Atropello",99,2212,NA,"69"
7,8,2016,7,"20","Jalapa",2,NA,NA,NA,NA,4,"Azul","2013","Atropello",99,2106,NA,"6"
7,8,2016,7,"17","Zacapa",2,NA,NA,NA,NA,3,"Gris","2003","Atropello",99,1903,NA,"48"
7,8,2016,7,"13","Suchitepéquez",1,NA,NA,NA,NA,9,"Blanco","2003","Atropello",99,1013,NA,"69"
7,8,2016,7,"10","Huehuetenango",2,NA,NA,NA,NA,4,"Negro","Ignorado","Atropello",99,1312,NA,"64"
7,8,2016,7,"18","El progreso",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,204,NA,"Ignorado"
7,8,2016,7,"18","El progreso",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,204,NA,"Ignorado"
7,8,2016,7,"19","Izabal",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,1801,NA,"Ignorado"
7,8,2016,7,"17","Quiche",2,NA,NA,NA,NA,4,"Rojo","2014","Atropello",99,1415,NA,"6"
7,8,2016,7,"18","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,413,NA,"Ignorado"
7,8,2016,7,"11","Chimaltenango",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,415,NA,"Ignorado"
7,8,2016,7,"14","Sacatepéquez",2,NA,NA,NA,NA,99,"Ignorado","Ignorado","Atropello",99,305,NA,"Ignorado"
