<<<<<<< Updated upstream
"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","g_edad","estado_pil","grupo_mode_veh"
"3373",3373,8,"Julio","Lunes",16,"Guatemala","Guatemala","URBANO","7","Hombre","39","Mayor","Microbus","Corinto","1980-1989","COLISION","Mitsubishi","35-39","IGNORADO","1980-1989"
"3374",3374,8,"Julio","Lunes",16,"Guatemala","Guatemala","URBANO","7","Mujer","21","Mayor","Automovil","Gris","1980-1989","COLISION","Toyota","20-24","IGNORADO","1980-1989"
"3375",3375,8,"Julio","Lunes",7,"Guatemala","Guatemala","URBANO","7","Hombre","27","Mayor","Microbus","Verde","Ignorado","CHOQUE","Hyundai","25-29","IGNORADO","Ignorado"
"3376",3376,8,"Julio","Lunes",17,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","29","Mayor","Cabezal","Blanco","Ignorado","COLISION","Freightliner","25-29","IGNORADO","Ignorado"
"3377",3377,8,"Julio","Lunes",17,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","29","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Sniper","25-29","IGNORADO","Ignorado"
"3378",3378,8,"Julio","Lunes",8,"Santa Rosa","Cuilapa","RURAL","Ignorado","Hombre","30","Mayor","Pick up","Ignorado","Ignorado","COLISION","Ignorado","30-34","IGNORADO","Ignorado"
"3379",3379,8,"Julio","Lunes",8,"Santa Rosa","Cuilapa","RURAL","Ignorado","Mujer","26","Mayor","Motocicleta","Azul","Ignorado","COLISION","Bajaj","25-29","IGNORADO","Ignorado"
"3380",3380,8,"Julio","Lunes",20,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","25","Mayor","Camioneta","Gris","2000-2009","COLISION","Hyundai","25-29","IGNORADO","2000-2009"
"3381",3381,8,"Julio","Lunes",20,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","32","Mayor","Bus urbano","Blanco","1990-1999","COLISION","International","30-34","IGNORADO","1990-1999"
"3382",3382,8,"Julio","Lunes",9,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","42","Mayor","Bus urbano","Negro","1990-1999","COLISION","International","40-44","IGNORADO","1990-1999"
"3383",3383,8,"Julio","Lunes",9,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","38","Mayor","Camión","Negro","1980-1989","COLISION","Ignorado","35-39","IGNORADO","1980-1989"
"3384",3384,8,"Julio","Lunes",19,"Alta Verapaz","Cobán","RURAL","Ignorado","Hombre","25","Mayor","Pick up","Beige","Ignorado","CAIDA","Toyota","25-29","IGNORADO","Ignorado"
"3385",3385,8,"Julio","Lunes",8,"Petén","Flores","RURAL","Ignorado","Hombre","58","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","55 y más","IGNORADO","Ignorado"
"3386",3386,8,"Julio","Lunes",8,"Petén","Flores","RURAL","Ignorado","Hombre","Ignorado","Mayor","Automovil","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
"3387",3387,8,"Julio","Lunes",1,"Chimaltenango","Chimaltenango","RURAL","Ignorado","Hombre","23","Mayor","Automovil","Morado","1990-1999","COLISION","Honda","20-24","IGNORADO","1990-1999"
"3388",3388,8,"Julio","Lunes",1,"Chimaltenango","Chimaltenango","RURAL","Ignorado","Hombre","40","Mayor","Pick up","Blanco","1990-1999","COLISION","Toyota","40-44","IGNORADO","1990-1999"
"3389",3389,9,"Julio","Martes",13,"Jutiapa","Jutiapa","RURAL","Ignorado","Hombre","30","Mayor","Motocicleta","Rojo","2010-2013","CHOQUE","Italika","30-34","IGNORADO","2010-2014"
"3390",3390,9,"Julio","Martes",3,"Chiquimula","Chiquimula","URBANO","Ignorado","Hombre","47","Mayor","Motocicleta","Azul","2010-2013","CHOQUE","Ignorado","45-49","EBRIO","2010-2014"
"3391",3391,9,"Julio","Martes",23,"Escuintla","Masagua","RURAL","Ignorado","Hombre","34","Mayor","Automovil","Blanco","Ignorado","CAIDA","Toyota","30-34","EBRIO","Ignorado"
"3392",3392,9,"Julio","Martes",20,"Guatemala","Guatemala","URBANO","21","Hombre","55","Mayor","Panel","Negro","1990-1999","COLISION","Ford","55 y más","NORMAL","1990-1999"
"3393",3393,9,"Julio","Martes",20,"Guatemala","Guatemala","URBANO","21","Hombre","32","Mayor","Motocicleta","Blanco","Ignorado","COLISION","Volkwagen","30-34","NORMAL","Ignorado"
"3394",3394,9,"Julio","Martes",8,"Santa Rosa","Casillas","RURAL","Ignorado","Hombre","Ignorado","Mayor","Pick up","Amarillo","Ignorado","VUELCO","Toyota","Ignorado","IGNORADO","Ignorado"
"3395",3395,9,"Julio","Martes",17,"Suchitepéquez","Mazatenango","RURAL","Ignorado","Hombre","34","Mayor","Mototaxi","Rojo","2010-2013","COLISION","Bajaj","30-34","EBRIO","2010-2014"
"3396",3396,9,"Julio","Martes",17,"Suchitepéquez","Mazatenango","RURAL","Ignorado","Hombre","32","Mayor","Microbus","Beige","1980-1989","COLISION","Mitsubishi","30-34","NORMAL","1980-1989"
"3397",3397,9,"Julio","Martes",10,"Guatemala","Mixco","URBANO","5","Hombre","32","Mayor","Automovil","Verde","Ignorado","COLISION","Toyota","30-34","NORMAL","Ignorado"
"3398",3398,9,"Julio","Martes",10,"Guatemala","Mixco","URBANO","5","Hombre","47","Mayor","Motocicleta","Gris","Ignorado","COLISION","Ignorado","45-49","NORMAL","Ignorado"
"3399",3399,10,"Julio","Miercoles",7,"Guatemala","Guatemala","URBANO","9","Hombre","62","Mayor","Automovil","Verde","Ignorado","COLISION","Hyundai","55 y más","NORMAL","Ignorado"
"3400",3400,10,"Julio","Miercoles",7,"Guatemala","Guatemala","URBANO","9","Hombre","23","Mayor","Bus extraurbano","Ignorado","Ignorado","COLISION","Hyundai","20-24","NORMAL","Ignorado"
"3401",3401,10,"Julio","Miercoles",10,"Guatemala","Guatemala","URBANO","4","Hombre","40","Mayor","Motocicleta","Ignorado","Ignorado","CHOQUE","Ignorado","40-44","NORMAL","Ignorado"
"3402",3402,10,"Julio","Miercoles",10,"Guatemala","Guatemala","URBANO","9","Hombre","22","Mayor","Motocicleta","Ignorado","Ignorado","CHOQUE","Ignorado","20-24","NORMAL","Ignorado"
"3403",3403,10,"Julio","Miercoles",3,"Guatemala","Guatemala","URBANO","16","Hombre","20","Mayor","Camioneta","Blanco","Ignorado","VUELCO","Suzuki","20-24","NORMAL","Ignorado"
"3404",3404,10,"Julio","Miercoles",8,"Guatemala","Guatemala","URBANO","12","Hombre","56","Mayor","Motocicleta","Ignorado","Ignorado","CHOQUE","Ignorado","55 y más","NORMAL","Ignorado"
"3405",3405,10,"Julio","Miercoles",19,"Guatemala","Petapa","RURAL","Ignorado","Hombre","22","Mayor","Motocicleta","Negro","Ignorado","COLISION","Sniper","20-24","NORMAL","Ignorado"
"3406",3406,10,"Julio","Miercoles",19,"Guatemala","Petapa","RURAL","Ignorado","Hombre","43","Mayor","Camioneta","Gris","2010-2013","COLISION","Kia","40-44","NORMAL","2010-2014"
"3407",3407,10,"Julio","Miercoles",4,"Guatemala","Villa Nueva","URBANO","1","Hombre","47","Mayor","Motocicleta","Ignorado","Ignorado","VUELCO","Ignorado","45-49","NORMAL","Ignorado"
"3408",3408,10,"Julio","Miercoles",20,"Guatemala","Mixco","URBANO","7","Hombre","53","Mayor","Motocicleta","Rojo","2000-2009","COLISION","Ignorado","50-54","NORMAL","2000-2009"
"3409",3409,10,"Julio","Miercoles",20,"Guatemala","Mixco","URBANO","7","Hombre","28","Mayor","Motocicleta","Gris","2000-2009","COLISION","Suzuki","25-29","NORMAL","2000-2009"
"3410",3410,10,"Julio","Miercoles",8,"Zacapa","Gualán","RURAL","Ignorado","Hombre","55","Mayor","Bus urbano","Gris","2000-2009","COLISION","Mercedes benz","55 y más","NORMAL","2000-2009"
"3411",3411,10,"Julio","Miercoles",8,"Zacapa","Gualán","RURAL","Ignorado","Hombre","49","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","45-49","NORMAL","Ignorado"
"3412",3412,10,"Julio","Miercoles",16,"Escuintla","Palín","RURAL","Ignorado","Hombre","47","Mayor","Camioneta","Verde","Ignorado","VUELCO","Suzuki","45-49","NORMAL","Ignorado"
"3413",3413,10,"Julio","Miercoles",23,"Santa Rosa","Santa Rosa de Lima","RURAL","Ignorado","Hombre","21","Mayor","Pick up","Blanco","1990-1999","COLISION","Isuzu","20-24","EBRIO","1990-1999"
"3414",3414,10,"Julio","Miercoles",23,"Santa Rosa","Santa Rosa de Lima","RURAL","Ignorado","Hombre","35","Mayor","Pick up","Verde","1990-1999","COLISION","Toyota","35-39","NORMAL","1990-1999"
"3415",3415,10,"Julio","Miercoles",21,"Petén","Flores","RURAL","Ignorado","Hombre","35","Mayor","Motocicleta","Ignorado","Ignorado","CHOQUE","Ignorado","35-39","NORMAL","Ignorado"
"3416",3416,10,"Julio","Miercoles",5,"Sacatepéquez","Sumpango","RURAL","Ignorado","Hombre","Ignorado","Mayor","Bus extraurbano","Amarillo","Ignorado","COLISION","Ford","Ignorado","NORMAL","Ignorado"
"3417",3417,10,"Julio","Miercoles",5,"Sacatepéquez","Sumpango","RURAL","Ignorado","Hombre","Ignorado","Mayor","Pick up","Ignorado","Ignorado","COLISION","Ford","Ignorado","NORMAL","Ignorado"
"3418",3418,10,"Julio","Miercoles",19,"Sacatepéquez","Antigua Guatemala","RURAL","Ignorado","Hombre","Ignorado","Mayor","Bus extraurbano","Beige","Ignorado","VUELCO","Ignorado","Ignorado","EBRIO","Ignorado"
"3419",3419,11,"Julio","Jueves",19,"Guatemala","Chinuautla","RURAL","Ignorado","Hombre","20","Mayor","Bus urbano","Rojo","Ignorado","CHOQUE","Blue bird","20-24","NORMAL","Ignorado"
"3420",3420,11,"Julio","Jueves",22,"Guatemala","Guatemala","URBANO","5","Mujer","20","Mayor","Automovil","Gris","Ignorado","COLISION","Toyota","20-24","NORMAL","Ignorado"
"3421",3421,11,"Julio","Jueves",22,"Guatemala","Guatemala","URBANO","5","Hombre","65","Mayor","Automovil","Morado","2000-2009","COLISION","Hyundai","55 y más","NORMAL","2000-2009"
"3422",3422,11,"Julio","Jueves",16,"Guatemala","Villa Nueva","URBANO","1","Hombre","33","Mayor","Automovil","Ignorado","Ignorado","COLISION","Chevrolet","30-34","NORMAL","Ignorado"
"3423",3423,11,"Julio","Jueves",16,"Guatemala","Villa Nueva","URBANO","1","Hombre","61","Mayor","Motocicleta","Azul","Ignorado","COLISION","Sniper","55 y más","NORMAL","Ignorado"
"3424",3424,11,"Julio","Jueves",22,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","27","Mayor","Pick up","Azul","Ignorado","COLISION","Toyota","25-29","EBRIO","Ignorado"
"3425",3425,11,"Julio","Jueves",22,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","24","Mayor","Automovil","Gris","1990-1999","COLISION","Ignorado","20-24","NORMAL","1990-1999"
"3426",3426,11,"Julio","Jueves",19,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","28","Mayor","Motocicleta","Ignorado","Ignorado","VUELCO","Ignorado","25-29","NORMAL","Ignorado"
"3427",3427,11,"Julio","Jueves",0,"Guatemala","Mixco","URBANO","7","Hombre","20","Mayor","Motocicleta","Rojo","Ignorado","CHOQUE","Italika","20-24","EBRIO","Ignorado"
"3428",3428,11,"Julio","Jueves",17,"Guatemala","Mixco","URBANO","2","Hombre","27","Mayor","Motocicleta","Ignorado","Ignorado","VUELCO","Ignorado","25-29","NORMAL","Ignorado"
"3429",3429,11,"Julio","Jueves",17,"Guatemala","Mixco","URBANO","6","Mujer","25","Mayor","Motocicleta","Ignorado","Ignorado","VUELCO","Ignorado","25-29","NORMAL","Ignorado"
"3430",3430,11,"Julio","Jueves",22,"Suchitepéquez","Cuyotenango","RURAL","Ignorado","Hombre","19","Mayor","Camioneta","Anaranjado","2000-2009","CHOQUE","Ford","15-19","EBRIO","2000-2009"
"3431",3431,11,"Julio","Jueves",21,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Hombre","42","Mayor","Camioneta","Azul","Ignorado","COLISION","Mitsubishi","40-44","EBRIO","Ignorado"
"3432",3432,11,"Julio","Jueves",21,"Quetzaltenango","Quetzaltenango","RURAL","Ignorado","Mujer","53","Mayor","Pick up","Negro","Ignorado","COLISION","Mitsubishi","50-54","NORMAL","Ignorado"
"3433",3433,11,"Julio","Jueves",21,"San Marcos","Pajapita","RURAL","Ignorado","Hombre","59","Mayor","Camión","Ignorado","Ignorado","COLISION","Ignorado","55 y más","NORMAL","Ignorado"
"3434",3434,11,"Julio","Jueves",21,"San Marcos","Pajapita","RURAL","Ignorado","Hombre","34","Mayor","Camión","Rojo","1990-1999","COLISION","International","30-34","NORMAL","1990-1999"
"3435",3435,11,"Julio","Jueves",21,"San Marcos","Pajapita","RURAL","Ignorado","Mujer","Ignorado","Mayor","Automovil","Gris","Ignorado","COLISION","Toyota","Ignorado","NORMAL","Ignorado"
"3436",3436,12,"Julio","Viernes",1,"Guatemala","Guatemala","URBANO","10","Hombre","33","Mayor","Taxi","Blanco","Ignorado","COLISION","Nissan_duplicated_37","30-34","NORMAL","Ignorado"
"3437",3437,12,"Julio","Viernes",1,"Guatemala","Guatemala","URBANO","10","Hombre","30","Mayor","Automovil","Blanco","Ignorado","COLISION","Ignorado","30-34","IGNORADO","Ignorado"
"3438",3438,12,"Julio","Viernes",21,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","20","Mayor","Motocicleta","Rojo","Ignorado","CHOQUE","Suzuki","20-24","IGNORADO","Ignorado"
"3439",3439,12,"Julio","Viernes",21,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","20","Mayor","Motocicleta","Rojo","Ignorado","CHOQUE","Suzuki","20-24","IGNORADO","Ignorado"
"3440",3440,12,"Julio","Viernes",4,"Huehuetenango","Huehuetenango","URBANO","8","Hombre","25","Mayor","Motocicleta","Negro","Ignorado","VUELCO","Sniper","25-29","EBRIO","Ignorado"
"3441",3441,12,"Julio","Viernes",10,"El Progreso","San Cristobal Acasaguastlán","RURAL","Ignorado","Hombre","61","Mayor","Automovil","Gris","Ignorado","COLISION","Hyundai","55 y más","NORMAL","Ignorado"
"3442",3442,12,"Julio","Viernes",10,"El Progreso","San Cristobal Acasaguastlán","RURAL","Ignorado","Hombre","28","Mayor","Motocicleta","Negro","2010-2013","COLISION","Suzuki","25-29","NORMAL","2010-2014"
"3443",3443,12,"Julio","Viernes",14,"Petén","Poptún","RURAL","Ignorado","Hombre","23","Mayor","Motocicleta","Verde","Ignorado","COLISION","Suzuki","20-24","EBRIO","Ignorado"
"3444",3444,12,"Julio","Viernes",14,"Petén","Poptún","RURAL","Ignorado","Mujer","17","Menor","Motocicleta","Rojo","2010-2013","COLISION","Honda","15-19","NORMAL","2010-2014"
"3445",3445,12,"Julio","Viernes",21,"Solola","Santiago Atitlán","RURAL","Ignorado","Hombre","20","Mayor","Pick up","Rojo","Ignorado","CHOQUE","Toyota","20-24","EBRIO","Ignorado"
"3446",3446,12,"Julio","Viernes",10,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","28","Mayor","Automovil","Gris","Ignorado","COLISION","Mazda","25-29","EBRIO","Ignorado"
"3447",3447,12,"Julio","Viernes",10,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","Ignorado","Mayor","Motocicleta","Gris","2010-2013","COLISION","Bajaj","Ignorado","EBRIO","2010-2014"
"3448",3448,12,"Julio","Viernes",23,"Guatemala","Guatemala","URBANO","1","Mujer","35","Mayor","Automovil","Amarillo","2000-2009","COLISION","Ford","35-39","EBRIO","2000-2009"
"3449",3449,12,"Julio","Viernes",23,"Guatemala","Guatemala","URBANO","1","Hombre","29","Mayor","Automovil","Blanco","2000-2009","COLISION","Nissan_duplicated_37","25-29","NORMAL","2000-2009"
"3450",3450,13,"Julio","Sabado",0,"Guatemala","Guatemala","URBANO","1","Hombre","25","Mayor","Automovil","Blanco","1990-1999","COLISION","Mazda","25-29","EBRIO","1990-1999"
"3451",3451,13,"Julio","Sabado",0,"Guatemala","Guatemala","URBANO","1","Hombre","Ignorado","Mayor","Automovil","Amarillo","Ignorado","COLISION","Mitsubishi","Ignorado","IGNORADO","Ignorado"
"3452",3452,13,"Julio","Sabado",3,"Guatemala","Palencia","URBANO","Ignorado","Hombre","23","Mayor","Automovil","Gris","Ignorado","COLISION","Mazda","20-24","EBRIO","Ignorado"
"3453",3453,13,"Julio","Sabado",3,"Guatemala","Palencia","URBANO","Ignorado","Hombre","37","Mayor","Pick up","Negro","Ignorado","COLISION","Toyota","35-39","NORMAL","Ignorado"
"3454",3454,13,"Julio","Sabado",5,"Guatemala","San José Pinula","RURAL","Ignorado","Hombre","34","Mayor","Automovil","Azul","Ignorado","COLISION","Nissan_duplicated_37","30-34","EBRIO","Ignorado"
"3455",3455,13,"Julio","Sabado",5,"Guatemala","San José Pinula","RURAL","Ignorado","Mujer","45","Mayor","Automovil","Azul","Ignorado","COLISION","Mazda","45-49","NORMAL","Ignorado"
"3456",3456,13,"Julio","Sabado",5,"Guatemala","San José Pinula","RURAL","Ignorado","Hombre","Ignorado","Mayor","Automovil","Verde","1990-1999","COLISION","Honda","Ignorado","IGNORADO","1990-1999"
"3457",3457,13,"Julio","Sabado",3,"Guatemala","Guatemala","URBANO","11","Hombre","34","Mayor","Camioneta","Blanco","Ignorado","COLISION","Hyundai","30-34","IGNORADO","Ignorado"
"3458",3458,13,"Julio","Sabado",3,"Guatemala","Guatemala","URBANO","11","Hombre","23","Mayor","Camioneta","Azul","Ignorado","COLISION","Hyundai","20-24","IGNORADO","Ignorado"
"3459",3459,13,"Julio","Sabado",5,"Guatemala","Guatemala","URBANO","11","Hombre","30","Mayor","Camión","Verde","Ignorado","COLISION","Mercedes benz","30-34","IGNORADO","Ignorado"
"3460",3460,13,"Julio","Sabado",5,"Guatemala","Guatemala","URBANO","11","Hombre","34","Mayor","Pick up","Negro","Ignorado","COLISION","Nissan_duplicated_37","30-34","IGNORADO","Ignorado"
"3461",3461,13,"Julio","Sabado",16,"Guatemala","Guatemala","URBANO","12","Hombre","23","Mayor","Automovil","Rojo","Ignorado","VUELCO","Honda","20-24","EBRIO","Ignorado"
"3462",3462,13,"Julio","Sabado",22,"Guatemala","Villa Canales","RURAL","Ignorado","Hombre","33","Mayor","Motocicleta","Negro","Ignorado","VUELCO","Italika","30-34","IGNORADO","Ignorado"
"3463",3463,13,"Julio","Sabado",21,"Jutiapa","Jutiapa","URBANO","1","Hombre","27","Mayor","Pick up","Gris","Ignorado","COLISION","Toyota","25-29","EBRIO","Ignorado"
"3464",3464,13,"Julio","Sabado",21,"Jutiapa","Jutiapa","URBANO","1","Hombre","Ignorado","Mayor","Pick up","Ignorado","Ignorado","COLISION","Toyota","Ignorado","IGNORADO","Ignorado"
"3465",3465,13,"Julio","Sabado",13,"Zacapa","Río Hondo","RURAL","Ignorado","Hombre","21","Mayor","Automovil","Blanco","Ignorado","COLISION","Nissan_duplicated_37","20-24","EBRIO","Ignorado"
"3466",3466,13,"Julio","Sabado",13,"Zacapa","Río Hondo","RURAL","Ignorado","Hombre","50","Mayor","Automovil","Negro","Ignorado","COLISION","Bmw","50-54","NORMAL","Ignorado"
"3467",3467,13,"Julio","Sabado",21,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","24","Mayor","Automovil","Ignorado","Ignorado","VUELCO","Chevrolet","20-24","EBRIO","Ignorado"
"3468",3468,13,"Julio","Sabado",21,"Suchitepéquez","Santa Bárbara","RURAL","Ignorado","Hombre","19","Mayor","Motocicleta","Rojo","Ignorado","CAIDA","Bajaj","15-19","EBRIO","Ignorado"
"3469",3469,13,"Julio","Sabado",17,"Quetzaltenango","El Palmar","RURAL","Ignorado","Hombre","Ignorado","Mayor","Pick up","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
"3470",3470,13,"Julio","Sabado",17,"Quetzaltenango","El Palmar","RURAL","Ignorado","Hombre","21","Mayor","Motocicleta","Negro","Ignorado","COLISION","Honda","20-24","NORMAL","Ignorado"
"3471",3471,13,"Julio","Sabado",14,"Solola","Santa Catalina Ixtahuacán","RURAL","Ignorado","Hombre","39","Mayor","Microbus","Verde","Ignorado","COLISION","Toyota","35-39","NORMAL","Ignorado"
"3472",3472,13,"Julio","Sabado",21,"Chimaltenango","Tecpán Guatemala","RURAL","Ignorado","Hombre","31","Mayor","Pick up","Rojo","1990-1999","CHOQUE","Toyota","30-34","NORMAL","1990-1999"
"3473",3473,13,"Julio","Sabado",21,"Chimaltenango","Tecpán Guatemala","RURAL","Ignorado","Hombre","Ignorado","Mayor","Camión","Blanco","Ignorado","CHOQUE","Mercedes benz","Ignorado","IGNORADO","Ignorado"
"3474",3474,14,"Julio","Domingo",16,"Guatemala","Guatemala","URBANO","7","Hombre","20","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Ignorado","20-24","IGNORADO","Ignorado"
"3475",3475,14,"Julio","Domingo",16,"Guatemala","Guatemala","URBANO","7","Hombre","Ignorado","Mayor","Motocicleta","Negro","Ignorado","COLISION","Italika","Ignorado","IGNORADO","Ignorado"
"3476",3476,14,"Julio","Domingo",2,"Guatemala","Mixco","URBANO","8","Hombre","25","Mayor","Automovil","Azul","Ignorado","COLISION","Toyota","25-29","IGNORADO","Ignorado"
"3477",3477,14,"Julio","Domingo",2,"Guatemala","Mixco","URBANO","8","Hombre","30","Mayor","Pick up","Gris","Ignorado","COLISION","Nissan_duplicated_37","30-34","IGNORADO","Ignorado"
"3478",3478,14,"Julio","Domingo",17,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","34","Mayor","Pick up","Rojo","Ignorado","COLISION","Nissan_duplicated_37","30-34","IGNORADO","Ignorado"
"3479",3479,14,"Julio","Domingo",17,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","26","Mayor","Pick up","Blanco","Ignorado","COLISION","Ford","25-29","IGNORADO","Ignorado"
"3480",3480,14,"Julio","Domingo",17,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","32","Mayor","Pick up","Gris","Ignorado","COLISION","Mazda","30-34","IGNORADO","Ignorado"
"3481",3481,14,"Julio","Domingo",23,"Escuintla","Palín","RURAL","Ignorado","Hombre","25","Mayor","Pick up","Blanco","Ignorado","COLISION","Nissan_duplicated_37","25-29","IGNORADO","Ignorado"
"3482",3482,14,"Julio","Domingo",23,"Escuintla","Palín","RURAL","Ignorado","Hombre","24","Mayor","Motocicleta","Azul","Ignorado","COLISION","Suzuki","20-24","IGNORADO","Ignorado"
"3483",3483,14,"Julio","Domingo",23,"Totonicapán","Totonicapán","RURAL","Ignorado","Hombre","34","Mayor","Pick up","Negro","Ignorado","COLISION","Toyota","30-34","IGNORADO","Ignorado"
"3484",3484,14,"Julio","Domingo",23,"Totonicapán","Totonicapán","RURAL","Ignorado","Mujer","34","Mayor","Automovil","Gris","Ignorado","COLISION","Chevrolet","30-34","IGNORADO","Ignorado"
"3485",3485,15,"Julio","Lunes",20,"Guatemala","Palencia","URBANO","6","Hombre","24","Mayor","Microbus","Blanco","Ignorado","COLISION","Plymouth","20-24","IGNORADO","Ignorado"
