"","núm_corre","año_ocu","día_ocu","hora_ocu","g_hora","g_hora_5","mes_ocu","día_sem_ocu","mupio_ocu","depto_ocu","zona_ocu","sexo_per","edad_per","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve"
"2261",2261,2017,18,9,2,1,4,2,109,1,99,1,68,12,11,14,1,1,4,999,99,9999,6,2
"2262",2262,2017,18,12,3,2,4,2,117,1,99,9,999,16,12,18,9,1,99,999,99,9999,6,1
"2263",2263,2017,18,12,3,2,4,2,117,1,99,1,24,3,3,5,9,1,4,999,99,9999,6,1
"2264",2264,2017,18,21,4,3,4,2,1905,19,99,2,29,4,4,6,1,1,4,999,99,9999,6,4
"2265",2265,2017,18,0,1,1,4,2,601,6,99,1,34,5,5,7,1,1,9,69,6,2007,4,1
"2266",2266,2017,18,0,1,1,4,2,601,6,99,1,35,6,6,8,1,1,3,48,4,2004,4,1
"2267",2267,2017,18,15,3,2,4,2,607,6,99,1,36,6,6,8,1,1,4,27,5,9999,6,1
"2268",2268,2017,18,15,3,2,4,2,607,6,99,1,24,3,3,5,1,1,3,27,4,2015,5,1
"2269",2269,2017,18,20,4,3,4,2,602,6,99,1,25,4,4,6,1,1,4,6,3,9999,6,4
"2270",2270,2017,18,2,1,1,4,2,1002,10,99,1,35,6,6,8,2,1,6,19,11,1997,3,1
"2271",2271,2017,18,2,1,1,4,2,1002,10,99,1,39,6,6,8,1,1,2,31,5,2000,4,1
"2272",2272,2017,18,14,3,2,4,2,1507,15,99,1,47,8,8,10,1,1,3,17,5,1984,2,3
"2273",2273,2017,18,14,3,2,4,2,1710,17,99,1,57,10,10,12,1,1,1,17,1,1993,3,1
"2274",2274,2017,18,14,3,2,4,2,1710,17,99,1,22,3,3,5,1,1,4,999,99,9999,6,1
"2275",2275,2017,18,10,2,1,4,2,1703,17,99,9,999,16,12,18,9,1,14,999,99,9999,6,1
"2276",2276,2017,18,10,2,1,4,2,1703,17,99,1,41,7,7,9,9,1,4,999,99,9999,6,1
"2277",2277,2017,18,15,3,2,4,2,701,7,99,9,999,16,12,18,1,1,3,69,5,9999,6,3
"2278",2278,2017,19,17,3,2,4,3,101,1,10,1,48,8,8,10,1,1,4,32,5,2016,5,1
"2279",2279,2017,19,17,3,2,4,3,101,1,10,9,999,16,12,18,9,9,2,999,4,9999,6,1
"2280",2280,2017,19,9,2,1,4,3,501,5,99,1,33,5,5,7,9,1,1,10,3,9999,6,1
"2281",2281,2017,19,9,2,1,4,3,501,5,99,1,23,3,3,5,9,1,4,18,1,9999,6,1
"2282",2282,2017,19,21,4,3,4,3,1804,18,99,1,20,3,3,5,9,1,4,67,5,9999,6,4
"2283",2283,2017,19,17,3,2,4,3,1406,14,99,9,999,16,12,18,9,9,3,999,99,9999,6,2
"2284",2284,2017,19,20,4,3,4,3,706,7,99,1,31,5,5,7,9,1,99,999,99,9999,6,2
"2285",2285,2017,20,0,1,1,4,4,101,1,9,1,28,4,4,6,1,1,1,999,7,9999,6,2
"2286",2286,2017,20,7,2,1,4,4,101,1,18,9,999,16,12,18,9,9,1,999,99,9999,6,1
"2287",2287,2017,20,7,2,1,4,4,101,1,18,1,20,3,3,5,9,1,4,999,99,9999,6,1
"2288",2288,2017,20,9,2,1,4,4,107,1,99,9,999,16,12,18,9,9,1,999,99,9999,6,1
"2289",2289,2017,20,9,2,1,4,4,107,1,99,1,30,5,5,7,9,1,4,999,99,9999,6,1
"2290",2290,2017,20,21,4,3,4,4,117,1,99,1,32,5,5,7,1,1,1,10,5,2012,5,1
"2291",2291,2017,20,21,4,3,4,4,117,1,99,1,37,6,6,8,1,1,1,27,11,2003,4,1
"2292",2292,2017,20,13,3,2,4,4,2214,22,99,1,35,6,6,8,1,1,1,48,6,9999,6,1
"2293",2293,2017,20,13,3,2,4,4,2214,22,99,1,34,5,5,7,1,1,4,18,5,9999,6,1
"2294",2294,2017,20,18,4,3,4,4,511,5,99,1,37,6,6,8,1,1,6,999,99,9999,6,1
"2295",2295,2017,20,18,4,3,4,4,511,5,99,1,37,6,6,8,1,1,6,999,99,9999,6,1
"2296",2296,2017,20,18,4,3,4,4,511,5,99,1,34,5,5,7,1,1,5,999,99,9999,6,1
"2297",2297,2017,20,18,4,3,4,4,511,5,99,1,999,16,12,18,1,1,1,999,2,9999,6,1
"2298",2298,2017,20,6,2,1,4,4,501,5,99,9,999,16,12,18,9,9,3,999,99,9999,6,1
"2299",2299,2017,20,6,2,1,4,4,501,5,99,1,28,4,4,6,9,1,4,32,5,9999,6,1
"2300",2300,2017,20,9,2,1,4,4,608,6,99,1,74,13,11,15,9,1,3,69,4,1989,2,1
"2301",2301,2017,20,9,2,1,4,4,608,6,99,1,30,5,5,7,9,1,4,27,5,9999,6,1
"2302",2302,2017,20,11,2,1,4,4,203,2,99,1,45,8,8,10,1,1,1,69,2,1984,2,1
"2303",2303,2017,20,11,2,1,4,4,203,2,99,1,27,4,4,6,1,1,4,6,5,2016,5,1
"2304",2304,2017,20,12,3,2,4,4,203,2,99,1,37,6,6,8,1,1,5,41,2,2011,5,1
"2305",2305,2017,20,12,3,2,4,4,203,2,99,1,64,11,11,13,1,1,1,73,5,2011,5,1
"2306",2306,2017,20,20,4,3,4,4,1404,14,99,1,20,3,3,5,1,1,4,999,99,9999,6,1
"2307",2307,2017,20,20,4,3,4,4,1404,14,99,9,999,16,12,18,1,9,3,69,1,9999,6,1
"2308",2308,2017,20,5,1,1,4,4,1406,14,99,1,999,16,12,18,1,1,3,69,10,9999,6,3
"2309",2309,2017,21,3,1,1,4,5,101,1,1,1,28,4,4,6,1,1,4,54,5,9999,6,1
"2310",2310,2017,21,3,1,1,4,5,101,1,1,1,20,3,3,5,2,1,1,56,7,9999,6,1
"2311",2311,2017,21,14,3,2,4,5,101,1,1,1,30,5,5,7,1,1,12,30,7,9999,6,1
"2312",2312,2017,21,14,3,2,4,5,101,1,1,1,22,3,3,5,1,1,4,67,5,9999,6,1
"2313",2313,2017,21,6,2,1,4,5,101,1,18,1,21,3,3,5,1,1,99,999,99,9999,6,1
"2314",2314,2017,21,17,3,2,4,5,101,1,18,1,19,2,2,4,1,1,99,999,99,9999,6,1
"2315",2315,2017,21,19,4,3,4,5,101,1,19,1,56,10,10,12,1,1,1,999,99,9999,6,1
"2316",2316,2017,21,19,4,3,4,5,101,1,19,1,999,16,12,18,1,1,4,999,99,9999,6,1
"2317",2317,2017,21,20,4,3,4,5,1901,19,99,1,27,4,4,6,1,1,4,67,4,9999,6,1
"2318",2318,2017,21,20,4,3,4,5,1901,19,99,1,25,4,4,6,1,1,4,32,5,9999,6,1
"2319",2319,2017,21,19,4,3,4,5,1902,19,99,1,60,11,11,13,1,1,1,50,4,9999,6,1
"2320",2320,2017,21,19,4,3,4,5,1902,19,99,1,29,4,4,6,1,1,6,19,99,9999,6,1
"2321",2321,2017,21,20,4,3,4,5,1905,19,99,1,999,16,12,18,1,1,4,67,1,9999,6,1
"2322",2322,2017,21,5,1,1,4,5,509,5,99,1,49,8,8,10,1,1,4,999,99,9999,6,1
"2323",2323,2017,21,14,3,2,4,5,502,5,99,9,999,16,12,18,1,1,12,999,99,9999,6,1
"2324",2324,2017,21,14,3,2,4,5,502,5,99,9,999,16,12,18,1,1,12,999,99,9999,6,3
"2325",2325,2017,21,0,1,1,4,5,511,5,99,1,33,5,5,7,1,1,3,48,4,2005,4,2
"2326",2326,2017,21,9,2,1,4,5,1001,10,99,1,27,4,4,6,1,1,4,6,1,2012,5,1
"2327",2327,2017,21,19,4,3,4,5,923,9,99,1,56,10,10,12,1,1,3,69,6,9999,6,1
"2328",2328,2017,21,19,4,3,4,5,923,9,99,1,75,14,11,16,1,1,18,999,99,9999,6,1
"2329",2329,2017,21,18,4,3,4,5,1616,16,99,1,17,2,2,4,1,2,4,999,99,9999,6,1
"2330",2330,2017,21,18,4,3,4,5,312,3,99,1,48,8,8,10,1,1,11,999,2,9999,6,1
"2331",2331,2017,21,18,4,3,4,5,312,3,99,1,31,5,5,7,1,1,4,999,5,9999,6,1
"2332",2332,2017,21,10,2,1,4,5,304,3,99,9,999,16,12,18,1,1,12,999,8,9999,6,1
"2333",2333,2017,21,10,2,1,4,5,304,3,99,1,35,6,6,8,1,1,9,999,6,9999,6,1
"2334",2334,2017,22,8,2,1,4,6,115,1,99,1,45,8,8,10,1,1,5,26,2,2010,5,1
"2335",2335,2017,22,8,2,1,4,6,115,1,99,1,29,4,4,6,1,1,4,67,5,2007,4,1
"2336",2336,2017,22,8,2,1,4,6,110,1,99,9,999,16,12,18,9,9,1,999,99,9999,6,1
"2337",2337,2017,22,8,2,1,4,6,110,1,99,1,21,3,3,5,9,1,4,32,99,9999,6,1
"2338",2338,2017,22,21,4,3,4,6,112,1,99,9,999,16,12,18,9,9,1,56,4,9999,6,1
"2339",2339,2017,22,21,4,3,4,6,112,1,99,1,34,5,5,7,9,1,3,48,99,9999,6,1
"2340",2340,2017,22,20,4,3,4,6,1905,19,99,9,999,16,12,18,9,9,1,999,99,9999,6,1
"2341",2341,2017,22,20,4,3,4,6,1905,19,99,1,35,6,6,8,9,1,4,67,1,9999,6,1
"2342",2342,2017,22,6,2,1,4,6,1002,10,99,2,31,5,5,7,2,1,2,27,5,2002,4,2
"2343",2343,2017,22,12,3,2,4,6,1013,10,99,1,34,5,5,7,9,1,4,3,5,2005,4,1
"2344",2344,2017,22,12,3,2,4,6,1013,10,99,1,999,16,12,18,9,1,12,30,1,1993,3,1
"2345",2345,2017,22,16,3,2,4,6,1201,12,99,1,26,4,4,6,9,1,4,27,5,9999,6,4
"2346",2346,2017,22,15,3,2,4,6,505,5,99,1,37,6,6,8,9,1,4,999,99,9999,6,1
"2347",2347,2017,22,15,3,2,4,6,505,5,99,1,16,2,2,4,9,2,4,999,99,9999,6,1
"2348",2348,2017,22,12,3,2,4,6,101,1,4,1,27,4,4,6,9,1,4,6,99,9999,6,1
"2349",2349,2017,22,12,3,2,4,6,101,1,4,1,999,16,12,18,9,1,12,999,99,9999,6,1
"2350",2350,2017,22,1,1,1,4,6,101,1,18,1,17,2,2,4,9,2,4,999,99,9999,6,1
"2351",2351,2017,22,1,1,1,4,6,101,1,18,9,999,16,12,18,9,9,1,999,99,9999,6,1
"2352",2352,2017,22,19,4,3,4,6,101,1,7,1,22,3,3,5,2,1,4,999,99,9999,6,1
"2353",2353,2017,22,19,4,3,4,6,101,1,7,1,999,16,12,18,9,1,3,999,99,9999,6,1
"2354",2354,2017,22,10,2,1,4,6,401,4,99,1,25,4,4,6,9,1,3,999,99,9999,6,1
"2355",2355,2017,22,10,2,1,4,6,401,4,99,1,999,16,12,18,9,1,99,999,99,9999,6,1
"2356",2356,2017,22,14,3,2,4,6,1907,19,99,1,24,3,3,5,9,1,4,999,99,9999,6,4
"2357",2357,2017,22,20,4,3,4,6,601,6,99,1,999,16,12,18,9,1,3,999,99,9999,6,3
"2358",2358,2017,22,18,4,3,4,6,201,2,99,1,58,10,10,12,9,1,3,999,99,9999,6,3
"2359",2359,2017,23,16,3,2,4,7,101,1,6,1,32,5,5,7,9,1,1,48,4,9999,6,2
"2360",2360,2017,23,3,1,1,4,7,106,1,99,1,24,3,3,5,9,1,4,32,1,9999,6,4
"2361",2361,2017,23,5,1,1,4,7,101,1,11,1,37,6,6,8,9,1,4,999,5,9999,6,2
"2362",2362,2017,23,16,3,2,4,7,109,1,99,1,23,3,3,5,9,1,1,999,99,9999,6,1
"2363",2363,2017,23,16,3,2,4,7,109,1,99,1,32,5,5,7,9,1,3,999,99,9999,6,1
"2364",2364,2017,23,16,3,2,4,7,117,1,99,1,20,3,3,5,9,1,4,999,99,9999,6,1
"2365",2365,2017,23,23,4,3,4,7,117,1,99,1,30,5,5,7,2,1,1,28,2,2015,5,1
"2366",2366,2017,23,23,4,3,4,7,117,1,99,1,23,3,3,5,9,1,4,999,5,9999,6,1
"2367",2367,2017,23,1,1,1,4,7,117,1,99,1,26,4,4,6,9,1,4,999,1,9999,6,2
"2368",2368,2017,23,23,4,3,4,7,2205,22,99,1,18,2,2,4,9,1,22,76,5,9999,6,1
"2369",2369,2017,23,23,4,3,4,7,2205,22,99,1,26,4,4,6,9,1,4,76,5,9999,6,1
"2370",2370,2017,23,15,3,2,4,7,2001,20,99,1,23,3,3,5,9,1,4,67,1,9999,6,2
"2371",2371,2017,23,18,4,3,4,7,1001,10,99,1,18,2,2,4,9,1,4,999,99,9999,6,1
"2372",2372,2017,23,18,4,3,4,7,1001,10,99,9,999,16,12,18,9,9,6,999,2,9999,6,1
"2373",2373,2017,23,20,4,3,4,7,920,9,99,1,20,3,3,5,9,1,3,69,2,9999,6,1
"2374",2374,2017,23,20,4,3,4,7,920,9,99,1,19,2,2,4,9,1,4,999,1,9999,6,1
"2375",2375,2017,23,20,4,3,4,7,1614,16,99,1,36,6,6,8,9,1,3,31,4,9999,6,2
"2376",2376,2017,23,21,4,3,4,7,416,4,99,1,20,3,3,5,2,1,4,32,5,9999,6,1
"2377",2377,2017,23,17,3,2,4,7,314,3,99,1,31,5,5,7,2,1,2,48,11,9999,6,1
"2378",2378,2017,23,17,3,2,4,7,314,3,99,1,24,3,3,5,9,1,4,64,2,9999,6,1
"2379",2379,2017,24,8,2,1,4,1,101,1,18,1,35,6,6,8,9,1,9,69,12,2007,4,2
"2380",2380,2017,24,19,4,3,4,1,2102,21,99,1,56,10,10,12,9,1,3,69,4,9999,6,1
"2381",2381,2017,24,19,4,3,4,1,2102,21,99,1,23,3,3,5,9,1,4,999,99,9999,6,1
"2382",2382,2017,24,22,4,3,4,1,2103,21,99,1,38,6,6,8,2,1,3,69,2,9999,6,1
"2383",2383,2017,24,22,4,3,4,1,2103,21,99,1,999,16,12,18,2,1,11,999,99,9999,6,1
"2384",2384,2017,24,18,4,3,4,1,1906,19,99,1,38,6,6,8,1,1,1,69,3,2003,4,1
"2385",2385,2017,24,18,4,3,4,1,1906,19,99,1,30,5,5,7,1,1,4,76,1,9999,6,1
"2386",2386,2017,24,15,3,2,4,1,509,5,99,2,41,7,7,9,9,1,2,69,4,9999,6,1
"2387",2387,2017,24,15,3,2,4,1,509,5,99,1,28,4,4,6,9,1,9,999,2,9999,6,1
"2388",2388,2017,24,17,3,2,4,1,901,9,99,1,23,3,3,5,9,1,3,999,3,9999,6,1
"2389",2389,2017,24,17,3,2,4,1,901,9,99,1,999,16,12,18,9,1,2,999,99,9999,6,1
"2390",2390,2017,24,17,3,2,4,1,919,9,99,1,37,6,6,8,9,1,5,999,99,9999,6,1
"2391",2391,2017,24,17,3,2,4,1,919,9,99,1,999,16,12,18,9,1,1,48,3,9999,6,1
"2392",2392,2017,24,16,3,2,4,1,1210,12,99,1,41,7,7,9,9,1,3,69,3,1988,2,1
"2393",2393,2017,24,16,3,2,4,1,1210,12,99,1,34,5,5,7,9,1,4,67,5,9999,6,1
"2394",2394,2017,24,12,3,2,4,1,1614,16,99,1,19,2,2,4,2,1,4,76,5,9999,6,1
"2395",2395,2017,24,12,3,2,4,1,1614,16,99,1,29,4,4,6,9,1,14,6,1,2008,4,1
"2396",2396,2017,24,20,4,3,4,1,407,4,99,1,46,8,8,10,9,1,3,69,4,1984,2,3
"2397",2397,2017,25,11,2,1,4,2,510,5,99,1,18,2,2,4,9,1,9,52,3,9999,6,1
"2398",2398,2017,25,11,2,1,4,2,510,5,99,2,35,6,6,8,9,1,4,67,5,9999,6,1
"2399",2399,2017,25,12,3,2,4,2,502,5,99,2,34,5,5,7,9,1,4,999,99,9999,6,2
"2400",2400,2017,25,9,2,1,4,2,1215,12,99,1,34,5,5,7,9,1,4,64,1,9999,6,1
"2401",2401,2017,25,9,2,1,4,2,1215,12,99,1,23,3,3,5,9,1,9,999,4,9999,6,1
"2402",2402,2017,26,15,3,2,4,3,101,1,1,1,30,5,5,7,1,1,3,69,4,9999,6,1
"2403",2403,2017,26,15,3,2,4,3,101,1,1,1,999,16,12,18,1,1,4,67,3,9999,6,1
"2404",2404,2017,26,7,2,1,4,3,101,1,3,1,32,5,5,7,1,1,4,105,1,2017,5,1
"2405",2405,2017,26,7,2,1,4,3,101,1,3,1,29,4,4,6,1,1,1,56,3,2010,5,1
"2406",2406,2017,26,12,3,2,4,3,101,1,6,1,42,7,7,9,1,1,1,69,1,1986,2,1
"2407",2407,2017,26,12,3,2,4,3,101,1,6,1,20,3,3,5,1,1,4,18,5,2011,5,1
"2408",2408,2017,26,19,4,3,4,3,101,1,5,1,999,16,12,18,1,1,4,999,99,9999,6,1
"2409",2409,2017,26,19,4,3,4,3,101,1,5,9,999,16,12,18,1,9,1,999,99,9999,6,1
"2410",2410,2017,26,23,4,3,4,3,101,1,7,1,35,6,6,8,1,1,9,10,1,1989,2,1
"2411",2411,2017,26,23,4,3,4,3,101,1,7,1,22,3,3,5,1,1,4,64,5,9999,6,1
"2412",2412,2017,26,0,1,1,4,3,109,1,99,2,32,5,5,7,1,1,1,4,4,9999,6,1
"2413",2413,2017,26,0,1,1,4,3,109,1,99,1,28,4,4,6,1,1,4,76,4,9999,6,1
"2414",2414,2017,26,20,4,3,4,3,2106,21,99,1,72,13,11,15,1,1,99,999,99,9999,6,3
"2415",2415,2017,26,17,3,2,4,3,201,2,99,1,41,7,7,9,1,1,6,19,2,9999,6,1
"2416",2416,2017,26,17,3,2,4,3,201,2,99,1,31,5,5,7,1,1,3,31,2,9999,6,1
"2417",2417,2017,26,19,4,3,4,3,701,7,99,1,33,5,5,7,1,1,3,69,2,9999,6,3
"2418",2418,2017,26,9,2,1,4,3,101,1,7,2,26,4,4,6,9,1,1,14,10,9999,6,1
"2419",2419,2017,26,9,2,1,4,3,101,1,7,1,21,3,3,5,9,1,4,103,3,9999,6,1
"2420",2420,2017,27,20,4,3,4,4,107,1,99,1,34,5,5,7,9,1,1,56,99,1988,2,1
"2421",2421,2017,27,20,4,3,4,4,107,1,99,1,19,2,2,4,9,1,1,69,5,1999,3,1
"2422",2422,2017,27,6,2,1,4,4,101,1,7,9,999,16,12,18,1,9,99,999,99,9999,6,1
"2423",2423,2017,27,6,2,1,4,4,101,1,7,1,37,6,6,8,9,1,4,999,99,9999,6,1
"2424",2424,2017,27,22,4,3,4,4,110,1,99,1,23,3,3,5,1,1,4,999,99,9999,6,1
"2425",2425,2017,27,22,4,3,4,4,110,1,99,1,62,11,11,13,1,1,5,30,99,9999,6,1
"2426",2426,2017,27,18,4,3,4,4,2001,20,99,1,31,5,5,7,1,1,9,69,6,2003,4,1
"2427",2427,2017,27,18,4,3,4,4,2001,20,99,1,26,4,4,6,1,1,4,999,99,9999,6,1
"2428",2428,2017,27,13,3,2,4,4,501,5,99,1,43,7,7,9,1,1,12,7,3,1999,3,1
"2429",2429,2017,27,13,3,2,4,4,501,5,99,1,46,8,8,10,1,1,22,999,99,9999,6,1
"2430",2430,2017,27,19,4,3,4,4,509,5,99,1,32,5,5,7,1,1,4,6,9,9999,6,1
"2431",2431,2017,27,19,4,3,4,4,509,5,99,9,999,16,12,18,1,9,99,999,99,9999,6,1
"2432",2432,2017,27,13,3,2,4,4,1108,11,99,1,36,6,6,8,1,1,12,30,7,1994,3,1
"2433",2433,2017,27,13,3,2,4,4,1108,11,99,1,25,4,4,6,1,1,12,28,2,2000,4,1
"2434",2434,2017,27,10,2,1,4,4,901,9,99,9,999,16,12,18,9,9,5,30,99,9999,6,1
"2435",2435,2017,27,10,2,1,4,4,901,9,99,9,999,16,12,18,9,9,5,30,99,9999,6,1
"2436",2436,2017,27,0,1,1,4,4,1613,16,99,1,39,6,6,8,1,1,5,999,2,2017,5,1
"2437",2437,2017,27,0,1,1,4,4,1613,16,99,1,24,3,3,5,1,1,3,999,1,9999,6,1
"2438",2438,2017,27,0,1,1,4,4,1502,15,99,1,40,7,7,9,2,1,4,67,5,9999,6,2
"2439",2439,2017,27,10,2,1,4,4,1501,15,99,1,31,5,5,7,9,1,4,999,4,9999,6,1
"2440",2440,2017,27,10,2,1,4,4,1501,15,99,1,51,9,9,11,9,1,4,6,5,9999,6,1
"2441",2441,2017,27,13,3,2,4,4,1801,18,99,1,36,6,6,8,9,1,3,69,6,1993,3,1
"2442",2442,2017,27,13,3,2,4,4,1801,18,99,1,20,3,3,5,9,1,1,52,4,9999,6,1
"2443",2443,2017,27,7,2,1,4,4,304,3,99,9,999,16,12,18,9,9,12,30,6,1992,3,1
"2444",2444,2017,27,7,2,1,4,4,304,3,99,1,34,5,5,7,9,1,6,19,2,9999,6,1
"2445",2445,2017,27,7,2,1,4,4,304,3,99,1,999,16,12,18,9,1,1,27,99,9999,6,1
"2446",2446,2017,28,7,2,1,4,5,101,1,1,1,30,5,5,7,9,1,1,28,4,2000,4,1
"2447",2447,2017,28,7,2,1,4,5,101,1,1,9,999,16,12,18,9,9,7,7,1,9999,6,1
"2448",2448,2017,28,18,4,3,4,5,101,1,3,1,64,11,11,13,1,1,3,69,4,9999,6,1
"2449",2449,2017,28,18,4,3,4,5,101,1,3,1,25,4,4,6,1,1,4,6,3,9999,6,1
"2450",2450,2017,28,12,3,2,4,5,101,1,4,2,33,5,5,7,1,1,1,10,6,9999,6,1
"2451",2451,2017,28,12,3,2,4,5,101,1,4,2,48,8,8,10,1,1,4,6,3,9999,6,1
"2452",2452,2017,28,10,2,1,4,5,101,1,18,1,19,2,2,4,1,1,4,27,5,9999,6,1
"2453",2453,2017,28,10,2,1,4,5,101,1,18,1,32,5,5,7,1,1,4,999,1,9999,6,1
"2454",2454,2017,28,23,4,3,4,5,101,1,18,1,29,4,4,6,2,1,1,69,6,9999,6,2
"2455",2455,2017,28,6,2,1,4,5,101,1,13,1,21,3,3,5,1,1,4,32,17,9999,6,1
"2456",2456,2017,28,6,2,1,4,5,101,1,13,1,38,6,6,8,1,1,1,28,99,2009,4,1
"2457",2457,2017,28,15,3,2,4,5,101,1,7,2,44,7,7,9,1,1,1,69,11,2004,4,1
"2458",2458,2017,28,15,3,2,4,5,101,1,7,1,30,5,5,7,1,1,4,67,17,2012,5,1
"2459",2459,2017,28,2,1,1,4,5,109,1,99,1,24,3,3,5,1,1,1,27,4,9999,6,1
"2460",2460,2017,28,2,1,1,4,5,109,1,99,1,25,4,4,6,1,1,4,20,99,9999,6,1
"2461",2461,2017,28,12,3,2,4,5,117,1,99,1,44,7,7,9,1,1,12,7,1,9999,6,1
"2462",2462,2017,28,12,3,2,4,5,117,1,99,1,27,4,4,6,1,1,4,76,5,9999,6,1
"2463",2463,2017,28,14,3,2,4,5,113,1,99,1,41,7,7,9,2,1,3,69,2,9999,6,1
"2464",2464,2017,28,14,3,2,4,5,113,1,99,1,34,5,5,7,9,1,4,32,2,9999,6,1
"2465",2465,2017,28,9,2,1,4,5,1211,12,99,1,35,6,6,8,9,1,9,56,4,2015,5,1
"2466",2466,2017,28,9,2,1,4,5,1211,12,99,1,15,2,2,4,9,2,4,32,1,9999,6,1
"2467",2467,2017,28,19,4,3,4,5,203,2,99,1,40,7,7,9,1,1,5,17,17,9999,6,1
"2468",2468,2017,28,19,4,3,4,5,203,2,99,1,31,5,5,7,1,1,1,999,6,2006,4,1
"2469",2469,2017,28,19,4,3,4,5,203,2,99,1,60,11,11,13,1,1,2,28,5,2011,5,1
"2470",2470,2017,28,19,4,3,4,5,203,2,99,1,55,10,10,12,1,1,1,69,4,2014,5,1
"2471",2471,2017,28,0,1,1,4,5,1413,14,99,1,40,7,7,9,1,1,3,48,4,9999,6,1
"2472",2472,2017,28,0,1,1,4,5,1413,14,99,1,31,5,5,7,1,1,4,999,99,9999,6,1
"2473",2473,2017,28,17,3,2,4,5,701,7,99,1,42,7,7,9,1,1,7,50,4,9999,6,1
"2474",2474,2017,28,17,3,2,4,5,701,7,99,1,999,16,12,18,9,1,9,20,4,9999,6,1
"2475",2475,2017,29,11,2,1,4,6,101,1,1,1,50,9,9,11,9,1,99,69,99,9999,6,1
"2476",2476,2017,29,11,2,1,4,6,101,1,1,1,48,8,8,10,9,1,4,27,5,9999,6,1
"2477",2477,2017,29,18,4,3,4,6,101,1,9,1,28,4,4,6,9,1,12,30,6,1996,3,1
"2478",2478,2017,29,18,4,3,4,6,101,1,9,1,60,11,11,13,9,1,1,69,2,2007,4,1
"2479",2479,2017,29,17,3,2,4,6,101,1,16,1,59,10,10,12,9,1,1,56,3,9999,6,1
"2480",2480,2017,29,17,3,2,4,6,101,1,16,1,20,3,3,5,9,1,4,67,5,9999,6,1
"2481",2481,2017,29,21,4,3,4,6,101,1,13,1,47,8,8,10,9,1,1,10,9,9999,6,1
"2482",2482,2017,29,21,4,3,4,6,101,1,13,1,999,16,12,18,9,1,4,6,5,9999,6,1
"2483",2483,2017,29,4,1,1,4,6,101,1,12,1,31,5,5,7,9,1,1,48,99,9999,6,1
"2484",2484,2017,29,4,1,1,4,6,101,1,12,9,999,16,12,18,9,9,1,52,99,9999,6,1
"2485",2485,2017,29,12,3,2,4,6,1001,10,99,1,22,3,3,5,9,1,4,999,99,9999,6,4
"2486",2486,2017,29,17,3,2,4,6,1101,11,99,1,16,2,2,4,9,2,4,67,4,9999,6,1
"2487",2487,2017,29,17,3,2,4,6,1101,11,99,1,27,4,4,6,9,1,3,999,99,9999,6,1
"2488",2488,2017,29,3,1,1,4,6,201,2,99,1,23,3,3,5,1,1,6,19,1,1988,2,1
"2489",2489,2017,29,3,1,1,4,6,201,2,99,1,37,6,6,8,1,1,3,17,99,9999,6,1
"2490",2490,2017,29,14,3,2,4,6,710,7,99,1,24,3,3,5,9,1,14,6,1,9999,6,3
"2491",2491,2017,30,10,2,1,4,7,109,1,99,1,999,16,12,18,1,2,4,999,99,9999,6,1
"2492",2492,2017,30,10,2,1,4,7,109,1,99,1,34,5,5,7,1,1,1,999,99,9999,6,1
"2493",2493,2017,30,5,1,1,4,7,2217,22,99,1,25,4,4,6,9,1,3,69,99,9999,6,1
"2494",2494,2017,30,5,1,1,4,7,2217,22,99,1,40,7,7,9,1,1,3,69,99,9999,6,1
"2495",2495,2017,30,22,4,3,4,7,2106,21,99,1,28,4,4,6,1,1,4,18,5,2013,5,4
"2496",2496,2017,30,20,4,3,4,7,1002,10,99,1,30,5,5,7,2,1,3,69,3,1989,2,1
"2497",2497,2017,30,20,4,3,4,7,1002,10,99,1,45,8,8,10,1,1,4,64,5,9999,6,1
"2498",2498,2017,30,18,4,3,4,7,1215,12,99,1,32,5,5,7,2,1,1,69,6,1995,3,1
"2499",2499,2017,30,18,4,3,4,7,1215,12,99,1,18,2,2,4,1,1,2,999,2,9999,6,1
"2500",2500,2017,30,20,4,3,4,7,1202,12,99,1,27,4,4,6,2,1,9,69,3,2008,4,1
"2501",2501,2017,30,20,4,3,4,7,1202,12,99,1,17,2,2,4,1,2,4,999,4,9999,6,1
"2502",2502,2017,30,20,4,3,4,7,207,2,99,1,38,6,6,8,1,1,4,32,4,2007,4,1
"2503",2503,2017,30,20,4,3,4,7,207,2,99,1,21,3,3,5,1,1,4,67,3,9999,6,1
"2504",2504,2017,30,11,2,1,4,7,1711,17,99,1,23,3,3,5,2,1,4,67,1,9999,6,1
"2505",2505,2017,30,11,2,1,4,7,1711,17,99,1,26,4,4,6,1,1,4,32,1,2013,5,1
"2506",2506,2017,30,23,4,3,4,7,314,3,99,1,30,5,5,7,2,1,1,999,99,9999,6,1
"2507",2507,2017,30,23,4,3,4,7,314,3,99,1,34,5,5,7,1,1,1,73,99,2001,4,1
"2508",2508,2017,1,10,2,1,3,3,109,1,99,9,999,16,12,18,9,9,99,999,99,9999,6,5
"2509",2509,2017,1,7,2,1,3,3,110,1,99,1,999,16,12,18,1,1,4,6,1,9999,6,5
"2510",2510,2017,1,8,2,1,3,3,117,1,99,1,30,5,5,7,1,1,1,10,3,2004,4,5
