"","núm_corre","año_ocu","mes_ocu","día_ocu","día_sem_ocu","hora_ocu","g_hora","g_hora_5","depto_ocu","mupio_ocu","área_geo_ocu","zona_ocu","sexo_per","edad_per","mayor_menor","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","estado_con","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve"
"3877",3877,2015,12,3,4,4,1,1,4,401,2,99,1,23,1,3,3,5,9,4,2,3,9999,6,2
"3878",3878,2015,12,4,5,22,4,3,1,101,1,1,9,999,9,16,12,18,9,12,33,1,9999,6,1
"3879",3879,2015,12,4,5,4,1,1,1,101,1,13,1,33,1,5,5,7,2,2,13,9,9999,6,2
"3880",3880,2015,12,4,5,6,2,1,1,103,2,99,1,30,1,5,5,7,1,1,44,3,1987,2,1
"3881",3881,2015,12,4,5,21,4,3,21,2106,2,99,2,54,1,9,9,11,9,3,37,1,1999,3,1
"3882",3882,2015,12,4,5,19,4,3,20,2001,2,99,1,42,1,7,7,9,9,99,99,99,2005,4,1
"3883",3883,2015,12,4,5,22,4,3,11,1101,2,99,1,27,1,4,4,6,1,4,99,7,2008,4,1
"3884",3884,2015,12,4,5,18,4,3,11,1101,2,99,1,55,1,10,10,12,1,5,15,2,1985,2,2
"3885",3885,2015,12,4,5,10,2,1,9,917,2,99,1,69,1,12,11,14,9,4,20,5,9999,6,1
"3886",3886,2015,12,4,5,19,4,3,9,901,1,3,1,24,1,3,3,5,9,4,99,99,2016,5,1
"3887",3887,2015,12,4,5,17,3,2,3,312,2,99,1,47,1,8,8,10,2,5,23,2,2014,5,2
"3888",3888,2015,12,4,5,19,4,3,3,302,2,99,1,999,9,16,12,18,9,1,34,2,9999,6,1
"3889",3889,2015,12,5,6,1,1,1,1,101,1,3,1,64,1,11,11,13,1,9,44,2,9999,6,1
"3890",3890,2015,12,5,6,2,1,1,1,101,1,9,1,47,1,8,8,10,1,2,37,4,2015,5,1
"3891",3891,2015,12,5,6,15,3,2,1,101,1,9,1,52,1,9,9,11,1,1,42,4,9999,6,1
"3892",3892,2015,12,5,6,21,4,3,1,101,1,17,1,45,1,8,8,10,1,1,30,4,2016,5,1
"3893",3893,2015,12,5,6,10,2,1,1,103,2,99,1,24,1,3,3,5,9,6,99,6,9999,6,3
"3894",3894,2015,12,5,6,10,2,1,1,101,1,5,1,999,9,16,12,18,1,4,21,5,9999,6,1
"3895",3895,2015,12,5,6,16,3,2,1,103,1,2,1,32,1,5,5,7,2,2,34,3,1988,2,2
"3896",3896,2015,12,5,6,14,3,2,1,102,1,99,2,999,9,16,12,18,9,1,30,10,2013,5,1
"3897",3897,2015,12,5,6,15,3,2,1,101,1,16,1,999,9,16,12,18,9,4,2,5,2011,5,3
"3898",3898,2015,12,5,6,3,1,1,1,101,1,7,9,999,9,16,12,18,9,1,99,99,9999,6,3
"3899",3899,2015,12,5,6,8,2,1,1,101,1,12,1,25,1,4,4,6,1,4,40,5,9999,6,1
"3900",3900,2015,12,5,6,17,3,2,1,101,1,7,1,27,1,4,4,6,2,4,99,1,9999,6,1
"3901",3901,2015,12,5,6,19,4,3,1,115,2,99,1,34,1,5,5,7,9,4,21,5,9999,6,1
"3902",3902,2015,12,5,6,15,3,2,1,117,1,7,1,23,1,3,3,5,9,4,99,99,9999,6,3
"3903",3903,2015,12,5,6,0,1,1,1,108,1,8,9,999,9,16,12,18,9,5,5,2,1999,3,2
"3904",3904,2015,12,5,6,14,3,2,22,2201,2,99,1,56,1,10,10,12,9,4,99,99,9999,6,1
"3905",3905,2015,12,5,6,15,3,2,21,2101,1,99,1,55,1,10,10,12,2,4,21,11,9999,6,1
"3906",3906,2015,12,5,6,3,1,1,19,1901,1,99,1,36,1,6,6,8,1,2,44,99,9999,6,1
"3907",3907,2015,12,5,6,8,2,1,19,1903,2,99,1,17,2,2,2,4,9,4,31,5,2008,4,1
"3908",3908,2015,12,5,6,4,1,1,6,601,2,99,2,26,1,4,4,6,9,1,42,99,9999,6,1
"3909",3909,2015,12,5,6,23,4,3,6,609,2,99,9,999,9,16,12,18,9,5,18,99,9999,6,1
"3910",3910,2015,12,5,6,0,1,1,11,1109,2,99,1,20,1,3,3,5,1,3,44,3,9999,6,1
"3911",3911,2015,12,5,6,6,2,1,11,1109,2,99,1,25,1,4,4,6,9,2,21,1,9999,6,1
"3912",3912,2015,12,5,6,6,2,1,9,901,1,1,1,22,1,3,3,5,2,4,24,7,2015,5,1
"3913",3913,2015,12,5,6,19,4,3,13,1301,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
"3914",3914,2015,12,5,6,11,2,1,16,1609,2,99,1,25,1,4,4,6,9,4,21,5,9999,6,1
"3915",3915,2015,12,5,6,13,3,2,4,416,2,99,1,21,1,3,3,5,9,4,2,1,2015,5,1
"3916",3916,2015,12,5,6,14,3,2,3,304,2,99,1,50,1,9,9,11,9,2,46,4,2002,4,1
"3917",3917,2015,12,6,7,0,1,1,1,101,1,1,1,28,1,4,4,6,2,4,61,1,9999,6,1
"3918",3918,2015,12,6,7,1,1,1,1,101,2,11,1,999,9,16,12,18,9,1,20,2,2002,4,1
"3919",3919,2015,12,6,7,18,4,3,1,101,1,11,1,28,1,4,4,6,9,4,2,3,9999,6,1
"3920",3920,2015,12,6,7,18,4,3,1,101,1,7,9,999,9,16,12,18,9,1,99,99,9999,6,1
"3921",3921,2015,12,6,7,22,4,3,1,114,2,99,1,999,9,16,12,18,9,4,2,99,9999,6,3
"3922",3922,2015,12,6,7,15,3,2,1,114,2,99,1,28,1,4,4,6,9,4,99,5,9999,6,3
"3923",3923,2015,12,6,7,20,4,3,1,108,1,6,1,35,1,6,6,8,9,4,99,99,9999,6,3
"3924",3924,2015,12,6,7,23,4,3,19,1904,2,99,1,999,9,16,12,18,1,3,32,2,9999,6,1
"3925",3925,2015,12,6,7,5,1,1,5,501,2,99,1,29,1,4,4,6,1,1,21,1,9999,6,2
"3926",3926,2015,12,6,7,23,4,3,5,511,2,99,1,38,1,6,6,8,9,3,99,99,9999,6,1
"3927",3927,2015,12,6,7,16,3,2,6,602,2,99,1,23,1,3,3,5,9,1,21,5,1993,3,1
"3928",3928,2015,12,6,7,18,4,3,6,602,2,99,1,23,1,3,3,5,2,4,99,7,9999,6,1
"3929",3929,2015,12,6,7,6,2,1,10,1020,2,99,1,25,1,4,4,6,9,4,2,3,9999,6,2
"3930",3930,2015,12,6,7,18,4,3,16,1601,2,99,1,29,1,4,4,6,9,10,99,2,9999,6,4
"3931",3931,2015,12,6,7,17,3,2,2,202,2,99,1,40,1,7,7,9,9,1,99,6,9999,6,3
"3932",3932,2015,12,6,7,2,1,1,7,710,2,99,1,29,1,4,4,6,2,1,46,3,2003,4,2
"3933",3933,2015,12,6,7,22,4,3,4,411,2,99,1,35,1,6,6,8,9,4,99,2,9999,6,1
"3934",3934,2015,12,6,7,15,3,2,4,403,2,99,1,37,1,6,6,8,9,3,44,3,9999,6,2
"3935",3935,2015,12,6,7,13,3,2,4,416,2,99,1,28,1,4,4,6,9,4,14,5,9999,6,1
"3936",3936,2015,12,6,7,18,4,3,4,410,2,99,1,40,1,7,7,9,9,2,18,2,2005,4,2
"3937",3937,2015,12,7,1,7,2,1,1,101,1,1,1,43,1,7,7,9,1,12,47,6,1997,3,1
"3938",3938,2015,12,7,1,2,1,1,1,113,2,99,1,20,1,3,3,5,1,1,44,9,1995,3,1
"3939",3939,2015,12,7,1,6,2,1,1,108,1,8,9,999,9,16,12,18,9,2,5,11,2000,4,2
"3940",3940,2015,12,7,1,18,4,3,19,1903,2,99,1,37,1,6,6,8,9,3,44,4,1993,3,1
"3941",3941,2015,12,7,1,19,4,3,5,513,1,99,2,18,1,2,2,4,1,4,41,5,9999,6,1
"3942",3942,2015,12,7,1,19,4,3,10,1001,1,2,1,24,1,3,3,5,9,4,2,5,2015,5,1
"3943",3943,2015,12,7,1,23,4,3,11,1109,2,99,1,22,1,3,3,5,9,4,99,99,9999,6,1
"3944",3944,2015,12,7,1,17,3,2,12,1217,2,99,1,39,1,6,6,8,1,9,44,4,2015,5,1
"3945",3945,2015,12,7,1,18,4,3,13,1301,2,99,2,38,1,6,6,8,1,4,99,99,9999,6,1
"3946",3946,2015,12,7,1,23,4,3,2,207,2,99,1,19,1,2,2,4,1,1,99,4,9999,6,1
"3947",3947,2015,12,7,1,9,2,1,18,1801,2,99,1,34,1,5,5,7,1,3,44,6,9999,6,1
"3948",3948,2015,12,8,2,17,3,2,1,101,1,3,1,40,1,7,7,9,9,4,24,1,9999,6,3
"3949",3949,2015,12,8,2,3,1,1,1,113,2,99,1,27,1,4,4,6,9,3,34,4,2012,5,2
"3950",3950,2015,12,8,2,19,4,3,1,115,1,12,1,30,1,5,5,7,9,4,2,5,2012,5,3
"3951",3951,2015,12,8,2,6,2,1,5,501,2,99,1,61,1,11,11,13,1,6,99,5,9999,6,3
"3952",3952,2015,12,8,2,15,3,2,6,602,2,99,1,16,2,2,2,4,1,3,44,10,1989,2,1
"3953",3953,2015,12,8,2,18,4,3,10,1001,2,99,1,21,1,3,3,5,1,4,2,1,2013,5,1
"3954",3954,2015,12,8,2,7,2,1,2,208,2,99,2,36,1,6,6,8,1,3,99,99,9999,6,3
"3955",3955,2015,12,8,2,18,4,3,18,1805,2,99,1,33,1,5,5,7,9,1,32,1,2013,5,1
"3956",3956,2015,12,8,2,23,4,3,18,1805,2,99,9,999,9,16,12,18,9,3,11,4,9999,6,3
"3957",3957,2015,12,8,2,12,3,2,7,704,2,99,1,53,1,9,9,11,1,12,99,99,9999,6,1
"3958",3958,2015,12,9,3,19,4,3,1,101,1,18,2,33,1,5,5,7,1,1,44,3,9999,6,1
"3959",3959,2015,12,9,3,19,4,3,1,102,1,16,2,38,1,6,6,8,1,1,99,99,2014,5,1
"3960",3960,2015,12,9,3,0,1,1,1,115,1,99,1,59,1,10,10,12,1,1,44,99,1942,1,1
"3961",3961,2015,12,9,3,22,4,3,1,115,1,4,1,59,1,10,10,12,1,1,44,11,9999,6,1
"3962",3962,2015,12,9,3,1,1,1,10,1020,1,99,9,999,9,16,12,18,9,5,33,2,9999,6,1
"3963",3963,2015,12,9,3,22,4,3,9,901,2,2,1,33,1,5,5,7,1,3,30,2,2006,4,1
"3964",3964,2015,12,10,4,2,1,1,5,511,2,99,9,999,9,16,12,18,1,6,99,99,9999,6,2
"3965",3965,2015,12,10,4,9,2,1,5,501,2,99,1,42,1,7,7,9,1,6,15,2,9999,6,3
"3966",3966,2015,12,10,4,12,3,2,11,1104,2,99,1,33,1,5,5,7,1,9,37,4,2009,4,3
"3967",3967,2015,12,10,4,10,2,1,16,1601,2,99,1,19,1,2,2,4,1,4,24,5,9999,6,1
"3968",3968,2015,12,10,4,10,2,1,7,701,2,99,1,37,1,6,6,8,1,4,21,99,9999,6,1
"3969",3969,2015,12,11,5,8,2,1,1,101,1,11,1,40,1,7,7,9,1,1,44,2,2005,4,1
"3970",3970,2015,12,11,5,15,3,2,19,1901,2,99,1,31,1,5,5,7,9,3,37,2,2011,5,1
"3971",3971,2015,12,11,5,6,2,1,5,506,2,99,1,37,1,6,6,8,9,4,42,1,9999,6,1
"3972",3972,2015,12,11,5,3,1,1,9,901,1,1,1,19,1,2,2,4,2,4,2,3,9999,6,4
"3973",3973,2015,12,11,5,9,2,1,9,920,1,2,1,42,1,7,7,9,1,9,44,1,2004,4,1
"3974",3974,2015,12,11,5,23,4,3,13,1301,1,10,1,53,1,9,9,11,1,3,44,2,1992,3,1
"3975",3975,2015,12,11,5,19,4,3,16,1607,2,99,1,40,1,7,7,9,2,5,99,2,9999,6,4
"3976",3976,2015,12,11,5,9,2,1,18,1805,2,99,1,27,1,4,4,6,9,4,21,1,9999,6,1
"3977",3977,2015,12,11,5,15,3,2,18,1805,2,99,1,61,1,11,11,13,1,4,42,1,2013,5,1
"3978",3978,2015,12,12,6,21,4,3,1,101,1,1,1,35,1,6,6,8,1,1,44,5,2009,4,1
"3979",3979,2015,12,12,6,4,1,1,1,101,2,18,1,25,1,4,4,6,1,4,42,1,9999,6,1
"3980",3980,2015,12,12,6,23,4,3,1,101,1,5,1,48,1,8,8,10,1,1,37,99,9999,6,2
"3981",3981,2015,12,12,6,1,1,1,1,101,2,7,2,34,1,5,5,7,1,1,53,6,1997,3,1
"3982",3982,2015,12,12,6,2,1,1,1,115,1,3,9,999,9,16,12,18,9,99,99,99,9999,6,1
"3983",3983,2015,12,12,6,16,3,2,1,115,2,99,1,80,1,15,11,17,1,1,99,99,9999,6,1
"3984",3984,2015,12,12,6,18,4,3,1,115,2,99,1,22,1,3,3,5,1,4,99,99,9999,6,1
"3985",3985,2015,12,12,6,10,2,1,21,2101,2,2,2,18,1,2,2,4,1,4,24,9,1997,3,1
"3986",3986,2015,12,12,6,14,3,2,19,1902,2,99,1,42,1,7,7,9,9,5,13,2,1988,2,2
"3987",3987,2015,12,12,6,14,3,2,5,501,2,99,1,28,1,4,4,6,2,1,99,4,2007,4,2
"3988",3988,2015,12,12,6,19,4,3,10,1001,1,11,1,33,1,5,5,7,2,14,2,1,9999,6,1
"3989",3989,2015,12,12,6,0,1,1,12,1201,2,99,1,31,1,5,5,7,1,1,32,5,9999,6,1
"3990",3990,2015,12,12,6,20,4,3,16,1609,2,99,1,55,1,10,10,12,1,9,44,2,2009,4,1
"3991",3991,2015,12,12,6,16,3,2,2,208,2,99,1,41,1,7,7,9,1,4,42,5,9999,6,1
"3992",3992,2015,12,12,6,18,4,3,2,207,2,99,1,14,2,1,1,3,1,4,31,9,9999,6,2
"3993",3993,2015,12,12,6,1,1,1,18,1801,2,99,1,25,1,4,4,6,9,4,24,1,9999,6,3
"3994",3994,2015,12,12,6,1,1,1,17,1712,2,99,1,19,1,2,2,4,9,4,42,1,9999,6,1
"3995",3995,2015,12,12,6,14,3,2,4,401,1,1,1,28,1,4,4,6,1,99,99,99,9999,6,1
"3996",3996,2015,12,13,7,1,1,1,1,102,1,5,1,23,1,3,3,5,2,5,30,3,2013,5,1
"3997",3997,2015,12,13,7,2,1,1,1,101,1,1,1,999,9,16,12,18,2,9,34,6,9999,6,1
"3998",3998,2015,12,13,7,9,2,1,3,301,1,99,1,19,1,2,2,4,1,4,21,1,9999,6,1
"3999",3999,2015,12,13,7,2,1,1,1,103,1,99,1,23,1,3,3,5,1,4,2,3,9999,6,2
"4000",4000,2015,12,13,7,12,3,2,1,101,1,7,2,21,1,3,3,5,1,1,37,1,1994,3,1
"4001",4001,2015,12,13,7,12,3,2,3,311,1,99,1,23,1,3,3,5,1,4,99,99,9999,6,1
"4002",4002,2015,12,13,7,16,3,2,14,1420,1,99,1,17,2,2,2,4,1,4,21,99,9999,6,2
"4003",4003,2015,12,13,7,19,4,3,1,101,1,12,1,25,1,4,4,6,1,4,99,99,9999,6,1
"4004",4004,2015,12,13,7,14,3,2,1,115,1,8,1,25,1,4,4,6,1,4,99,99,9999,6,1
"4005",4005,2015,12,13,7,9,2,1,22,2201,2,99,9,999,9,16,12,18,9,12,99,99,9999,6,1
"4006",4006,2015,12,13,7,0,1,1,5,513,2,99,9,999,9,16,12,18,9,3,99,2,9999,6,1
"4007",4007,2015,12,13,7,7,2,1,10,1001,2,99,1,34,1,5,5,7,1,9,44,3,9999,6,1
"4008",4008,2015,12,13,7,18,4,3,19,1906,1,99,1,57,1,10,10,12,1,9,44,3,2004,4,1
"4009",4009,2015,12,13,7,15,3,2,4,401,2,99,1,33,1,5,5,7,1,3,44,5,1988,2,1
"4010",4010,2015,12,13,7,19,4,3,5,501,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
"4011",4011,2015,12,13,7,21,4,3,10,1001,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
"4012",4012,2015,12,13,7,23,4,3,2,203,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
"4013",4013,2015,12,14,1,3,1,1,1,101,1,1,1,22,1,3,3,5,1,4,99,99,9999,6,1
"4014",4014,2015,12,14,1,14,3,2,1,107,2,99,1,45,1,8,8,10,9,5,99,3,9999,6,1
"4015",4015,2015,12,14,1,21,4,3,1,101,1,13,1,27,1,4,4,6,9,1,5,6,1991,3,1
"4016",4016,2015,12,14,1,2,1,1,1,108,1,6,1,25,1,4,4,6,1,4,24,4,9999,6,3
"4017",4017,2015,12,14,1,8,2,1,5,511,2,99,1,18,1,2,2,4,9,3,44,2,9999,6,2
"4018",4018,2015,12,14,1,9,2,1,11,1103,2,99,1,23,1,3,3,5,1,99,99,99,9999,6,1
"4019",4019,2015,12,14,1,12,3,2,11,1106,2,99,1,31,1,5,5,7,1,1,99,10,1985,2,1
"4020",4020,2015,12,14,1,17,3,2,16,1601,1,2,1,46,1,8,8,10,2,4,42,1,9999,6,2
"4021",4021,2015,12,14,1,11,2,1,18,1805,2,99,1,35,1,6,6,8,9,3,46,5,9999,6,2
"4022",4022,2015,12,14,1,3,1,1,17,1704,1,99,1,24,1,3,3,5,2,4,42,1,9999,6,2
"4023",4023,2015,12,14,1,13,3,2,14,1411,2,99,1,21,1,3,3,5,9,5,19,2,9999,6,3
"4024",4024,2015,12,14,1,8,2,1,4,406,2,99,9,999,9,16,12,18,9,12,22,1,9999,6,1
"4025",4025,2015,12,14,1,3,1,1,3,302,1,1,1,45,1,8,8,10,1,5,19,2,9999,6,2
"4026",4026,2015,12,15,2,12,3,2,1,101,2,99,1,36,1,6,6,8,9,6,15,2,2007,4,1
"4027",4027,2015,12,15,2,2,1,1,1,101,1,99,1,32,1,5,5,7,9,4,99,5,9999,6,3
"4028",4028,2015,12,15,2,4,1,1,1,101,1,5,1,31,1,5,5,7,9,4,24,14,9999,6,1
"4029",4029,2015,12,15,2,7,2,1,19,1903,2,99,1,44,1,7,7,9,1,6,99,2,9999,6,2
"4030",4030,2015,12,15,2,16,3,2,6,601,2,99,9,999,9,16,12,18,9,12,99,1,9999,6,4
"4031",4031,2015,12,15,2,22,4,3,9,922,2,99,1,24,1,3,3,5,2,4,31,5,9999,6,3
"4032",4032,2015,12,15,2,0,1,1,9,902,2,99,1,999,9,16,12,18,2,1,21,4,1999,3,2
"4033",4033,2015,12,15,2,15,3,2,9,922,1,99,9,999,9,16,12,18,9,3,44,2,9999,6,2
"4034",4034,2015,12,15,2,19,4,3,16,1601,2,99,1,23,1,3,3,5,9,4,20,4,2015,5,1
"4035",4035,2015,12,15,2,12,3,2,15,1507,1,99,2,22,1,3,3,5,1,4,99,5,9999,6,1
"4036",4036,2015,12,15,2,2,1,1,2,208,2,99,1,29,1,4,4,6,9,6,99,99,9999,6,3
"4037",4037,2015,12,15,2,23,4,3,4,401,2,99,1,35,1,6,6,8,1,5,19,2,2014,5,2
"4038",4038,2015,12,15,2,19,4,3,4,409,2,99,1,40,1,7,7,9,9,4,42,5,9999,6,1
"4039",4039,2015,12,16,3,22,4,3,1,101,1,3,1,43,1,7,7,9,9,4,42,1,9999,6,1
"4040",4040,2015,12,16,3,22,4,3,1,101,1,5,1,70,1,13,11,15,9,4,42,5,9999,6,1
"4041",4041,2015,12,16,3,18,4,3,1,114,1,99,1,52,1,9,9,11,1,5,99,2,9999,6,1
"4042",4042,2015,12,16,3,14,3,2,11,1101,1,99,1,30,1,5,5,7,1,5,99,99,9999,6,2
"4043",4043,2015,12,16,3,22,4,3,9,920,2,99,1,999,9,16,12,18,9,3,99,99,9999,6,1
"4044",4044,2015,12,16,3,11,2,1,16,1613,2,99,1,49,1,8,8,10,2,3,44,3,1991,3,2
"4045",4045,2015,12,16,3,17,3,2,14,1401,1,4,1,999,9,16,12,18,9,4,21,1,9999,6,1
"4046",4046,2015,12,16,3,2,1,1,3,301,1,99,9,999,9,16,12,18,1,3,62,6,9999,6,1
"4047",4047,2015,12,16,3,23,4,3,4,401,2,99,1,44,1,7,7,9,2,2,13,99,2009,4,1
"4048",4048,2015,12,17,4,5,1,1,1,101,1,1,1,24,1,3,3,5,9,4,21,5,9999,6,1
"4049",4049,2015,12,17,4,7,2,1,1,101,1,18,1,999,9,16,12,18,9,4,42,1,9999,6,1
"4050",4050,2015,12,17,4,15,3,2,1,101,1,6,1,39,1,6,6,8,9,1,32,9,1994,3,1
"4051",4051,2015,12,17,4,10,2,1,1,101,1,10,1,34,1,5,5,7,9,4,42,7,2013,5,1
"4052",4052,2015,12,17,4,5,1,1,1,101,1,11,1,999,9,16,12,18,9,2,21,5,9999,6,1
"4053",4053,2015,12,17,4,19,4,3,1,101,1,7,1,50,1,9,9,11,9,4,21,4,2007,4,1
"4054",4054,2015,12,17,4,0,1,1,1,108,1,10,1,31,1,5,5,7,2,1,21,3,9999,6,1
"4055",4055,2015,12,17,4,8,2,1,1,108,1,11,9,999,9,16,12,18,9,4,99,99,9999,6,1
"4056",4056,2015,12,17,4,20,4,3,20,2001,2,99,1,999,9,16,12,18,9,2,13,2,2010,5,1
"4057",4057,2015,12,17,4,21,4,3,19,1903,2,99,1,45,1,8,8,10,1,6,15,1,2002,4,1
"4058",4058,2015,12,17,4,13,3,2,19,1903,2,99,1,56,1,10,10,12,1,5,13,2,1990,3,1
"4059",4059,2015,12,17,4,2,1,1,5,509,2,99,9,999,9,16,12,18,9,9,99,99,9999,6,2
"4060",4060,2015,12,17,4,21,4,3,5,511,2,99,1,16,2,2,2,4,9,4,21,1,2015,5,1
"4061",4061,2015,12,17,4,21,4,3,6,601,2,99,1,39,1,6,6,8,2,3,34,2,2006,4,1
"4062",4062,2015,12,17,4,19,4,3,6,601,2,99,9,999,9,16,12,18,9,3,44,1,1984,2,2
"4063",4063,2015,12,17,4,5,1,1,11,1102,2,99,1,25,1,4,4,6,9,4,40,1,9999,6,1
"4064",4064,2015,12,17,4,18,4,3,11,1101,1,1,1,45,1,8,8,10,9,12,13,2,1980,2,2
"4065",4065,2015,12,17,4,13,3,2,16,1603,2,99,1,37,1,6,6,8,9,12,22,1,9999,6,3
"4066",4066,2015,12,17,4,1,1,1,16,1601,2,99,1,33,1,5,5,7,2,1,17,2,1995,3,2
"4067",4067,2015,12,17,4,13,3,2,16,1601,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,3
"4068",4068,2015,12,17,4,14,3,2,15,1501,2,99,1,22,1,3,3,5,2,4,42,1,9999,6,1
"4069",4069,2015,12,17,4,19,4,3,17,1705,2,99,9,999,9,16,12,18,9,6,99,99,9999,6,1
"4070",4070,2015,12,17,4,3,1,1,17,1712,2,99,1,28,1,4,4,6,9,4,99,99,9999,6,2
"4071",4071,2015,12,18,5,23,4,3,1,101,1,4,1,30,1,5,5,7,2,4,24,1,9999,6,1
"4072",4072,2015,12,18,5,4,1,1,1,101,1,1,1,40,1,7,7,9,1,4,21,4,9999,6,1
"4073",4073,2015,12,18,5,19,4,3,1,101,1,1,1,26,1,4,4,6,1,4,99,5,2015,5,1
"4074",4074,2015,12,18,5,20,4,3,1,101,1,2,1,29,1,4,4,6,1,8,42,4,1995,3,1
"4075",4075,2015,12,18,5,5,1,1,1,101,1,11,1,32,1,5,5,7,9,4,2,3,9999,6,1
"4076",4076,2015,12,18,5,20,4,3,20,2001,2,99,1,57,1,10,10,12,9,3,30,3,2007,4,1
"4077",4077,2015,12,18,5,15,3,2,6,614,1,1,1,33,1,5,5,7,1,1,21,4,2002,4,1
"4078",4078,2015,12,18,5,19,4,3,9,920,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,2
"4079",4079,2015,12,18,5,0,1,1,12,1217,2,99,1,21,1,3,3,5,1,4,42,1,9999,6,1
"4080",4080,2015,12,18,5,16,3,2,13,1301,2,99,1,999,9,16,12,18,1,3,99,99,9999,6,3
"4081",4081,2015,12,18,5,11,2,1,16,1601,2,99,1,22,1,3,3,5,1,99,99,99,9999,6,1
"4082",4082,2015,12,18,5,10,2,1,2,208,2,99,1,60,1,11,11,13,9,6,99,99,9999,6,1
"4083",4083,2015,12,18,5,8,2,1,18,1801,2,99,1,31,1,5,5,7,1,4,42,5,9999,6,1
"4084",4084,2015,12,18,5,19,4,3,17,1701,2,99,1,58,1,10,10,12,1,2,37,2,2014,5,1
"4085",4085,2015,12,18,5,2,1,1,17,1705,2,99,1,35,1,6,6,8,9,6,99,99,9999,6,1
"4086",4086,2015,12,18,5,6,2,1,4,403,2,99,1,37,1,6,6,8,9,5,34,1,1997,3,4
"4087",4087,2015,12,18,5,17,3,2,3,302,2,99,1,52,1,9,9,11,9,4,42,8,9999,6,1
"4088",4088,2015,12,19,6,2,1,1,1,108,1,6,1,999,9,16,12,18,9,3,44,5,9999,6,1
"4089",4089,2015,12,19,6,2,1,1,1,101,1,4,1,40,1,7,7,9,1,3,44,99,1994,3,1
"4090",4090,2015,12,19,6,0,1,1,1,115,1,5,1,25,1,4,4,6,9,4,99,5,9999,6,1
"4091",4091,2015,12,19,6,7,2,1,10,1001,2,99,9,999,9,16,12,18,9,6,15,2,9999,6,1
"4092",4092,2015,12,19,6,4,1,1,20,2011,2,99,1,22,1,3,3,5,9,1,32,99,9999,6,3
"4093",4093,2015,12,19,6,17,3,2,1,101,1,7,1,23,1,3,3,5,1,4,99,99,9999,6,1
"4094",4094,2015,12,19,6,12,3,2,21,2101,2,5,1,31,1,5,5,7,9,2,34,3,2013,5,1
"4095",4095,2015,12,19,6,21,4,3,3,301,2,5,1,999,9,16,12,18,2,1,17,3,9999,6,1
"4096",4096,2015,12,19,6,14,3,2,18,1804,2,12,1,25,1,4,4,6,2,1,62,2,9999,6,1
"4097",4097,2015,12,19,6,1,1,1,15,1501,2,1,1,23,1,3,3,5,2,4,40,5,9999,6,1
"4098",4098,2015,12,19,6,15,3,2,14,1413,2,99,1,27,1,4,4,6,1,9,44,2,2007,4,1
"4099",4099,2015,12,20,7,10,2,1,1,101,1,1,1,34,1,5,5,7,9,12,99,99,2010,5,1
"4100",4100,2015,12,20,7,9,2,1,1,101,1,2,1,19,1,2,2,4,1,3,13,9,9999,6,1
"4101",4101,2015,12,20,7,2,1,1,1,101,1,5,1,28,1,4,4,6,9,1,21,4,1996,3,1
"4102",4102,2015,12,20,7,7,2,1,1,101,1,13,1,32,1,5,5,7,9,3,44,1,9999,6,2
"4103",4103,2015,12,20,7,0,1,1,1,101,1,5,2,35,1,6,6,8,9,1,99,99,9999,6,2
"4104",4104,2015,12,20,7,1,1,1,1,101,1,7,1,23,1,3,3,5,9,1,20,2,2015,5,1
"4105",4105,2015,12,20,7,1,1,1,1,101,1,12,1,24,1,3,3,5,9,14,99,1,9999,6,1
"4106",4106,2015,12,20,7,23,4,3,1,116,2,99,9,999,9,16,12,18,9,3,44,3,9999,6,1
"4107",4107,2015,12,20,7,8,2,1,1,108,1,1,1,999,9,16,12,18,9,4,2,3,2015,5,1
"4108",4108,2015,12,20,7,22,4,3,22,2212,2,99,1,30,1,5,5,7,9,1,44,6,9999,6,1
"4109",4109,2015,12,20,7,6,2,1,5,501,2,99,9,999,9,16,12,18,9,6,15,2,9999,6,1
"4110",4110,2015,12,20,7,10,2,1,5,509,2,99,1,19,1,2,2,4,9,3,99,4,2007,4,3
"4111",4111,2015,12,20,7,3,1,1,5,513,1,99,1,37,1,6,6,8,9,4,2,5,9999,6,3
"4112",4112,2015,12,20,7,14,3,2,5,509,2,99,1,47,1,8,8,10,9,2,5,4,1998,3,1
"4113",4113,2015,12,20,7,13,3,2,6,601,2,99,1,41,1,7,7,9,1,3,44,1,1992,3,1
"4114",4114,2015,12,20,7,7,2,1,11,1101,1,1,9,999,9,16,12,18,1,3,44,5,9999,6,1
"4115",4115,2015,12,20,7,7,2,1,11,1101,1,5,1,60,1,11,11,13,9,3,99,5,9999,6,1
"4116",4116,2015,12,20,7,17,3,2,9,917,2,99,1,32,1,5,5,7,9,6,99,99,9999,6,1
"4117",4117,2015,12,20,7,21,4,3,9,920,2,99,1,73,1,13,11,15,1,3,44,4,1998,3,2
