"num_vehí","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_pil","edad_m1","condic_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
2276,2,"Junio","Sábado",9,"Alta Verapaz","Cobán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Mototaxi","Ignorado","Ignorado","Vuelco"
2277,2,"Junio","Sábado",4,"Izabal","Morales","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Automovil","Ignorado","Ignorado","Vuelco"
2278,2,"Junio","Sábado",14,"Chimaltenango","Patzicía","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Pick up","Rojo","Ignorado","Colisión"
2279,2,"Junio","Sábado",14,"Chimaltenango","Patzicía","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Ignorado","Colisión"
2280,3,"Junio","Domingo",3,"Guatemala","Guatemala","Urbano","1","Hombre","25","25-29","Mayor","Ebrio","Automovil","Blanco","1981","Colisión"
2281,3,"Junio","Domingo",3,"Guatemala","Guatemala","Urbano","1","Hombre","28","25-29","Mayor","Normal","Automovil","Amarillo","2011","Colisión"
2282,3,"Junio","Domingo",0,"Guatemala","Guatemala","Urbano","18","Hombre","47","45-49","Mayor","Ebrio","Automovil","Verde","1997","Colisión"
2283,3,"Junio","Domingo",0,"Guatemala","Guatemala","Urbano","18","Hombre","29","25-29","Mayor","Normal","Camioneta","Cafe","1998","Colisión"
2284,3,"Junio","Domingo",15,"Guatemala","Guatemala","Urbano","15","Hombre","Ignorado","Ignorado","Mayor","Normal","Pick up","Gris","Ignorado","Colisión"
2285,3,"Junio","Domingo",5,"Guatemala","Guatemala","Urbano","7","Mujer","30","30-34","Mayor","Normal","Automovil","Rojo","2001","Choque"
2286,3,"Junio","Domingo",12,"Guatemala","Guatemala","Urbano","21","Hombre","28","25-29","Mayor","Ebrio","Camioneta","Blanco","1996","Choque"
2287,3,"Junio","Domingo",1,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","28","25-29","Mayor","Ebrio","Camioneta","Gris","2004","Colisión"
2288,3,"Junio","Domingo",1,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Automovil","Rojo","2007","Colisión"
2289,3,"Junio","Domingo",21,"Guatemala","Mixco","Urbano","2","Hombre","39","35-39","Mayor","Ebrio","Camión","Blanco","2008","Colisión"
2290,3,"Junio","Domingo",21,"Guatemala","Mixco","Urbano","2","Mujer","33","30-34","Mayor","Normal","Automovil","Celeste","2001","Colisión"
2291,3,"Junio","Domingo",17,"Suchitepéquez","Cuyotenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Jeep","Amarillo","Ignorado","Colisión"
2292,3,"Junio","Domingo",17,"Suchitepéquez","Cuyotenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Gris","2009","Colisión"
2293,3,"Junio","Domingo",20,"Alta Verapaz","Fray Bartolomé de Las Casas","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","Motocicleta","Negro","Ignorado","Vuelco"
2294,3,"Junio","Domingo",15,"El Progreso","Morazán","Rural","Ignorado","Hombre","52","50-54","Mayor","Normal","Microbus","Ignorado","2007","Vuelco"
2295,4,"Junio","Lunes",20,"Jalapa","San Pedro Pinula","Rural","Ignorado","Hombre","21","20-24","Mayor","Ebrio","Automovil","Gris","1997","Colisión"
2296,4,"Junio","Lunes",20,"Jalapa","San Pedro Pinula","Rural","Ignorado","Hombre","43","40-44","Mayor","Normal","Cabezal","Blanco","1999","Colisión"
2297,4,"Junio","Lunes",5,"Sacatepéquez","San Bartolomé","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Azúl","Ignorado","Colisión"
2298,4,"Junio","Lunes",5,"Sacatepéquez","San Bartolomé","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Pick up","Negro","Ignorado","Colisión"
2299,5,"Junio","Martes",20,"Chiquimula","Quetzaltepeque","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Pick up","Azúl","Ignorado","Choque"
2300,5,"Junio","Martes",20,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","46","45-49","Mayor","Normal","Pick up","Gris","Ignorado","Vuelco"
2301,5,"Junio","Martes",20,"Zacapa","Río Hondo","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Pick up","Rojo","Ignorado","Colisión"
2302,5,"Junio","Martes",20,"Zacapa","Río Hondo","Rural","Ignorado","Hombre","42","40-44","Mayor","Normal","Cabezal","Blanco","Ignorado","Colisión"
2303,5,"Junio","Martes",12,"Retalhuleu","Champerico","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Motocicleta","Rojo","Ignorado","Choque"
2304,5,"Junio","Martes",9,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Mototaxi","Rojo","Ignorado","Choque"
2305,6,"Junio","Miercoles",20,"Guatemala","Guatemala","Urbano","1","Hombre","25","25-29","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
2306,6,"Junio","Miercoles",20,"Guatemala","Guatemala","Urbano","1","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Negro","Ignorado","Colisión"
2307,6,"Junio","Miercoles",13,"Guatemala","Guatemala","Urbano","12","Hombre","29","25-29","Mayor","Normal","Bus urbano","Ignorado","Ignorado","Colisión"
2308,6,"Junio","Miercoles",13,"Guatemala","Guatemala","Urbano","12","Mujer","32","30-34","Mayor","Normal","Ignorado","Ignorado","Ignorado","Colisión"
2309,6,"Junio","Miercoles",16,"Chiquimula","Esquipulas","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Vuelco"
2310,6,"Junio","Miercoles",21,"Escuintla","Tiquizate","Rural","Ignorado","Hombre","22","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
2311,6,"Junio","Miercoles",21,"Escuintla","Tiquizate","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Amarillo","Ignorado","Colisión"
2312,6,"Junio","Miercoles",14,"Huehuetenango","Malacatancito","Rural","Ignorado","Mujer","56","55 y más","Mayor","Normal","Automovil","Corinto","Ignorado","Colisión"
2313,6,"Junio","Miercoles",14,"Huehuetenango","Malacatancito","Rural","Ignorado","Hombre","45","45-49","Mayor","Normal","Camión","Ignorado","Ignorado","Colisión"
2314,6,"Junio","Miercoles",7,"Huehuetenango","Nentón","Rural","Ignorado","Hombre","36","35-39","Mayor","Normal","Camioneta","Gris","Ignorado","Choque"
2315,6,"Junio","Miercoles",0,"Izabal","Morales","Rural","Ignorado","Hombre","27","25-29","Mayor","Ebrio","Mototaxi","Ignorado","Ignorado","Colisión"
2316,6,"Junio","Miercoles",0,"Izabal","Morales","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Ignorado","Colisión"
2317,6,"Junio","Miercoles",17,"Petén","Poptún","Rural","Ignorado","Hombre","56","55 y más","Mayor","Normal","Bus urbano","Blanco","Ignorado","Colisión"
2318,6,"Junio","Miercoles",17,"Petén","Poptún","Rural","Ignorado","Hombre","54","50-54","Mayor","Ebrio","Motocicleta","Azúl","Ignorado","Colisión"
2319,7,"Junio","Jueves",14,"Jalapa","Jalapa","Rural","Ignorado","Hombre","22","20-24","Mayor","Normal","Automovil","Blanco","1990","Choque"
2320,7,"Junio","Jueves",12,"Zacapa","Zacapa","Rural","Ignorado","Hombre","40","40-44","Mayor","Normal","Camión","Blanco","Ignorado","Colisión"
2321,7,"Junio","Jueves",12,"Zacapa","Zacapa","Rural","Ignorado","Hombre","50","50-54","Mayor","Normal","Motocicleta","Azúl","2009","Colisión"
2322,7,"Junio","Jueves",1,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","43","40-44","Mayor","Ebrio","Pick up","Blanco","Ignorado","Colisión"
2323,7,"Junio","Jueves",1,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","24","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
2324,7,"Junio","Jueves",14,"Quetzaltenango","Quetzaltenango","Urbano","11","Hombre","21","20-24","Mayor","Normal","Pick up","Blanco","Ignorado","Colisión"
2325,7,"Junio","Jueves",14,"Quetzaltenango","Quetzaltenango","Urbano","11","Hombre","40","40-44","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
2326,7,"Junio","Jueves",7,"Alta Verapaz","Santa Cruz Verapaz","Rural","Ignorado","Hombre","33","30-34","Mayor","Normal","Pick up","Gris","1999","Colisión"
2327,7,"Junio","Jueves",7,"Alta Verapaz","Santa Cruz Verapaz","Rural","Ignorado","Hombre","33","30-34","Mayor","Normal","Microbus","Gris","2006","Colisión"
2328,7,"Junio","Jueves",16,"Alta Verapaz","Santa Catalina La Tinta","Rural","Ignorado","Hombre","37","35-39","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
2329,7,"Junio","Jueves",16,"Alta Verapaz","Santa Catalina La Tinta","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Normal","Pick up","Verde","Ignorado","Colisión"
2330,7,"Junio","Jueves",16,"Solola","San Pedro La Laguna","Rural","Ignorado","Hombre","16","15-19","Menor","Ebrio","Mototaxi","Rojo","Ignorado","Colisión"
2331,7,"Junio","Jueves",16,"Solola","San Pedro La Laguna","Rural","Ignorado","Hombre","16","15-19","Menor","Normal","Mototaxi","Rojo","Ignorado","Colisión"
2332,8,"Junio","Viernes",2,"Guatemala","Guatemala","Urbano","10","Hombre","16","15-19","Menor","Normal","Automovil","Gris","2009","Choque"
2333,8,"Junio","Viernes",23,"Guatemala","Mixco","Urbano","4","Hombre","29","25-29","Mayor","Normal","Automovil","Blanco","Ignorado","Colisión"
2334,8,"Junio","Viernes",23,"Guatemala","Mixco","Urbano","4","Hombre","19","15-19","Mayor","Normal","Camioneta","Gris","Ignorado","Colisión"
2335,8,"Junio","Viernes",1,"Guatemala","Mixco","Urbano","4","Hombre","31","30-34","Mayor","Ebrio","Automovil","Rojo","Ignorado","Colisión"
2336,8,"Junio","Viernes",1,"Guatemala","Mixco","Urbano","4","Hombre","31","30-34","Mayor","Normal","Motocicleta","Blanco","2012","Colisión"
2337,8,"Junio","Viernes",11,"Jutiapa","San José Acatempa","Rural","Ignorado","Mujer","20","20-24","Mayor","Normal","Automovil","Blanco","2007","Colisión"
2338,8,"Junio","Viernes",11,"Jutiapa","San José Acatempa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Blanco","1979","Colisión"
2339,8,"Junio","Viernes",7,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","46","45-49","Mayor","Ignorado","Microbus","Gris","2001","Caida"
2340,8,"Junio","Viernes",2,"Retalhuleu","Retalhuleu","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Azúl","Ignorado","Colisión"
2341,8,"Junio","Viernes",2,"Retalhuleu","Retalhuleu","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Colisión"
2342,8,"Junio","Viernes",15,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","61","55 y más","Mayor","Normal","Automovil","Blanco","Ignorado","Choque"
2343,8,"Junio","Viernes",15,"Santa Rosa","Cuilapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Normal","Pick up","Azúl","Ignorado","Vuelco"
2344,8,"Junio","Viernes",20,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Urbano","1","Hombre","41","40-44","Mayor","Ebrio","Automovil","Negro","Ignorado","Colisión"
2345,8,"Junio","Viernes",20,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Urbano","1","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Azúl","1995","Colisión"
2346,8,"Junio","Viernes",12,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","19","15-19","Mayor","Normal","Motocicleta","Rojo","2006","Choque"
2347,8,"Junio","Viernes",16,"Izabal","Puerto Barrios","Rural","Ignorado","Mujer","34","30-34","Mayor","Ebrio","Automovil","Azúl","2006","Colisión"
2348,8,"Junio","Viernes",16,"Izabal","Puerto Barrios","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","2006","Colisión"
2349,8,"Junio","Viernes",22,"Petén","La Libertad_duplicated_1705","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Mototaxi","Rojo","Ignorado","Colisión"
2350,8,"Junio","Viernes",22,"Petén","La Libertad_duplicated_1705","Rural","Ignorado","Hombre","16","15-19","Menor","Ignorado","Mototaxi","Rojo","2008","Colisión"
2351,8,"Junio","Viernes",15,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","36","35-39","Mayor","Ebrio","Camioneta","Corinto","Ignorado","Colisión"
2352,8,"Junio","Viernes",15,"Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Automovil","Gris","2002","Colisión"
2353,8,"Junio","Viernes",19,"Quiché","Joyabaj","Rural","Ignorado","Hombre","29","25-29","Mayor","Ebrio","Motocicleta","Rojo","Ignorado","Colisión"
2354,8,"Junio","Viernes",19,"Quiché","Joyabaj","Rural","Ignorado","Hombre","22","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
2355,8,"Junio","Viernes",17,"Chimaltenango","El Tejar","Rural","Ignorado","Hombre","50","50-54","Mayor","Normal","Pick up","Gris","2007","Colisión"
2356,8,"Junio","Viernes",17,"Chimaltenango","El Tejar","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Rojo","Ignorado","Colisión"
2357,9,"Junio","Sábado",19,"Guatemala","Guatemala","Urbano","3","Hombre","54","50-54","Mayor","Normal","Automovil","Verde","Ignorado","Colisión"
2358,9,"Junio","Sábado",19,"Guatemala","Guatemala","Urbano","3","Hombre","22","20-24","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
2359,9,"Junio","Sábado",14,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
2360,9,"Junio","Sábado",14,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
2361,9,"Junio","Sábado",22,"Guatemala","Guatemala","Urbano","11","Hombre","22","20-24","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Choque"
2362,9,"Junio","Sábado",22,"Guatemala","Villa Canales","Urbano","3","Hombre","29","25-29","Mayor","Normal","Automovil","Negro","Ignorado","Colisión"
2363,9,"Junio","Sábado",22,"Guatemala","Villa Canales","Urbano","3","Hombre","29","25-29","Mayor","Normal","Automovil","Negro","Ignorado","Colisión"
2364,9,"Junio","Sábado",20,"Jalapa","Jalapa","Rural","Ignorado","Hombre","32","30-34","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Caida"
2365,9,"Junio","Sábado",23,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Pick up","Negro","Ignorado","Colisión"
2366,9,"Junio","Sábado",23,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","72","55 y más","Mayor","Ignorado","Camioneta","Gris","Ignorado","Colisión"
2367,9,"Junio","Sábado",23,"Zacapa","Estanzuela","Rural","Ignorado","Hombre","51","50-54","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Vuelco"
2368,9,"Junio","Sábado",13,"Santa Rosa","Barberena","Rural","Ignorado","Hombre","46","45-49","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
2369,9,"Junio","Sábado",13,"Santa Rosa","Barberena","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Verde","1992","Colisión"
2370,9,"Junio","Sábado",11,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","47","45-49","Mayor","Normal","Pick up","Anaranjado","Ignorado","Colisión"
2371,9,"Junio","Sábado",11,"Quetzaltenango","Coatepeque","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Normal","Microbus","Gris","Ignorado","Colisión"
2372,9,"Junio","Sábado",21,"Quetzaltenango","Quetzaltenango","Urbano","2","Mujer","27","25-29","Mayor","Ebrio","Automovil","Rojo","Ignorado","Colisión"
2373,9,"Junio","Sábado",21,"Quetzaltenango","Quetzaltenango","Urbano","2","Hombre","27","25-29","Mayor","Ebrio","Motocicleta","Blanco","Ignorado","Colisión"
2374,9,"Junio","Sábado",19,"San Marcos","Sipacapa","Rural","Ignorado","Hombre","20","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
2375,9,"Junio","Sábado",19,"San Marcos","Sipacapa","Rural","Ignorado","Hombre","18","15-19","Mayor","Normal","Pick up","Azúl","Ignorado","Colisión"
2376,9,"Junio","Sábado",2,"Huehuetenango","San Antonio Huista","Rural","Ignorado","Hombre","21","20-24","Mayor","Normal","Camión","Amarillo","Ignorado","Choque"
2377,9,"Junio","Sábado",14,"Huehuetenango","Chiantla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Ignorado","Choque"
2378,9,"Junio","Sábado",22,"Huehuetenango","La Democracia_duplicated_1312","Rural","Ignorado","Hombre","50","50-54","Mayor","Ebrio","Pick up","Azúl","Ignorado","Choque"
2379,9,"Junio","Sábado",14,"Izabal","Morales","Rural","Ignorado","Hombre","49","45-49","Mayor","Normal","Pick up","Gris","2005","Choque"
2380,9,"Junio","Sábado",20,"Izabal","El Estor","Rural","Ignorado","Hombre","31","30-34","Mayor","Normal","Pick up","Gris","Ignorado","Colisión"
2381,9,"Junio","Sábado",20,"Izabal","El Estor","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
2382,9,"Junio","Sábado",21,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","45","45-49","Mayor","Normal","Automovil","Azúl","Ignorado","Colisión"
2383,9,"Junio","Sábado",21,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","36","35-39","Mayor","Normal","Motocicleta","Amarillo","Ignorado","Colisión"
2384,10,"Junio","Domingo",1,"Guatemala","Guatemala","Urbano","8","Hombre","29","25-29","Mayor","Normal","Pick up","Blanco","Ignorado","Colisión"
2385,10,"Junio","Domingo",1,"Guatemala","Guatemala","Urbano","8","Hombre","47","45-49","Mayor","Normal","Automovil","Gris","1990","Colisión"
2386,10,"Junio","Domingo",15,"Guatemala","Guatemala","Urbano","2","Hombre","22","20-24","Mayor","Normal","Motocicleta","Amarillo","2009","Colisión"
2387,10,"Junio","Domingo",15,"Guatemala","Guatemala","Urbano","2","Hombre","66","55 y más","Mayor","Normal","Panel","Cafe","1997","Colisión"
2388,10,"Junio","Domingo",22,"Guatemala","Guatemala","Urbano","11","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Azúl","Ignorado","Choque"
2389,10,"Junio","Domingo",6,"Guatemala","Villa Nueva","Rural","Ignorado","Mujer","41","40-44","Mayor","Normal","Automovil","Corinto","Ignorado","Colisión"
2390,10,"Junio","Domingo",6,"Guatemala","Villa Nueva","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Blanco","Ignorado","Colisión"
2391,10,"Junio","Domingo",0,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Automovil","Blanco","1977","Colisión"
2392,10,"Junio","Domingo",0,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","18","15-19","Mayor","Normal","Motocicleta","Rojo","2010","Colisión"
2393,10,"Junio","Domingo",20,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Motocicleta","Anaranjado","Ignorado","Colisión"
2394,10,"Junio","Domingo",20,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Taxi","Ignorado","Ignorado","Colisión"
2395,10,"Junio","Domingo",9,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
2396,10,"Junio","Domingo",9,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","58","55 y más","Mayor","Normal","Microbus","Gris","2006","Colisión"
2397,10,"Junio","Domingo",19,"Zacapa","Río Hondo","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Normal","Mototaxi","Ignorado","Ignorado","Vuelco"
2398,10,"Junio","Domingo",21,"Suchitepéquez","Patulul","Rural","Ignorado","Hombre","43","40-44","Mayor","Normal","Bus extraurbano","Rojo","1995","Colisión"
2399,10,"Junio","Domingo",21,"Suchitepéquez","Patulul","Rural","Ignorado","Hombre","33","30-34","Mayor","Normal","Motocicleta","Azúl","2001","Colisión"
2400,10,"Junio","Domingo",22,"Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","38","35-39","Mayor","Ebrio","Microbus","Azúl","2007","Colisión"
2401,10,"Junio","Domingo",22,"Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","54","50-54","Mayor","Normal","Camión","Rojo","1990","Colisión"
2402,10,"Junio","Domingo",14,"Suchitepéquez","Mazatenango","Urbano","2","Hombre","30","30-34","Mayor","Ebrio","Automovil","Azúl","Ignorado","Colisión"
2403,10,"Junio","Domingo",14,"Suchitepéquez","Mazatenango","Urbano","2","Hombre","20","20-24","Mayor","Normal","Motocicleta","Ignorado","2011","Colisión"
2404,10,"Junio","Domingo",16,"Retalhuleu","San Martín Zapotitlán ","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
2405,10,"Junio","Domingo",21,"Quetzaltenango","Quetzaltenango","Urbano","5","Hombre","37","35-39","Mayor","Ebrio","Automovil","Negro","Ignorado","Colisión"
2406,10,"Junio","Domingo",21,"Quetzaltenango","Quetzaltenango","Urbano","5","Hombre","42","40-44","Mayor","Normal","Camioneta","Gris","Ignorado","Colisión"
2407,10,"Junio","Domingo",1,"Quetzaltenango","Quetzaltenango","Urbano","2","Hombre","21","20-24","Mayor","Ebrio","Jeep","Beige","Ignorado","Colisión"
2408,10,"Junio","Domingo",1,"Quetzaltenango","Quetzaltenango","Urbano","2","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Negro","Ignorado","Colisión"
2409,10,"Junio","Domingo",16,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","22","20-24","Mayor","Ebrio","Pick up","Corinto","Ignorado","Caida"
2410,10,"Junio","Domingo",10,"Huehuetenango","Huehuetenango","Urbano","8","Hombre","20","20-24","Mayor","Ebrio","Automovil","Blanco","Ignorado","Colisión"
2411,10,"Junio","Domingo",10,"Huehuetenango","Huehuetenango","Urbano","8","Hombre","65","55 y más","Mayor","Normal","Automovil","Rojo","1992","Colisión"
2412,10,"Junio","Domingo",8,"Totonicapán","Momostenango","Rural","Ignorado","Mujer","27","25-29","Mayor","Normal","Automovil","Blanco","2001","Colisión"
2413,10,"Junio","Domingo",8,"Totonicapán","Momostenango","Rural","Ignorado","Hombre","18","15-19","Mayor","Normal","Pick up","Gris","1987","Colisión"
2414,10,"Junio","Domingo",21,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","62","55 y más","Mayor","Normal","Bus extraurbano","Gris","Ignorado","Colisión"
2415,10,"Junio","Domingo",21,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","14","Menos de 15","Menor","Normal","Motocicleta","Negro","Ignorado","Colisión"
2416,11,"Junio","Lunes",16,"Guatemala","Guatemala","Urbano","1","Hombre","24","20-24","Mayor","Ignorado","Motocicleta","Azúl","2008","Colisión"
2417,11,"Junio","Lunes",16,"Guatemala","Guatemala","Urbano","1","Hombre","23","20-24","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
2418,11,"Junio","Lunes",13,"Jutiapa","Moyuta","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Verde","1988","Vuelco"
2419,11,"Junio","Lunes",22,"Jutiapa","Jutiapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Ignorado","Colisión"
2420,11,"Junio","Lunes",22,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","22","20-24","Ignorado","Ignorado","Automovil","Verde","Ignorado","Colisión"
2421,11,"Junio","Lunes",18,"Santa Rosa","Cuilapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Mototaxi","Ignorado","Ignorado","Vuelco"
2422,11,"Junio","Lunes",12,"San Marcos","Malacatán","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Pick up","Rojo","Ignorado","Colisión"
2423,11,"Junio","Lunes",12,"San Marcos","Malacatán","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Mototaxi","Rojo","Ignorado","Colisión"
2424,11,"Junio","Lunes",12,"San Marcos","Malacatán","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Mototaxi","Rojo","2012","Colisión"
2425,11,"Junio","Lunes",17,"San Marcos","Malacatán","Urbano","1","Hombre","28","25-29","Mayor","Ignorado","Pick up","Negro","1993","Choque"
2426,11,"Junio","Lunes",9,"Huehuetenango","Huehuetenango","Urbano","11","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Azúl","1995","Colisión"
2427,11,"Junio","Lunes",9,"Huehuetenango","Huehuetenango","Urbano","11","Hombre","27","25-29","Mayor","Ignorado","Motocicleta","Azúl","Ignorado","Colisión"
2428,11,"Junio","Lunes",16,"Quiché","Nebaj","Rural","Ignorado","Hombre","45","45-49","Mayor","Ignorado","Microbus","Rojo","Ignorado","Colisión"
2429,11,"Junio","Lunes",16,"Quiché","Nebaj","Rural","Ignorado","Hombre","60","55 y más","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
2430,11,"Junio","Lunes",16,"Solola","Sololá","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Microbus","Ignorado","Ignorado","Vuelco"
2431,12,"Junio","Martes",16,"Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Camión","Ignorado","Ignorado","Vuelco"
2432,12,"Junio","Martes",21,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Pick up","Negro","Ignorado","Colisión"
2433,12,"Junio","Martes",21,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","22","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
2434,12,"Junio","Martes",7,"Baja Verapaz","Purulhá","Rural","Ignorado","Hombre","62","55 y más","Mayor","Ignorado","Pick up","Verde","Ignorado","Vuelco"
2435,12,"Junio","Martes",23,"Izabal","Puerto Barrios","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Ignorado","Colisión"
