"num_vehí","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_pil","edad_m1","condic_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
4361,30,"Octubre","Martes",21,"Guatemala","Guatemala","Urbano","12","Hombre","24","20-24","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
4362,30,"Octubre","Martes",21,"Guatemala","Guatemala","Urbano","12","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Ignorado","Colisión"
4363,30,"Octubre","Martes",7,"Guatemala","Amatitlán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Rojo","Ignorado","Vuelco"
4364,30,"Octubre","Martes",13,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","33","30-34","Mayor","Ebrio","Automovil","Azúl","1982","Colisión"
4365,30,"Octubre","Martes",13,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Automovil","Verde","2000","Colisión"
4366,31,"Octubre","Miercoles",0,"Guatemala","Guatemala","Urbano","3","Hombre","27","25-29","Mayor","Normal","Automovil","Beige","2011","Colisión"
4367,31,"Octubre","Miercoles",0,"Guatemala","Guatemala","Urbano","3","Hombre","20","20-24","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
4368,31,"Octubre","Miercoles",3,"Guatemala","Guatemala","Urbano","1","Hombre","39","35-39","Mayor","Normal","Pick up","Azúl","1991","Colisión"
4369,31,"Octubre","Miercoles",3,"Guatemala","Guatemala","Urbano","1","Hombre","28","25-29","Mayor","Normal","Automovil","Gris","2003","Colisión"
4370,31,"Octubre","Miercoles",8,"Guatemala","San Pedro Ayampuc","Rural","Ignorado","Hombre","24","20-24","Mayor","Normal","Bus extraurbano","Azúl","Ignorado","Vuelco"
4371,31,"Octubre","Miercoles",12,"Zacapa","Gualán","Rural","Ignorado","Hombre","37","35-39","Mayor","Normal","Camión","Rojo","2012","Colisión"
4372,31,"Octubre","Miercoles",12,"Zacapa","Gualán","Rural","Ignorado","Hombre","38","35-39","Mayor","Normal","Bus extraurbano","Amarillo","Ignorado","Colisión"
4373,31,"Octubre","Miercoles",12,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","44","40-44","Mayor","Normal","Camión","Amarillo","Ignorado","Vuelco"
4374,31,"Octubre","Miercoles",12,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","54","50-54","Mayor","Ignorado","Pick up","Beige","Ignorado","Colisión"
4375,31,"Octubre","Miercoles",12,"Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Pick up","Verde","2009","Colisión"
4376,31,"Octubre","Miercoles",16,"Huehuetenango","Huehuetenango","Urbano","6","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
4377,31,"Octubre","Miercoles",16,"Huehuetenango","Huehuetenango","Urbano","6","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Ignorado","Colisión"
4378,31,"Octubre","Miercoles",23,"Chimaltenango","Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Corinto","Ignorado","Colisión"
4379,31,"Octubre","Miercoles",23,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Automovil","Verde","Ignorado","Colisión"
4380,1,"Noviembre","Jueves",20,"Guatemala","Guatemala","Urbano","6","Hombre","29","25-29","Mayor","Ebrio","Bus urbano","Rojo","Ignorado","Colisión"
4381,1,"Noviembre","Jueves",20,"Guatemala","Guatemala","Urbano","6","Hombre","29","25-29","Mayor","Normal","Motocicleta","Azúl","Ignorado","Colisión"
4382,1,"Noviembre","Jueves",19,"Guatemala","Guatemala","Urbano","7","Hombre","58","55 y más","Mayor","Ignorado","Camión","Blanco","2002","Colisión"
4383,1,"Noviembre","Jueves",19,"Guatemala","Guatemala","Urbano","7","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
4384,1,"Noviembre","Jueves",3,"Guatemala","Guatemala","Urbano","11","Hombre","48","45-49","Mayor","Ignorado","Camión","Blanco","Ignorado","Colisión"
4385,1,"Noviembre","Jueves",3,"Guatemala","Guatemala","Urbano","11","Hombre","24","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
4386,1,"Noviembre","Jueves",13,"Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Beige","1986","Vuelco"
4387,1,"Noviembre","Jueves",19,"San Marcos","San Marcos","Rural","Ignorado","Hombre","18","15-19","Mayor","Normal","Mototaxi","Rojo","Ignorado","Vuelco"
4388,1,"Noviembre","Jueves",5,"Baja Verapaz","Salamá","Rural","Ignorado","Hombre","36","35-39","Mayor","Normal","Camión","Blanco","1993","Choque"
4389,1,"Noviembre","Jueves",18,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Automovil","Blanco","Ignorado","Colisión"
4390,1,"Noviembre","Jueves",18,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","32","30-34","Mayor","Normal","Camioneta","Azúl","2010","Colisión"
4391,1,"Noviembre","Jueves",18,"El Progreso","Guastatoya","Rural","Ignorado","Hombre","50","50-54","Mayor","Normal","Automovil","Blanco","2011","Colisión"
4392,1,"Noviembre","Jueves",22,"Guatemala","Petapa","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","Camión","Blanco","Ignorado","Choque"
4393,2,"Noviembre","Viernes",18,"Guatemala","Guatemala","Urbano","12","Hombre","50","50-54","Mayor","Normal","Automovil","Cafe","1989","Colisión"
4394,2,"Noviembre","Viernes",18,"Guatemala","Guatemala","Urbano","12","Hombre","57","55 y más","Mayor","Normal","Motocicleta","Negro","2011","Colisión"
4395,2,"Noviembre","Viernes",20,"Guatemala","Guatemala","Urbano","7","Hombre","23","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
4396,2,"Noviembre","Viernes",11,"Guatemala","Guatemala","Urbano","7","Hombre","53","50-54","Mayor","Normal","Automovil","Verde","1994","Colisión"
4397,2,"Noviembre","Viernes",11,"Guatemala","Guatemala","Urbano","7","Hombre","56","55 y más","Mayor","Normal","Automovil","Gris","2006","Colisión"
4398,2,"Noviembre","Viernes",22,"Guatemala","Villa Nueva","Urbano","1","Hombre","44","40-44","Mayor","Ebrio","Camioneta","Azúl","1998","Colisión"
4399,2,"Noviembre","Viernes",22,"Guatemala","Villa Nueva","Urbano","1","Hombre","41","40-44","Mayor","Normal","Automovil","Gris","1985","Colisión"
4400,2,"Noviembre","Viernes",14,"Jalapa","Jalapa","Rural","Ignorado","Hombre","32","30-34","Mayor","Normal","Pick up","Corinto","1994","Colisión"
4401,2,"Noviembre","Viernes",14,"Jalapa","Jalapa","Rural","Ignorado","Hombre","42","40-44","Mayor","Normal","Motocicleta","Rojo","2007","Colisión"
4402,2,"Noviembre","Viernes",10,"Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Pick up","Beige","1990","Colisión"
4403,2,"Noviembre","Viernes",10,"Santa Rosa","Cuilapa","Rural","Ignorado","Mujer","21","20-24","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
4404,2,"Noviembre","Viernes",22,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","36","35-39","Mayor","Ebrio","Motocicleta","Azúl","Ignorado","Colisión"
4405,2,"Noviembre","Viernes",22,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","31","30-34","Mayor","Normal","Automovil","Cafe","2000","Colisión"
4406,2,"Noviembre","Viernes",0,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","33","30-34","Mayor","Normal","Pick up","Verde","1999","Choque"
4407,3,"Noviembre","Sábado",19,"Guatemala","Guatemala","Urbano","12","Hombre","35","35-39","Mayor","Normal","Automovil","Blanco","Ignorado","Colisión"
4408,3,"Noviembre","Sábado",19,"Guatemala","Guatemala","Urbano","12","Mujer","34","30-34","Mayor","Normal","Camioneta","Gris","Ignorado","Colisión"
4409,3,"Noviembre","Sábado",21,"Guatemala","Guatemala","Urbano","7","Hombre","34","30-34","Mayor","Ebrio","Pick up","Beige","2002","Colisión"
4410,3,"Noviembre","Sábado",21,"Guatemala","Guatemala","Urbano","7","Hombre","35","35-39","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
4411,3,"Noviembre","Sábado",21,"Guatemala","Guatemala","Urbano","7","Hombre","33","30-34","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
4412,3,"Noviembre","Sábado",4,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","37","35-39","Mayor","Normal","Pick up","Gris","2001","Vuelco"
4413,3,"Noviembre","Sábado",7,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","32","30-34","Mayor","Normal","Bus extraurbano","Ignorado","Ignorado","Colisión"
4414,3,"Noviembre","Sábado",7,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","25","25-29","Mayor","Normal","Pick up","Negro","Ignorado","Colisión"
4415,3,"Noviembre","Sábado",14,"Petén","Flores","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","Pick up","Negro","Ignorado","Vuelco"
4416,3,"Noviembre","Sábado",2,"Chimaltenango","Chimaltenango","Urbano","1","Hombre","24","20-24","Mayor","Ebrio","Motocicleta","Negro","Ignorado","Vuelco"
4417,4,"Noviembre","Domingo",15,"Guatemala","Guatemala","Urbano","1","Hombre","20","20-24","Mayor","Normal","Automovil","Blanco","1988","Colisión"
4418,4,"Noviembre","Domingo",15,"Guatemala","Guatemala","Urbano","1","Hombre","30","30-34","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
4419,4,"Noviembre","Domingo",1,"Guatemala","Guatemala","Urbano","1","Hombre","25","25-29","Mayor","Normal","Pick up","Negro","1997","Colisión"
4420,4,"Noviembre","Domingo",1,"Guatemala","Guatemala","Urbano","1","Hombre","76","55 y más","Mayor","Normal","Pick up","Beige","1988","Colisión"
4421,4,"Noviembre","Domingo",22,"Guatemala","Guatemala","Urbano","11","Hombre","54","50-54","Mayor","Ignorado","Automovil","Azúl","Ignorado","Choque"
4422,4,"Noviembre","Domingo",10,"Guatemala","San Pedro Sacatepéquez","Urbano","Ignorado","Hombre","36","35-39","Mayor","Normal","Pick up","Rojo","Ignorado","Colisión"
4423,4,"Noviembre","Domingo",10,"Guatemala","San Pedro Sacatepéquez","Urbano","Ignorado","Hombre","22","20-24","Mayor","Normal","Motocicleta","Negro","Ignorado","Colisión"
4424,4,"Noviembre","Domingo",21,"Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
4425,4,"Noviembre","Domingo",21,"Jutiapa","Asunción Mita","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Ignorado","Colisión"
4426,4,"Noviembre","Domingo",9,"Retalhuleu","Retalhuleu","Urbano","6","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Vuelco"
4427,4,"Noviembre","Domingo",1,"Alta Verapaz","Tamahú","Urbano","Ignorado","Hombre","31","30-34","Mayor","Normal","Mototaxi","Rojo","2012","Vuelco"
4428,4,"Noviembre","Domingo",3,"Alta Verapaz","Santa Cruz Verapaz","Rural","Ignorado","Hombre","21","20-24","Mayor","Ebrio","Motocicleta","Ignorado","Ignorado","Choque"
4429,4,"Noviembre","Domingo",5,"Baja Verapaz","Cubulco","Rural","Ignorado","Hombre","38","35-39","Mayor","Normal","Pick up","Gris","1982","Caida"
4430,5,"Noviembre","Lunes",18,"Guatemala","Villa Nueva","Urbano","12","Hombre","30","30-34","Mayor","Ignorado","Pick up","Negro","Ignorado","Colisión"
4431,5,"Noviembre","Lunes",9,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Automovil","Gris","Ignorado","Choque"
4432,5,"Noviembre","Lunes",7,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","34","30-34","Mayor","Ignorado","Motocicleta","Amarillo","1997","Colisión"
4433,5,"Noviembre","Lunes",7,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","17","15-19","Menor","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
4434,5,"Noviembre","Lunes",18,"Chiquimula","Esquipulas","Rural","Ignorado","Hombre","47","45-49","Mayor","Normal","Mototaxi","Rojo","Ignorado","Choque"
4435,5,"Noviembre","Lunes",14,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","63","55 y más","Mayor","Ignorado","Motocicleta","Anaranjado","Ignorado","Vuelco"
4436,5,"Noviembre","Lunes",10,"Chimaltenango","Tecpán Guatemala","Rural","Ignorado","Hombre","72","55 y más","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Vuelco"
4437,6,"Noviembre","Martes",8,"Guatemala","Santa Catarina Pinula","Urbano","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Normal","Camioneta","Rojo","Ignorado","Colisión"
4438,6,"Noviembre","Martes",8,"Guatemala","Santa Catarina Pinula","Urbano","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
4439,6,"Noviembre","Martes",7,"Huehuetenango","Santa Ana Huista","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Camioneta","Gris","Ignorado","Vuelco"
4440,6,"Noviembre","Martes",9,"Guatemala","Guatemala","Urbano","12","Hombre","29","25-29","Mayor","Ignorado","Pick up","Negro","Ignorado","Colisión"
4441,6,"Noviembre","Martes",9,"Guatemala","Guatemala","Urbano","12","Hombre","29","25-29","Mayor","Ignorado","Pick up","Negro","Ignorado","Colisión"
4442,6,"Noviembre","Martes",20,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Motocicleta","Rojo","Ignorado","Colisión"
4443,6,"Noviembre","Martes",20,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","22","20-24","Mayor","Normal","Motocicleta","Verde","Ignorado","Colisión"
4444,7,"Noviembre","Miercoles",16,"Guatemala","Guatemala","Urbano","1","Hombre","36","35-39","Mayor","Normal","Pick up","Blanco","Ignorado","Colisión"
4445,7,"Noviembre","Miercoles",16,"Guatemala","Guatemala","Urbano","1","Hombre","30","30-34","Mayor","Normal","Motocicleta","Gris","Ignorado","Colisión"
4446,7,"Noviembre","Miercoles",19,"Guatemala","Guatemala","Urbano","12","Hombre","52","50-54","Mayor","Normal","Bus urbano","Rojo","Ignorado","Colisión"
4447,7,"Noviembre","Miercoles",19,"Guatemala","Guatemala","Urbano","12","Hombre","32","30-34","Mayor","Normal","Motocicleta","Blanco","Ignorado","Colisión"
4448,7,"Noviembre","Miercoles",5,"Guatemala","Villa Nueva","Rural","Ignorado","Hombre","20","20-24","Mayor","Normal","Camión","Verde","Ignorado","Colisión"
4449,7,"Noviembre","Miercoles",5,"Guatemala","Villa Nueva","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Ignorado","Colisión"
4450,7,"Noviembre","Miercoles",9,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","31","30-34","Mayor","Normal","Motocicleta","Rojo","2006","Colisión"
4451,7,"Noviembre","Miercoles",9,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","23","20-24","Mayor","Normal","Motocicleta","Rojo","2008","Colisión"
4452,7,"Noviembre","Miercoles",19,"Quetzaltenango","Coatepeque","Rural","Ignorado","Hombre","35","35-39","Mayor","Normal","Panel","Blanco","Ignorado","Colisión"
4453,7,"Noviembre","Miercoles",19,"Quetzaltenango","Coatepeque","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ebrio","Automovil","Blanco","Ignorado","Colisión"
4454,7,"Noviembre","Miercoles",20,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Pick up","Ignorado","Ignorado","Choque"
4455,7,"Noviembre","Miercoles",20,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","Motocicleta","Ignorado","Ignorado","Colisión"
4456,7,"Noviembre","Miercoles",20,"Chimaltenango","Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Mototaxi","Ignorado","Ignorado","Colisión"
4457,8,"Noviembre","Jueves",7,"Guatemala","Villa Nueva","Urbano","5","Hombre","35","35-39","Mayor","Normal","Camioneta","Rojo","1987","Colisión"
4458,8,"Noviembre","Jueves",7,"Guatemala","Villa Nueva","Urbano","5","Hombre","27","25-29","Mayor","Normal","Motocicleta","Rojo","2009","Colisión"
4459,8,"Noviembre","Jueves",13,"Zacapa","Zacapa","Rural","Ignorado","Mujer","23","20-24","Mayor","Normal","Camioneta","Verde","1999","Colisión"
4460,8,"Noviembre","Jueves",13,"Zacapa","Zacapa","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Motocicleta","Gris","Ignorado","Colisión"
4461,8,"Noviembre","Jueves",2,"Escuintla","Escuintla","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Motocicleta","Rojo","Ignorado","Vuelco"
4462,8,"Noviembre","Jueves",11,"Totonicapán","Totonicapán","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","1981","Colisión"
4463,8,"Noviembre","Jueves",11,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","46","45-49","Mayor","Ignorado","Motocicleta","Rojo","2000","Colisión"
4464,8,"Noviembre","Jueves",23,"Alta Verapaz","Cobán","Rural","Ignorado","Hombre","21","20-24","Mayor","Ignorado","Microbus","Blanco","2002","Vuelco"
4465,8,"Noviembre","Jueves",13,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","53","50-54","Mayor","Ignorado","Automovil","Rojo","Ignorado","Colisión"
4466,8,"Noviembre","Jueves",13,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Pick up","Verde","1999","Colisión"
4467,8,"Noviembre","Jueves",7,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","22","20-24","Mayor","Ignorado","Mototaxi","Rojo","2005","Choque"
4468,9,"Noviembre","Viernes",18,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Pick up","Rojo","2000","Colisión"
4469,9,"Noviembre","Viernes",18,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Automovil","Verde","2000","Colisión"
4470,9,"Noviembre","Viernes",16,"Jutiapa","El Progreso","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Pick up","Rojo","2000","Colisión"
4471,9,"Noviembre","Viernes",16,"Jutiapa","El Progreso","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Automovil","Azúl","Ignorado","Colisión"
4472,9,"Noviembre","Viernes",16,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Camión","Blanco","1995","Colisión"
4473,9,"Noviembre","Viernes",16,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
4474,9,"Noviembre","Viernes",21,"Suchitepéquez","Chicacao","Rural","Ignorado","Hombre","72","55 y más","Mayor","Ignorado","Pick up","Negro","Ignorado","Choque"
4475,9,"Noviembre","Viernes",13,"Petén","Melchor de Mencos","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Camión","Rojo","2003","Colisión"
4476,9,"Noviembre","Viernes",13,"Petén","Melchor de Mencos","Rural","Ignorado","Mujer","19","15-19","Mayor","Ignorado","Motocicleta","Azúl","Ignorado","Colisión"
4477,10,"Noviembre","Sábado",17,"Guatemala","Guatemala","Urbano","17","Hombre","21","20-24","Mayor","Ignorado","Automovil","Anaranjado","1993","Colisión"
4478,10,"Noviembre","Sábado",17,"Guatemala","Guatemala","Urbano","17","Mujer","22","20-24","Mayor","Ignorado","Automovil","Gris","1995","Colisión"
4479,10,"Noviembre","Sábado",23,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","34","30-34","Mayor","Ignorado","Automovil","Blanco","2004","Colisión"
4480,10,"Noviembre","Sábado",23,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Automovil","Gris","2007","Colisión"
4481,10,"Noviembre","Sábado",23,"Guatemala","Guatemala","Urbano","11","Hombre","27","25-29","Mayor","Ignorado","Pick up","Azúl","Ignorado","Colisión"
4482,10,"Noviembre","Sábado",23,"Guatemala","Guatemala","Urbano","11","Hombre","25","25-29","Mayor","Ignorado","Automovil","Blanco","2008","Colisión"
4483,10,"Noviembre","Sábado",23,"Guatemala","Guatemala","Urbano","11","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Blanco","2008","Colisión"
4484,10,"Noviembre","Sábado",23,"Guatemala","Guatemala","Urbano","11","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Negro","2005","Colisión"
