"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","g_hora","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad_2","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","estado_pil"
1802,16,"Junio","Domingo",5,"00:00 a 05:59","Guatemala","Guatemala","Urbano","7","Hombre","23","20-24","Mayor","Motocicleta","Rojo","1999","Colisión","Honda","Ebrio"
1803,16,"Junio","Domingo",16,"12:00 a 17:59","Guatemala","Villa Nueva","Urbano","5","Hombre","28","25-29","Mayor","Panel","Celeste","1984","Colisión","Nissan_duplicated_37","Normal"
1804,16,"Junio","Domingo",22,"18:00 a 23:59","Guatemala","Petapa","Rural","Ignorado","Hombre","26","25-29","Mayor","Automovil","Corinto","IGNORADO","Colisión","Honda","Ebrio"
1805,16,"Junio","Domingo",13,"12:00 a 17:59","Jalapa","Monjas","Rural","Ignorado","Hombre","33","30-34","Mayor","Pick up","Negro","1984","Vuelco","Toyota","Normal"
1806,16,"Junio","Domingo",20,"18:00 a 23:59","Escuintla","Palín","Rural","Ignorado","Hombre","25","25-29","Mayor","Cabezal","Rojo","1984","Colisión","International","Normal"
1807,16,"Junio","Domingo",11,"06:00 a 11:59","Santa Rosa","Santa Rosa de Lima","Rural","Ignorado","Hombre","20","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Choque","Ignorado","Normal"
1808,16,"Junio","Domingo",18,"18:00 a 23:59","Quetzaltenango","Quetzaltenango","Urbano","3","Hombre","39","35-39","Mayor","Motocicleta","Rojo","IGNORADO","Colisión","Italika","Ebrio"
1809,16,"Junio","Domingo",12,"12:00 a 17:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","48","45-49","Mayor","Camión","Blanco","IGNORADO","Colisión","Mercedes benz","Ebrio"
1810,16,"Junio","Domingo",1,"00:00 a 05:59","Izabal","El Estor","Rural","Ignorado","Hombre","23","20-24","Mayor","Motocicleta","Rojo","IGNORADO","Colisión","Ignorado","Ebrio"
1811,16,"Junio","Domingo",13,"12:00 a 17:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","38","35-39","Mayor","Motocicleta","Ignorado","IGNORADO","Vuelco","Ignorado","Ebrio"
1812,17,"Junio","Lunes",23,"18:00 a 23:59","Guatemala","Guatemala","Urbano","12","Hombre","30","30-34","Mayor","Automovil","Gris","2012","Choque","Mazda","Ebrio"
1813,17,"Junio","Lunes",18,"18:00 a 23:59","Guatemala","Guatemala","Urbano","12","Hombre","23","20-24","Mayor","Automovil","Gris","1999","Colisión","Volvo","Ignorado"
1814,17,"Junio","Lunes",22,"18:00 a 23:59","Guatemala","Guatemala","Urbano","5","Hombre","36","35-39","Mayor","Automovil","Negro","2007","Colisión","Mazda","Ignorado"
1815,17,"Junio","Lunes",15,"12:00 a 17:59","Guatemala","Guatemala","Urbano","7","Hombre","51","50-54","Mayor","Pick up","Negro","1993","Colisión","Toyota","Ignorado"
1816,17,"Junio","Lunes",20,"18:00 a 23:59","Jutiapa","Jutiapa","Rural","Ignorado","Hombre","22","20-24","Mayor","Microbus","Verde","1998","Colisión","Toyota","Ebrio"
1817,17,"Junio","Lunes",6,"06:00 a 11:59","Jutiapa","Jutiapa","Rural","Ignorado","Hombre","38","35-39","Mayor","Cabezal","Ignorado","IGNORADO","Choque","Freightliner","Ignorado"
1818,17,"Junio","Lunes",8,"06:00 a 11:59","Zacapa","Zacapa","Rural","Ignorado","Hombre","35","35-39","Mayor","Camión","Blanco","2007","Vuelco","Kia","Ignorado"
1819,17,"Junio","Lunes",0,"00:00 a 05:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","19","15-19","Mayor","Motocicleta","Negro","2013","Colisión","Bajaj","Ignorado"
1820,17,"Junio","Lunes",20,"18:00 a 23:59","Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","40","40-44","Mayor","Pick up","Corinto","IGNORADO","Colisión","Toyota","Ignorado"
1821,18,"Junio","Martes",1,"00:00 a 05:59","Guatemala","Guatemala","Urbano","8","Hombre","48","45-49","Mayor","Pick up","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1822,18,"Junio","Martes",17,"12:00 a 17:59","Guatemala","Guatemala","Urbano","6","Hombre","43","40-44","Mayor","Bus urbano","Rojo","IGNORADO","Colisión","Blue bird","Ignorado"
1823,18,"Junio","Martes",18,"18:00 a 23:59","Guatemala","Guatemala","Urbano","6","Hombre","57","55-59","Mayor","Ignorado","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1824,18,"Junio","Martes",1,"00:00 a 05:59","Guatemala","Guatemala","Urbano","12","Hombre","34","30-34","Mayor","Automovil","Blanco","IGNORADO","Colisión","Mazda","Ignorado"
1825,18,"Junio","Martes",19,"18:00 a 23:59","Guatemala","Guatemala","Urbano","11","Hombre","37","35-39","Mayor","Camioneta","Café","2000","Choque","Mitsubishi","Ignorado"
1826,18,"Junio","Martes",4,"00:00 a 05:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","33","30-34","Mayor","Automovil","Celeste","IGNORADO","Choque","Ford","Ignorado"
1827,18,"Junio","Martes",22,"18:00 a 23:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Camión","Verde","IGNORADO","Vuelco","Ford","Ignorado"
1828,18,"Junio","Martes",13,"12:00 a 17:59","Izabal","Puerto Barrios","Rural","Ignorado","Mujer","48","45-49","Mayor","Camioneta","Azul","2007","Colisión","Toyota","Ignorado"
1829,18,"Junio","Martes",6,"06:00 a 11:59","Petén","Flores","Rural","Ignorado","Hombre","26","25-29","Mayor","Motocicleta","Ignorado","IGNORADO","Vuelco","Ignorado","Ignorado"
1830,18,"Junio","Martes",14,"12:00 a 17:59","Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","26","25-29","Mayor","Camión","Blanco","2000","Vuelco","Freightliner","Ignorado"
1831,19,"Junio","Miercoles",4,"00:00 a 05:59","Guatemala","Palencia","Rural","Ignorado","Hombre","32","30-34","Mayor","Pick up","Azul","1994","Colisión","Toyota","Ignorado"
1832,19,"Junio","Miercoles",11,"06:00 a 11:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","54","50-54","Mayor","Bus urbano","Turqueza","1994","Colisión","International","Ignorado"
1833,19,"Junio","Miercoles",6,"06:00 a 11:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","24","20-24","Mayor","Motocicleta","Rojo","IGNORADO","Colisión","Bajaj","Ignorado"
1834,19,"Junio","Miercoles",6,"06:00 a 11:59","Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","20","20-24","Mayor","Automovil","Gris","2003","Choque","Mazda","Ignorado"
1835,19,"Junio","Miercoles",22,"18:00 a 23:59","Retalhuleu","Retalhuleu","Rural","Ignorado","Hombre","42","40-44","Mayor","Camión","Blanco","1994","Colisión","Ignorado","Ignorado"
1836,19,"Junio","Miercoles",14,"12:00 a 17:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","36","35-39","Mayor","Microbus","Ignorado","2006","Colisión","Mitsubishi","Ignorado"
1837,19,"Junio","Miercoles",18,"18:00 a 23:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","44","40-44","Mayor","Pick up","Gris","1988","Choque","Toyota","Ignorado"
1838,19,"Junio","Miercoles",2,"00:00 a 05:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","62","60 y mas","Mayor","Pick up","Celeste","1989","Choque","Toyota","Ignorado"
1839,19,"Junio","Miercoles",22,"18:00 a 23:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","52","50-54","Mayor","Pick up","Gris","1995","Choque","Toyota","Ignorado"
1840,19,"Junio","Miercoles",17,"12:00 a 17:59","Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","27","25-29","Mayor","Motocicleta","Gris","IGNORADO","Vuelco","Bajaj","Ignorado"
1841,19,"Junio","Miercoles",18,"18:00 a 23:59","Baja Verapaz","Salamá","Rural","Ignorado","Hombre","46","45-49","Mayor","Microbus","Gris","2008","Colisión","Ignorado","Ignorado"
1842,19,"Junio","Miercoles",20,"18:00 a 23:59","Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","33","30-34","Mayor","Motocicleta","Rojo","2005","Colisión","Honda","Ignorado"
1843,20,"Junio","Jueves",6,"06:00 a 11:59","Guatemala","Guatemala","Urbano","1","Hombre","31","30-34","Mayor","Automovil","Blanco","2008","Colisión","Hyundai","Ignorado"
1844,20,"Junio","Jueves",5,"00:00 a 05:59","Guatemala","Guatemala","Urbano","13","Hombre","44","40-44","Mayor","Cabezal","Blanco","1997","Colisión","Freightliner","Ignorado"
1845,20,"Junio","Jueves",15,"12:00 a 17:59","Guatemala","Mixco","Urbano","4","Hombre","19","15-19","Mayor","Automovil","Corinto","2008","Colisión","Honda","Ignorado"
1846,20,"Junio","Jueves",5,"00:00 a 05:59","Chiquimula","Chiquimula","Rural","Ignorado","Hombre","19","15-19","Mayor","Pick up","Rojo","1986","Colisión","Toyota","Ignorado"
1847,20,"Junio","Jueves",19,"18:00 a 23:59","Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","53","50-54","Mayor","Pick up","Negro","2012","Colisión","Chevrolet","Ignorado"
1848,20,"Junio","Jueves",15,"12:00 a 17:59","Suchitepéquez","Mazatenango","Urbano","2","Hombre","19","15-19","Mayor","Motocicleta","Rojo","2013","Colisión","Bajaj","Ignorado"
1849,20,"Junio","Jueves",22,"18:00 a 23:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","33","30-34","Mayor","Pick up","Negro","1994","Colisión","Jeep","Ignorado"
1850,20,"Junio","Jueves",15,"12:00 a 17:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","39","35-39","Mayor","Camión","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1851,20,"Junio","Jueves",17,"12:00 a 17:59","Quetzaltenango","Colomba","Rural","Ignorado","Hombre","57","55-59","Mayor","Camioneta","Corinto","IGNORADO","Colisión","Nissan_duplicated_37","Ignorado"
1852,20,"Junio","Jueves",10,"06:00 a 11:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","25","25-29","Mayor","Pick up","Azul","1984","Vuelco","Toyota","Ignorado"
1853,20,"Junio","Jueves",12,"12:00 a 17:59","Baja Verapaz","Salamá","Rural","Ignorado","Hombre","66","60 y mas","Mayor","Pick up","Rojo","2007","Colisión","Mazda","Ignorado"
1854,21,"Junio","Viernes",10,"06:00 a 11:59","Guatemala","Guatemala","Urbano","1","Hombre","48","45-49","Mayor","Bus urbano","Azul","IGNORADO","Colisión","Ignorado","Ignorado"
1855,21,"Junio","Viernes",4,"00:00 a 05:59","Guatemala","Guatemala","Urbano","18","Hombre","Ignorado","Ignorado","Mayor","Camión","Blanco","IGNORADO","Choque","Freightliner","Ignorado"
1856,21,"Junio","Viernes",22,"18:00 a 23:59","Guatemala","Villa Nueva","Rural","Ignorado","Hombre","38","35-39","Mayor","Motocicleta","Rojo","IGNORADO","Choque","Kymco","Ignorado"
1857,21,"Junio","Viernes",6,"06:00 a 11:59","Jutiapa","Jutiapa","Rural","Ignorado","Hombre","24","20-24","Mayor","Motocicleta","Rojo","2008","Choque","Subaru","Ignorado"
1858,21,"Junio","Viernes",15,"12:00 a 17:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","43","40-44","Mayor","Bus extraurbano","Azul","1992","Colisión","International","Ignorado"
1859,21,"Junio","Viernes",9,"06:00 a 11:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","39","35-39","Mayor","Pick up","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1860,21,"Junio","Viernes",4,"00:00 a 05:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","27","25-29","Mayor","Pick up","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1861,22,"Junio","Sabado",21,"18:00 a 23:59","Guatemala","Guatemala","Urbano","9","Hombre","28","25-29","Mayor","Automovil","Rojo","2000","Colisión","Honda","Ignorado"
1862,22,"Junio","Sabado",2,"00:00 a 05:59","Guatemala","Guatemala","Urbano","4","Hombre","30","30-34","Mayor","Automovil","Gris","2011","Choque","Audi","Ignorado"
1863,22,"Junio","Sabado",10,"06:00 a 11:59","Guatemala","Guatemala","Urbano","9","Hombre","23","20-24","Mayor","Motocicleta","Negro","2006","Colisión","Suzuki","Ignorado"
1864,22,"Junio","Sabado",20,"18:00 a 23:59","Guatemala","Guatemala","Urbano","10","Hombre","40","40-44","Mayor","Taxi","Blanco","IGNORADO","Colisión","Hyundai","Normal"
1865,22,"Junio","Sabado",16,"12:00 a 17:59","Guatemala","Guatemala","Urbano","11","Hombre","29","25-29","Mayor","Motocicleta","Gris","IGNORADO","Colisión","Suzuki","Normal"
1866,22,"Junio","Sabado",15,"12:00 a 17:59","Guatemala","Guatemala","Urbano","12","Hombre","Ignorado","Ignorado","Mayor","Motocicleta","Rojo","IGNORADO","Vuelco","Ignorado","Normal"
1867,22,"Junio","Sabado",19,"18:00 a 23:59","Guatemala","Villa Nueva","Urbano","5","Hombre","33","30-34","Mayor","Camión","Blanco","2010","Colisión","Isuzu","Normal"
1868,22,"Junio","Sabado",15,"12:00 a 17:59","Guatemala","Mixco","Urbano","6","Hombre","52","50-54","Mayor","Automovil","Celeste","1983","Colisión","Toyota","Normal"
1869,22,"Junio","Sabado",19,"18:00 a 23:59","Guatemala","Mixco","Urbano","4","Hombre","44","40-44","Mayor","Automovil","Rojo","IGNORADO","Choque","Ignorado","Normal"
1870,22,"Junio","Sabado",21,"18:00 a 23:59","Jalapa","Jalapa","Rural","Ignorado","Hombre","28","25-29","Mayor","Motocicleta","Azul","IGNORADO","Colisión","Ignorado","Ebrio"
1871,22,"Junio","Sabado",15,"12:00 a 17:59","Escuintla","San José","Rural","Ignorado","Hombre","30","30-34","Mayor","Automovil","Blanco","1990","Colisión","Geo","Normal"
1872,22,"Junio","Sabado",19,"18:00 a 23:59","Suchitepéquez","Patulul","Rural","Ignorado","Hombre","47","45-49","Mayor","Pick up","Café","1998","Choque","Toyota","Normal"
1873,22,"Junio","Sabado",22,"18:00 a 23:59","Suchitepéquez","Patulul","Rural","Ignorado","Hombre","32","30-34","Mayor","Pick up","Gris","IGNORADO","Colisión","Mazda","Ignorado"
1874,23,"Junio","Domingo",18,"18:00 a 23:59","Guatemala","Guatemala","Urbano","1","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1875,23,"Junio","Domingo",4,"00:00 a 05:59","Guatemala","Villa Canales","Rural","Ignorado","Hombre","36","35-39","Mayor","Automovil","Corinto","2007","Choque","Ford","Ebrio"
1876,23,"Junio","Domingo",4,"00:00 a 05:59","Guatemala","Guatemala","Urbano","10","Hombre","24","20-24","Mayor","Motocicleta","Negro","IGNORADO","Choque","Freedom","Normal"
1877,23,"Junio","Domingo",1,"00:00 a 05:59","Guatemala","Guatemala","Urbano","9","Hombre","33","30-34","Mayor","Automovil","Gris","2005","Colisión","Peugeot","Normal"
1878,23,"Junio","Domingo",20,"18:00 a 23:59","Guatemala","Guatemala","Urbano","8","Hombre","35","35-39","Mayor","Taxi","Blanco","2008","Colisión","Hyundai","Ebrio"
1879,23,"Junio","Domingo",16,"12:00 a 17:59","Guatemala","Villa Canales","Rural","Ignorado","Hombre","34","30-34","Mayor","Taxi","Blanco","IGNORADO","Colisión","Hyundai","Normal"
1880,23,"Junio","Domingo",20,"18:00 a 23:59","Guatemala","Villa Canales","Rural","Ignorado","Hombre","36","35-39","Mayor","Bus extraurbano","Anaranjado","1990","Colisión","Ford","Ebrio"
1881,23,"Junio","Domingo",22,"18:00 a 23:59","Jutiapa","El Progreso","Rural","Ignorado","Hombre","26","25-29","Mayor","Automovil","Azul","IGNORADO","Choque","Honda","Ebrio"
1882,23,"Junio","Domingo",5,"00:00 a 05:59","Jutiapa","Santa Catarina Mita","Rural","Ignorado","Hombre","40","40-44","Mayor","Automovil","Ignorado","IGNORADO","Vuelco","Ignorado","Normal"
1883,23,"Junio","Domingo",19,"18:00 a 23:59","Jalapa","Jalapa","Rural","Ignorado","Hombre","42","40-44","Mayor","Automovil","Amarillo","1992","Choque","Honda","Normal"
1884,23,"Junio","Domingo",13,"12:00 a 17:59","Chiquimula","Quetzaltepeque","Rural","Ignorado","Hombre","21","20-24","Mayor","Automovil","Gris","1987","Colisión","Toyota","Normal"
1885,23,"Junio","Domingo",14,"12:00 a 17:59","Chiquimula","Chiquimula","Rural","Ignorado","Hombre","23","20-24","Mayor","Motocicleta","Negro","2013","Colisión","Honda","Normal"
1886,23,"Junio","Domingo",23,"18:00 a 23:59","Escuintla","Tiquizate","Rural","Ignorado","Hombre","37","35-39","Mayor","Bus extraurbano","Amarillo","1984","Colisión","International","Ebrio"
1887,23,"Junio","Domingo",10,"06:00 a 11:59","Escuintla","Siquinalá","Rural","Ignorado","Hombre","47","45-49","Mayor","Cabezal","Verde","1988","Colisión","Freightliner","Normal"
1888,23,"Junio","Domingo",10,"06:00 a 11:59","Santa Rosa","Barberena","Rural","Ignorado","Hombre","24","20-24","Mayor","Automovil","Gris","2004","Colisión","Mazda","Normal"
1889,23,"Junio","Domingo",17,"12:00 a 17:59","Santa Rosa","Oratorio","Rural","Ignorado","Hombre","19","15-19","Mayor","Mototaxi","Rojo","2012","Colisión","Bajaj","Normal"
1890,23,"Junio","Domingo",1,"00:00 a 05:59","San Marcos","San Marcos","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Motocicleta","Rojo","2010","Colisión","Honda","Normal"
1891,23,"Junio","Domingo",20,"18:00 a 23:59","Petén","Flores","Rural","Ignorado","Hombre","48","45-49","Mayor","Pick up","Rojo","2011","Choque","Isuzu","Normal"
1892,23,"Junio","Domingo",22,"18:00 a 23:59","Solola","Sololá","Rural","Ignorado","Hombre","29","25-29","Mayor","Motocicleta","Azul","IGNORADO","Colisión","Suzuki","Ebrio"
1893,24,"Junio","Lunes",7,"06:00 a 11:59","Guatemala","Guatemala","Urbano","1","Hombre","18","15-19","Mayor","Motocicleta","Azul","2007","Colisión","Suzuki","Normal"
1894,24,"Junio","Lunes",19,"18:00 a 23:59","Guatemala","Guatemala","Urbano","1","Hombre","28","25-29","Mayor","Pick up","Negro","2013","Colisión","Toyota","Normal"
1895,24,"Junio","Lunes",20,"18:00 a 23:59","Guatemala","Guatemala","Urbano","6","Hombre","29","25-29","Mayor","Motocicleta","Rojo","IGNORADO","Colisión","Italika","Ebrio"
1896,24,"Junio","Lunes",21,"18:00 a 23:59","Guatemala","Petapa","Urbano","7","Hombre","35","35-39","Mayor","Automovil","Verde","IGNORADO","Colisión","Suzuki","Ebrio"
1897,24,"Junio","Lunes",1,"00:00 a 05:59","Guatemala","Mixco","Rural","1","Hombre","38","35-39","Mayor","Automovil","Rojo","IGNORADO","Colisión","Nissan_duplicated_37","Ebrio"
1898,24,"Junio","Lunes",17,"12:00 a 17:59","Santa Rosa","San Rafael Las Flores","Rural","Ignorado","Hombre","20","20-24","Mayor","Pick up","Negro","2000","Choque","Ford","Ebrio"
1899,24,"Junio","Lunes",20,"18:00 a 23:59","Suchitepéquez","San Bernardino","Rural","Ignorado","Hombre","38","35-39","Mayor","Bus extraurbano","Negro","IGNORADO","Colisión","Ignorado","Normal"
1900,24,"Junio","Lunes",14,"12:00 a 17:59","Huehuetenango","Chiantla","Rural","Ignorado","Hombre","14","Menor de 15","Menor","Pick up","Ignorado","IGNORADO","Vuelco","Ignorado","Normal"
1901,25,"Junio","Martes",20,"18:00 a 23:59","Guatemala","Palencia","Rural","Ignorado","Hombre","19","15-19","Mayor","Mototaxi","Rojo","2002","Choque","Bajaj","Ebrio"
1902,25,"Junio","Martes",14,"12:00 a 17:59","Guatemala","San José del Golfo","Rural","Ignorado","Mujer","25","25-29","Mayor","Motocicleta","Ignorado","IGNORADO","Vuelco","Ignorado","Normal"
1903,25,"Junio","Martes",10,"06:00 a 11:59","Guatemala","San José del Golfo","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Camión","Verde","IGNORADO","Vuelco","Ford","Normal"
1904,25,"Junio","Martes",16,"12:00 a 17:59","Jutiapa","San José Acatempa","Rural","Ignorado","Hombre","27","25-29","Mayor","Microbus","Gris","IGNORADO","Colisión","Toyota","Normal"
1905,25,"Junio","Martes",20,"18:00 a 23:59","Jutiapa","Asunción Mita","Rural","Ignorado","Hombre","23","20-24","Mayor","Motocicleta","Ignorado","IGNORADO","Choque","Ignorado","Normal"
1906,25,"Junio","Martes",20,"18:00 a 23:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","39","35-39","Mayor","Automovil","Blanco","IGNORADO","Colisión","Toyota","Normal"
1907,25,"Junio","Martes",16,"12:00 a 17:59","Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Mototaxi","Rojo","IGNORADO","Choque","Bajaj","Normal"
1908,25,"Junio","Martes",8,"06:00 a 11:59","Solola","Nahualá","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Microbus","Gris","2006","Vuelco","Toyota","Normal"
1909,26,"Junio","Miercoles",18,"18:00 a 23:59","Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","19","15-19","Mayor","Mototaxi","Rojo","IGNORADO","Colisión","Bajaj","Ebrio"
1910,26,"Junio","Miercoles",8,"06:00 a 11:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Mujer","27","25-29","Mayor","Motocicleta","Celeste","IGNORADO","Colisión","Subaru","Ignorado"
1911,27,"Junio","Jueves",8,"06:00 a 11:59","Guatemala","Guatemala","Urbano","1","Hombre","43","40-44","Mayor","Automovil","Rojo","IGNORADO","Colisión","Mitsubishi","Ignorado"
1912,27,"Junio","Jueves",20,"18:00 a 23:59","Guatemala","Santa Catarina Pinula","Rural","Ignorado","Mujer","34","30-34","Mayor","Microbus","Anaranjado","IGNORADO","Caida","Toyota","Ignorado"
1913,27,"Junio","Jueves",19,"18:00 a 23:59","Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","27","25-29","Mayor","Pick up","Gris","2012","Colisión","Mazda","Ignorado"
1914,27,"Junio","Jueves",21,"18:00 a 23:59","Guatemala","Mixco","Urbano","4","Hombre","24","20-24","Mayor","Camión","Blanco","1995","Colisión","Isuzu","Ignorado"
1915,27,"Junio","Jueves",20,"18:00 a 23:59","Jutiapa","Jutiapa","Rural","Ignorado","Hombre","17","15-19","Menor","Pick up","Blanco","IGNORADO","Choque","Jeep","Ignorado"
1916,27,"Junio","Jueves",7,"06:00 a 11:59","Jalapa","San Pedro Pinula","Rural","Ignorado","Hombre","38","35-39","Mayor","Microbus","Blanco","2010","Colisión","Toyota","Ignorado"
1917,27,"Junio","Jueves",13,"12:00 a 17:59","Escuintla","Escuintla","Rural","Ignorado","Hombre","52","50-54","Mayor","Bus urbano","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1918,27,"Junio","Jueves",22,"18:00 a 23:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","36","35-39","Mayor","Motocicleta","Ignorado","IGNORADO","Colisión","Suzuki","Ebrio"
1919,27,"Junio","Jueves",5,"00:00 a 05:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","24","20-24","Mayor","Automovil","Café","IGNORADO","Vuelco","Toyota","Ebrio"
1920,27,"Junio","Jueves",18,"18:00 a 23:59","Petén","Flores","Urbano","1","Hombre","25","25-29","Mayor","Camioneta","Azul","2007","Colisión","Hyundai","Ignorado"
1921,27,"Junio","Jueves",15,"12:00 a 17:59","Quiché","Santa Cruz del Quiché","Rural","Ignorado","Hombre","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","IGNORADO","Caida","Toyota","Ignorado"
1922,28,"Junio","Viernes",22,"18:00 a 23:59","Guatemala","Guatemala","Urbano","6","Hombre","31","30-34","Mayor","Automovil","Blanco","2009","Colisión","Hyundai","Ignorado"
1923,28,"Junio","Viernes",5,"00:00 a 05:59","Guatemala","Guatemala","Urbano","13","Mujer","Ignorado","Ignorado","Mayor","Pick up","Blanco","1992","Colisión","Toyota","Ignorado"
1924,28,"Junio","Viernes",23,"18:00 a 23:59","Guatemala","Guatemala","Rural","13","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Ignorado","IGNORADO","Vuelco","Ignorado","Ignorado"
1925,28,"Junio","Viernes",2,"00:00 a 05:59","Guatemala","Guatemala","Urbano","11","Hombre","21","20-24","Mayor","Motocicleta","Rojo","2008","Choque","Ignorado","Ignorado"
1926,28,"Junio","Viernes",22,"18:00 a 23:59","Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","26","25-29","Mayor","Motocicleta","Rojo","2009","Choque","Bajaj","Ignorado"
1927,28,"Junio","Viernes",17,"12:00 a 17:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","33","30-34","Mayor","Microbus","Gris","IGNORADO","Colisión","Toyota","Ignorado"
1928,28,"Junio","Viernes",20,"18:00 a 23:59","Izabal","Puerto Barrios","Rural","Ignorado","Hombre","46","45-49","Mayor","Pick up","Celeste","1990","Colisión","Mazda","Ignorado"
1929,28,"Junio","Viernes",14,"12:00 a 17:59","Petén","Flores","Rural","Ignorado","Hombre","37","35-39","Mayor","Microbus","Azul","2006","Colisión","Toyota","Ignorado"
1930,29,"Junio","Sabado",4,"00:00 a 05:59","Guatemala","Guatemala","Urbano","1","Hombre","31","30-34","Mayor","Motocicleta","Rojo","IGNORADO","Vuelco","Ignorado","Ignorado"
1931,29,"Junio","Sabado",12,"12:00 a 17:59","Guatemala","Palencia","Rural","Ignorado","Hombre","30","30-34","Mayor","Motocicleta","Rojo","IGNORADO","Colisión","Sniper","Ignorado"
1932,29,"Junio","Sabado",15,"12:00 a 17:59","Guatemala","Santa Catarina Pinula","Rural","Ignorado","Mujer","29","25-29","Mayor","Camioneta","Gris","2004","Vuelco","Chevrolet","Ignorado"
1933,29,"Junio","Sabado",18,"18:00 a 23:59","Guatemala","Guatemala","Urbano","10","Hombre","41","40-44","Mayor","Automovil","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
1934,29,"Junio","Sabado",6,"06:00 a 11:59","Guatemala","Guatemala","Urbano","7","Hombre","22","20-24","Mayor","Automovil","Gris","IGNORADO","Colisión","Mitsubishi","Ignorado"
1935,29,"Junio","Sabado",10,"06:00 a 11:59","Guatemala","Guatemala","Urbano","12","Hombre","24","20-24","Mayor","Pick up","Azul","1981","Colisión","Mazda","Ignorado"
1936,29,"Junio","Sabado",22,"18:00 a 23:59","Guatemala","Villa Nueva","Rural","Ignorado","Hombre","28","25-29","Mayor","Pick up","Blanco","IGNORADO","Colisión","Dodge_duplicated_11","Ignorado"
1937,29,"Junio","Sabado",16,"12:00 a 17:59","Guatemala","San Juan Sacatepéquez","Rural","Ignorado","Hombre","22","20-24","Mayor","Bus urbano","Amarillo","IGNORADO","Choque","Blue bird","Ignorado"
1938,29,"Junio","Sabado",1,"00:00 a 05:59","Escuintla","Escuintla","Rural","Ignorado","Mujer","24","20-24","Mayor","Motocicleta","Negro","IGNORADO","Choque","Suzuki","Ignorado"
1939,29,"Junio","Sabado",18,"18:00 a 23:59","Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","30","30-34","Mayor","Motocicleta","Rojo","2007","Colisión","Bajaj","Ignorado"
1940,29,"Junio","Sabado",2,"00:00 a 05:59","Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","41","40-44","Mayor","Ignorado","Ignorado","IGNORADO","Colisión","Ignorado","Ignorado"
