"num_hecho","dia_ocu","mes_ocu","año_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","sexo_pil","edad_pil","g_edad_pil","estado_pil","tipo_vehi","color_vehi","modelo_vehi","causa_acc"
1092,9,"Abril",9,"Jueves",7,"San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Verde","Ignorado","Caida"
2419,17,"Agosto",9,"Lunes",16,"Solola","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camioneta","Corinto","Ignorado","Caida"
2556,31,"Agosto",9,"Lunes",17,"Escuintla","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Ignorado","Colisión"
1325,2,"Mayo",9,"Sabado",15,"Totonicapan","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","1986","Colisión"
3445,23,"Diciembre",9,"Miercoles",0,"Guatemala","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Beige","1986","Colisión"
3473,25,"Diciembre",9,"Viernes",4,"Peten","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","1986","Colisión"
2448,20,"Agosto",9,"Jueves",17,"Peten","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","1991","Colisión"
2767,28,"Septiembre",9,"Lunes",19,"Chimaltenango","Rural","Ignorado","Ignorado","Menos de 15","Ignorado","Pick up","Rojo","1993","Colisión"
2125,1,"Agosto",9,"Sabado",0,"Quetzaltenango","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","1998","Colisión"
2195,1,"Agosto",9,"Sabado",0,"Quetzaltenango","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","1998","Colisión"
2265,1,"Agosto",9,"Sabado",0,"Quetzaltenango","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","1998","Colisión"
1889,5,"Julio",9,"Domingo",1,"Suchitepequez","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","2005","Colisión"
2618,10,"Septiembre",9,"Jueves",19,"Santa Rosa","Rural","Ignorado","Ignorado","Menos de 15","Ignorado","Pick up","Ignorado","2006","Colisión"
371,4,"Febrero",9,"Miercoles",5,"Guatemala","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","2007","Colisión"
1897,6,"Julio",9,"Lunes",23,"Guatemala","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","2007","Colisión"
21,1,"Enero",9,"Jueves",17,"Quetzaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Colisión"
159,16,"Enero",9,"Viernes",19,"Guatemala","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Colisión"
280,26,"Enero",9,"Lunes",7,"Totonicapan","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","Ignorado","Colisión"
442,10,"Febrero",9,"Martes",8,"Peten","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Colisión"
651,27,"Febrero",9,"Viernes",22,"Santa Rosa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Ignorado","Colisión"
663,28,"Febrero",9,"Sabado",15,"Quetzaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Colisión"
835,14,"Marzo",9,"Sabado",4,"San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Colisión"
1333,3,"Mayo",9,"Domingo",17,"Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
1335,3,"Mayo",9,"Domingo",22,"Suchitepequez","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Ignorado","Colisión"
1521,21,"Mayo",9,"Jueves",15,"Alta Verpaz","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Gris","Ignorado","Colisión"
1594,2,"Junio",9,"Martes",20,"Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Colisión"
1600,2,"Junio",9,"Martes",19,"Izabal","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
1693,13,"Junio",9,"Sabado",21,"Sacatepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Gris","Ignorado","Colisión"
1717,15,"Junio",9,"Lunes",10,"El Progreso","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Blanco","Ignorado","Colisión"
1734,18,"Junio",9,"Jueves",11,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Colisión"
1880,4,"Julio",9,"Sabado",17,"Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Colisión"
2087,28,"Julio",9,"Martes",8,"San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Colisión"
2106,31,"Julio",9,"Viernes",15,"Guatemala","Urbano","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Negro","Ignorado","Colisión"
2329,7,"Agosto",9,"Viernes",22,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Gris","Ignorado","Colisión"
2511,26,"Agosto",9,"Miercoles",13,"Guatemala","Urbano","Ignorado","Ignorado","Menos de 15","Ignorado","Pick up","Negro","Ignorado","Colisión"
2806,3,"Octubre",9,"Sabado",23,"Guatemala","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Café","Ignorado","Colisión"
3099,6,"Noviembre",9,"Viernes",0,"Santa Rosa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Colisión"
3131,10,"Noviembre",9,"Martes",12,"Guatemala","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Negro","Ignorado","Colisión"
3357,14,"Diciembre",9,"Lunes",19,"Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Colisión"
3365,16,"Diciembre",9,"Miercoles",10,"Guatemala","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","Ignorado","Colisión"
3494,28,"Diciembre",9,"Lunes",0,"Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Colisión"
528,16,"Febrero",9,"Lunes",9,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Amarillo","1994","Empotro"
1659,9,"Junio",9,"Martes",15,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","1999","Empotro"
13,1,"Enero",9,"Jueves",15,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Empotro"
17,1,"Enero",9,"Jueves",8,"Quetzaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","Ignorado","Empotro"
72,8,"Enero",9,"Jueves",21,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Gris","Ignorado","Empotro"
131,13,"Enero",9,"Martes",7,"Peten","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Empotro"
437,9,"Febrero",9,"Lunes",20,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Ignorado","Empotro"
443,10,"Febrero",9,"Martes",18,"Solola","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Empotro"
460,12,"Febrero",9,"Jueves",23,"Huehuetenango","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Ignorado","Ignorado","Empotro"
595,22,"Febrero",9,"Domingo",14,"Quetzaltenango","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Ignorado","Empotro"
861,17,"Marzo",9,"Martes",14,"Guatemala","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","Ignorado","Empotro"
1247,23,"Abril",9,"Jueves",17,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Empotro"
1251,24,"Abril",9,"Viernes",9,"Jutiapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Empotro"
1636,6,"Junio",9,"Sabado",18,"Sacatepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Ignorado","Empotro"
2058,25,"Julio",9,"Sabado",15,"Izabal","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Empotro"
2539,29,"Agosto",9,"Sabado",2,"Totonicapan","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","Ignorado","Empotro"
2672,16,"Septiembre",9,"Miercoles",4,"Chiquimula","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Blanco","Ignorado","Empotro"
2776,29,"Septiembre",9,"Martes",14,"Totonicapan","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Empotro"
2784,30,"Septiembre",9,"Miercoles",0,"Jalapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Empotro"
2839,7,"Octubre",9,"Miercoles",21,"Chiquimula","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Blanco","Ignorado","Empotro"
2882,13,"Octubre",9,"Martes",12,"Alta Verpaz","Rural","Hombre","Ignorado","Ignorado","Ignorado","Pick up","Corinto","Ignorado","Empotro"
2960,21,"Octubre",9,"Miercoles",17,"San Marcos","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Ignorado","Ignorado","Empotro"
3295,6,"Diciembre",9,"Domingo",11,"Huehuetenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Empotro"
342,1,"Febrero",9,"Domingo",15,"Alta Verpaz","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","1984","Volco"
1774,22,"Junio",9,"Lunes",16,"Alta Verpaz","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Beige","1984","Volco"
3144,14,"Noviembre",9,"Sabado",10,"Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","1986","Volco"
2409,16,"Agosto",9,"Domingo",10,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","1990","Volco"
538,18,"Febrero",9,"Miercoles",7,"Quetzaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","1992","Volco"
2403,16,"Agosto",9,"Domingo",18,"Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","1998","Volco"
1939,11,"Julio",9,"Sabado",21,"Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","1999","Volco"
3261,2,"Diciembre",9,"Miercoles",7,"Escuintla","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Blanco","2006","Volco"
14,1,"Enero",9,"Jueves",10,"Retalhuleu","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","Ignorado","Volco"
304,30,"Enero",9,"Viernes",20,"El Progreso","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Ignorado","Volco"
338,1,"Febrero",9,"Domingo",12,"Santa Rosa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
351,1,"Febrero",9,"Domingo",22,"Chiquimula","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
362,3,"Febrero",9,"Martes",18,"Jutiapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
422,8,"Febrero",9,"Domingo",15,"Suchitepequez","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Ignorado","Ignorado","Volco"
561,20,"Febrero",9,"Viernes",21,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Volco"
653,27,"Febrero",9,"Viernes",8,"Quetzaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Volco"
709,3,"Marzo",9,"Martes",16,"Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Ignorado","Volco"
823,13,"Marzo",9,"Viernes",16,"Guatemala","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
866,17,"Marzo",9,"Martes",17,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Ignorado","Volco"
917,23,"Marzo",9,"Lunes",17,"Huehuetenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
942,26,"Marzo",9,"Jueves",18,"Jalapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
984,29,"Marzo",9,"Domingo",12,"Huehuetenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Ignorado","Volco"
1054,6,"Abril",9,"Lunes",6,"Solola","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Café","Ignorado","Volco"
1103,10,"Abril",9,"Viernes",8,"Solola","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Volco"
1104,11,"Abril",9,"Sabado",9,"Guatemala","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
1120,11,"Abril",9,"Sabado",13,"Totonicapan","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Volco"
1124,11,"Abril",9,"Sabado",15,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Café","Ignorado","Volco"
1125,11,"Abril",9,"Sabado",15,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
1271,26,"Abril",9,"Domingo",0,"Santa Rosa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Gris","Ignorado","Volco"
1541,23,"Mayo",9,"Sabado",22,"Izabal","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Volco"
1582,31,"Mayo",9,"Domingo",19,"Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Ignorado","Volco"
1669,11,"Junio",9,"Jueves",17,"Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
1854,1,"Junio",9,"Miercoles",0,"San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
1991,17,"Julio",9,"Viernes",0,"Jalapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Volco"
2053,25,"Julio",9,"Sabado",17,"Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Ignorado","Volco"
2139,2,"Agosto",9,"Domingo",15,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Volco"
2209,2,"Agosto",9,"Domingo",15,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Volco"
2279,2,"Agosto",9,"Domingo",15,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Volco"
2407,16,"Agosto",9,"Domingo",20,"Izabal","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Gris","Ignorado","Volco"
2479,23,"Agosto",9,"Domingo",15,"San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Volco"
2494,24,"Agosto",9,"Lunes",9,"Santa Rosa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
2681,16,"Septiembre",9,"Miercoles",16,"Quiche","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Blanco","Ignorado","Volco"
2716,21,"Septiembre",9,"Lunes",18,"Izabal","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","Volco"
3195,22,"Noviembre",9,"Domingo",18,"Escuintla","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Blanco","Ignorado","Volco"
3356,14,"Diciembre",9,"Lunes",2,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Café","Ignorado","Volco"
3521,31,"Diciembre",9,"Jueves",17,"Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Volco"
1278,26,"Abril",9,"Domingo",17,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","1987","Caida"
61,6,"Enero",9,"Martes",7,"Santa Rosa","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Rojo","1990","Caida"
1017,2,"Abril",9,"Jueves",13,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Corinto","2002","Caida"
1101,10,"Abril",9,"Viernes",0,"San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Caida"
1365,6,"Mayo",9,"Miercoles",22,"Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Caida"
1692,13,"Junio",9,"Sabado",17,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Caida"
2049,24,"Julio",9,"Viernes",17,"Baja Verapaz","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","Caida"
2741,26,"Septiembre",9,"Sabado",18,"Jalapa","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Pick up","Verde","Ignorado","Caida"
3122,8,"Noviembre",9,"Domingo",9,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Blanco","Ignorado","Caida"
3249,30,"Noviembre",9,"Lunes",15,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Ignorado","Caida"
840,14,"Marzo",9,"Sabado",2,"Guatemala","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Negro","Ignorado","Colisión"
1902,6,"Julio",9,"Lunes",12,"Peten","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
2736,25,"Septiembre",9,"Viernes",11,"Peten","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
3202,22,"Noviembre",9,"Domingo",20,"Peten","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Motocicleta","Ignorado","Ignorado","Colisión"
3203,23,"Noviembre",9,"Lunes",13,"Guatemala","Urbano","Hombre","Ignorado","Menos de 15","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
3466,25,"Diciembre",9,"Viernes",17,"Guatemala","Urbano","Hombre","Ignorado","Menos de 15","Ignorado","Motocicleta","Rojo","Ignorado","Colisión"
102,11,"Enero",9,"Domingo",0,"Guatemala","Urbano","Hombre","Ignorado","Menos de 15","Ignorado","Motocicleta","Rojo","Ignorado","Empotro"
436,9,"Febrero",9,"Lunes",7,"Huehuetenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Ignorado","Ignorado","Empotro"
465,12,"Febrero",9,"Jueves",4,"Guatemala","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Motocicleta","Ignorado","Ignorado","Empotro"
1879,4,"Julio",9,"Sabado",17,"Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Ignorado","Ignorado","Empotro"
1202,19,"Abril",9,"Domingo",14,"Santa Rosa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Ignorado","Ignorado","Volco"
337,1,"Febrero",9,"Domingo",2,"Retalhuleu","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Ignorado","Ignorado","Caida"
505,15,"Febrero",9,"Domingo",0,"Retalhuleu","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Rojo","Ignorado","Caida"
1294,28,"Abril",9,"Martes",22,"Jutiapa","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Motocicleta","Rojo","Ignorado","Caida"
3185,21,"Noviembre",9,"Sabado",16,"Peten","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Motocicleta","Ignorado","Ignorado","Caida"
1300,30,"Abril",9,"Jueves",0,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","1987","Colisión"
3408,20,"Diciembre",9,"Domingo",16,"Quetzaltenango","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Azul","1989","Colisión"
161,16,"Enero",9,"Viernes",1,"Guatemala","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","1992","Colisión"
294,28,"Enero",9,"Miercoles",6,"Quetzaltenango","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","1998","Colisión"
1938,11,"Julio",9,"Sabado",7,"Jutiapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","1999","Colisión"
440,10,"Febrero",9,"Martes",10,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","2008","Colisión"
2964,22,"Octubre",9,"Jueves",13,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","2008","Colisión"
225,22,"Enero",9,"Jueves",14,"Jutiapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Colisión"
510,15,"Febrero",9,"Domingo",21,"Alta Verpaz","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Colisión"
799,10,"Marzo",9,"Martes",0,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Anaranjado","Ignorado","Colisión"
1249,23,"Abril",9,"Jueves",8,"Izabal","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Colisión"
1372,6,"Mayo",9,"Miercoles",17,"Izabal","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Camión","Blanco","Ignorado","Colisión"
1459,15,"Mayo",9,"Viernes",7,"Quetzaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Colisión"
1508,19,"Mayo",9,"Martes",13,"Izabal","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Colisión"
1578,31,"Mayo",9,"Domingo",0,"Guatemala","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Colisión"
1725,17,"Junio",9,"Miercoles",20,"Retalhuleu","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Colisión"
1903,6,"Julio",9,"Lunes",16,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Colisión"
3338,12,"Diciembre",9,"Sabado",18,"San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Colisión"
3425,21,"Diciembre",9,"Lunes",12,"Alta Verpaz","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Colisión"
3493,28,"Diciembre",9,"Lunes",5,"Jutiapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Colisión"
117,12,"Enero",9,"Lunes",1,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Empotro"
228,22,"Enero",9,"Jueves",19,"San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Empotro"
1487,17,"Mayo",9,"Domingo",8,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Ignorado","Ignorado","Empotro"
2110,31,"Julio",9,"Viernes",15,"Quiche","Rural","Hombre","Ignorado","Menos de 15","Ignorado","Camión","Blanco","Ignorado","Empotro"
2820,4,"Octubre",9,"Domingo",8,"Totonicapan","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Empotro"
3319,9,"Diciembre",9,"Miercoles",11,"Alta Verpaz","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Empotro"
1912,8,"Julio",9,"Miercoles",20,"Quetzaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Rojo","1994","Volco"
2905,16,"Octubre",9,"Viernes",12,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","1995","Volco"
3253,1,"Diciembre",9,"Martes",14,"San Marcos","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Verde","2009","Volco"
128,13,"Enero",9,"Martes",2,"Totonicapan","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Volco"
1404,9,"Mayo",9,"Sabado",17,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Verde","Ignorado","Volco"
1878,4,"Julio",9,"Sabado",19,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Volco"
1987,16,"Julio",9,"Jueves",16,"Quiche","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Verde","Ignorado","Volco"
2091,29,"Julio",9,"Miercoles",11,"Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Volco"
3527,31,"Diciembre",9,"Jueves",20,"Alta Verpaz","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Volco"
1527,22,"Mayo",9,"Viernes",5,"Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","Caida"
1817,27,"Junio",9,"Sabado",14,"Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Corinto","Ignorado","Caida"
1919,9,"Julio",9,"Jueves",9,"Suchitepequez","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Rojo","1991","Colisión"
235,23,"Enero",9,"Viernes",5,"Retalhuleu","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Ignorado","Colisión"
264,25,"Enero",9,"Domingo",17,"Izabal","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Blanco","Ignorado","Colisión"
646,27,"Febrero",9,"Viernes",14,"Guatemala","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Blanco","Ignorado","Colisión"
1314,1,"Mayo",9,"Viernes",12,"Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Ignorado","Colisión"
1322,2,"Mayo",9,"Sabado",19,"Zacapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Blanco","Ignorado","Colisión"
1340,3,"Mayo",9,"Domingo",19,"Santa Rosa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Ignorado","Colisión"
