"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","muni_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad","edad_m1","condicion_pil","tipo_vehi","marca_vehi","color_vehi","modelo_vehi","causa_acc"
3799,19,"Agosto","Viernes",21,"Guatemala",15,"Rural","Ignorado","Mujer","24","20-24","Mayor","Lesionado","Motocicleta","Kymco","Blanco","Ignorado","Colisión"
4305,15,"Septiembre","Jueves",15,"Petén",1,"Rural","Ignorado","Mujer","22","20-24","Mayor","Lesionado","Motocicleta","Kymco","Gris","2006","Colisión"
5996,27,"12","Martes",12,"El Progreso",3,"Rural","Ignorado","Hombre","21","20-24","Mayor","Lesionado","Motocicleta","Kymco","Azul","Ignorado","Colisión"
554,3,"Febrero","Jueves",22,"Jutiapa",3,"Rural","Ignorado","Hombre","25","25-29","Mayor","Fallecido","Motocicleta","Kymco","Ignorado","Ignorado","Colisión"
1187,12,"Marzo","Sábado",15,"Quiché",1,"Rural","Ignorado","Hombre","28","25-29","Mayor","Lesionado","Motocicleta","Kymco","Negro","Ignorado","Volco"
2508,28,"Mayo","Sábado",20,"Petén",1,"Urbano","Ignorado","Hombre","27","25-29","Mayor","Lesionado","Motocicleta","Kymco","Rojo","Ignorado","Colisión"
2946,24,"Junio","Viernes",17,"Guatemala",1,"Urbano","6","Hombre","26","25-29","Mayor","Lesionado","Motocicleta","Kymco","Blanco","Ignorado","Colisión"
3117,4,"Julio","Lunes",5,"Guatemala",1,"Urbano","9","Hombre","28","25-29","Mayor","Lesionado","Motocicleta","Kymco","Blanco","Ignorado","Colisión"
3487,29,"Julio","Viernes",15,"Guatemala",1,"Urbano","18","Hombre","26","25-29","Mayor","Lesionado","Motocicleta","Kymco","Blanco","Ignorado","Colisión"
3798,19,"Agosto","Viernes",21,"Guatemala",15,"Rural","Ignorado","Hombre","26","25-29","Mayor","Lesionado","Motocicleta","Kymco","Blanco","Ignorado","Colisión"
4451,25,"Septiembre","Domingo",12,"Guatemala",15,"Rural","Ignorado","Hombre","25","25-29","Mayor","Lesionado","Motocicleta","Kymco","Gris","Ignorado","Colisión"
800,19,"Febrero","Sábado",12,"Escuintla",8,"Rural","Ignorado","Mujer","30","30-34","Mayor","Lesionado","Motocicleta","Kymco","Negro","Ignorado","Colisión"
1173,11,"Marzo","Viernes",2,"Guatemala",1,"Urbano","1","Hombre","32","30-34","Mayor","Lesionado","Motocicleta","Kymco","Blanco","Ignorado","Colisión"
3486,29,"Julio","Viernes",15,"Guatemala",1,"Urbano","18","Hombre","31","30-34","Mayor","Fallecido","Motocicleta","Kymco","Blanco","Ignorado","Colisión"
5817,18,"12","Domingo",5,"Guatemala",1,"Urbano","1","Hombre","30","30-34","Mayor","Lesionado","Motocicleta","Kymco","Blanco","Ignorado","Colisión"
2318,20,"Mayo","Viernes",18,"Guatemala",1,"Urbano","7","Hombre","35","35-39","Mayor","Lesionado","Motocicleta","Kymco","Azul","2006","Colisión"
555,3,"Febrero","Jueves",22,"Jutiapa",3,"Rural","Ignorado","Hombre","40","40-44","Mayor","Lesionado","Motocicleta","Kymco","Ignorado","Ignorado","Colisión"
1039,6,"Marzo","Domingo",17,"San Marcos",1,"Rural","Ignorado","Hombre","49","45-49","Mayor","Lesionado","Motocicleta","Kymco","Azul","Ignorado","Colisión"
5826,18,"12","Domingo",1,"Retalhuleu",1,"Rural","Ignorado","Hombre","45","45-49","Mayor","Lesionado","Motocicleta","Kymco","Negro","Ignorado","Colisión"
2368,21,"Mayo","Sábado",17,"Escuintla",1,"Urbano","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Fallecido","Motocicleta","Kymco","Negro","Ignorado","Colisión"
3465,26,"Julio","Martes",19,"Sacatepéquez",11,"Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Lesionado","Motocicleta","Kymco","Negro","Ignorado","Ignorado"
98,7,"Enero","Viernes",11,"Escuintla",1,"Rural","Ignorado","Hombre","12","Menos de 15","Menor","Lesionado","Pick up","Mazda","Azul","2004","Colisión"
99,7,"Enero","Viernes",11,"Escuintla",1,"Rural","Ignorado","Hombre","10","Menos de 15","Menor","Lesionado","Pick up","Mazda","Azul","2004","Colisión"
408,23,"Enero","Domingo",12,"Escuintla",5,"Rural","Ignorado","Mujer","8","Menos de 15","Menor","Fallecido","Pick up","Mazda","Blanco","2000","Colisión"
483,30,"Enero","Domingo",15,"Guatemala",5,"Rural","Ignorado","Hombre","3","Menos de 15","Menor","Lesionado","Pick up","Mazda","Blanco","1988","Embarranco"
484,30,"Enero","Domingo",15,"Guatemala",5,"Rural","Ignorado","Hombre","5","Menos de 15","Menor","Lesionado","Pick up","Mazda","Blanco","1988","Embarranco"
663,10,"Febrero","Jueves",11,"El Progreso",7,"Rural","Ignorado","Mujer","2","Menos de 15","Menor","Lesionado","Pick up","Mazda","Corinto","1990","Colisión"
664,10,"Febrero","Jueves",11,"El Progreso",7,"Rural","Ignorado","Hombre","6","Menos de 15","Menor","Lesionado","Pick up","Mazda","Corinto","1990","Colisión"
665,10,"Febrero","Jueves",11,"El Progreso",7,"Rural","Ignorado","Hombre","8","Menos de 15","Menor","Lesionado","Pick up","Mazda","Corinto","1990","Colisión"
785,18,"Febrero","Viernes",14,"Alta Verapaz",13,"Rural","Ignorado","Hombre","11","Menos de 15","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
791,18,"Febrero","Viernes",14,"Alta Verapaz",13,"Rural","Ignorado","Hombre","9","Menos de 15","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
794,18,"Febrero","Viernes",14,"Alta Verapaz",13,"Rural","Ignorado","Hombre","10","Menos de 15","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
795,18,"Febrero","Viernes",14,"Alta Verapaz",13,"Rural","Ignorado","Hombre","10","Menos de 15","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
1379,25,"Marzo","Viernes",20,"Petén",3,"Rural","Ignorado","Hombre","12","Menos de 15","Menor","Lesionado","Automovil","Mazda","Azul","Ignorado","Volco"
1648,11,"Abril","Lunes",19,"Guatemala",13,"Rural","Ignorado","Hombre","10","Menos de 15","Menor","Lesionado","Pick up","Mazda","Ignorado","2007","Colisión"
1649,11,"Abril","Lunes",19,"Guatemala",13,"Rural","Ignorado","Mujer","5","Menos de 15","Menor","Lesionado","Pick up","Mazda","Ignorado","2007","Colisión"
1651,11,"Abril","Lunes",19,"Guatemala",13,"Rural","Ignorado","Mujer","9","Menos de 15","Menor","Lesionado","Pick up","Mazda","Ignorado","2007","Colisión"
2168,11,"Mayo","Miércoles",17,"Guatemala",1,"Urbano","13","Hombre","1","Menos de 15","Menor","Lesionado","Automovil","Mazda","Blanco","Ignorado","Colisión"
2606,1,"Junio","Miércoles",15,"Alta Verapaz",1,"Rural","Ignorado","Mujer","13","Menos de 15","Menor","Lesionado","Automovil","Mazda","Azul","2001","Embarranco"
2652,4,"Junio","Sábado",1,"Guatemala",1,"Urbano","6","Mujer","3","Menos de 15","Menor","Lesionado","Automovil","Mazda","Rojo","Ignorado","Empotro"
2661,5,"Junio","Domingo",17,"Quetzaltenango",20,"Rural","Ignorado","Mujer","7","Menos de 15","Menor","Lesionado","Automovil","Mazda","Rojo","Ignorado","Colisión"
2663,5,"Junio","Domingo",17,"Quetzaltenango",20,"Rural","Ignorado","Hombre","1","Menos de 15","Menor","Lesionado","Pick up","Mazda","Rojo","1990","Colisión"
2728,9,"Junio","Jueves",20,"Quiché",1,"Rural","Ignorado","Mujer","7","Menos de 15","Menor","Lesionado","Camioneta","Mazda","Gris","2003","Colisión"
2729,9,"Junio","Jueves",20,"Quiché",1,"Rural","Ignorado","Mujer","3","Menos de 15","Menor","Lesionado","Camioneta","Mazda","Gris","2003","Colisión"
2861,17,"Junio","Viernes",23,"Guatemala",1,"Urbano","2","Hombre","9","Menos de 15","Menor","Lesionado","Automovil","Mazda","Blanco","1992","Colisión"
3029,28,"Junio","Martes",17,"Santa Rosa",11,"Rural","Ignorado","Mujer","6","Menos de 15","Menor","Lesionado","Pick up","Mazda","Negro","Ignorado","Colisión"
3032,28,"Junio","Martes",17,"Santa Rosa",11,"Rural","Ignorado","Mujer","12","Menos de 15","Menor","Lesionado","Pick up","Mazda","Negro","Ignorado","Colisión"
3033,28,"Junio","Martes",17,"Santa Rosa",11,"Rural","Ignorado","Hombre","14","Menos de 15","Menor","Lesionado","Pick up","Mazda","Negro","Ignorado","Colisión"
3034,28,"Junio","Martes",17,"Santa Rosa",11,"Rural","Ignorado","Hombre","14","Menos de 15","Menor","Lesionado","Pick up","Mazda","Negro","Ignorado","Colisión"
3351,22,"Julio","Viernes",12,"Jutiapa",12,"Rural","Ignorado","Mujer","2","Menos de 15","Menor","Lesionado","Automovil","Mazda","Negro","1997","Colisión"
3368,22,"Julio","Viernes",20,"Suchitepéquez",1,"Rural","Ignorado","Hombre","1","Menos de 15","Menor","Lesionado","Microbus","Mazda","Blanco","Ignorado","Colisión"
3371,22,"Julio","Viernes",20,"Suchitepéquez",1,"Rural","Ignorado","Mujer","13","Menos de 15","Menor","Lesionado","Microbus","Mazda","Blanco","Ignorado","Colisión"
3843,21,"Agosto","Domingo",1,"El Progreso",8,"Rural","Ignorado","Hombre","8","Menos de 15","Menor","Lesionado","Automovil","Mazda","Anaranjado","Ignorado","Empotro"
3844,21,"Agosto","Domingo",1,"El Progreso",8,"Rural","Ignorado","Hombre","2","Menos de 15","Menor","Lesionado","Automovil","Mazda","Anaranjado","Ignorado","Empotro"
4280,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","14","Menos de 15","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4294,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Mujer","13","Menos de 15","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4302,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Mujer","13","Menos de 15","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4749,17,"Octubre","Lunes",21,"Santa Rosa",1,"Rural","Ignorado","Mujer","1","Menos de 15","Menor","Lesionado","Automovil","Mazda","Beige","2002","Colisión"
4922,26,"Octubre","Miércoles",20,"Izabal",1,"Rural","Ignorado","Hombre","5","Menos de 15","Menor","Lesionado","Automovil","Mazda","Verde","1997","Colisión"
4923,26,"Octubre","Miércoles",20,"Izabal",1,"Rural","Ignorado","Hombre","2","Menos de 15","Menor","Lesionado","Automovil","Mazda","Verde","1997","Colisión"
5000,1,"Noviembre","Martes",17,"Guatemala",14,"Rural","Ignorado","Mujer","11","Menos de 15","Menor","Lesionado","Pick up","Mazda","Beige","Ignorado","Colisión"
5191,12,"Noviembre","Sábado",18,"Chimaltenango",9,"Rural","Ignorado","Hombre","11","Menos de 15","Menor","Lesionado","Automovil","Mazda","Negro","Ignorado","Colisión"
95,7,"Enero","Viernes",3,"Guatemala",8,"Urbano","4","Hombre","18","15-19","Mayor","Lesionado","Automovil","Mazda","Azul","Ignorado","Empotro"
97,7,"Enero","Viernes",11,"Escuintla",1,"Rural","Ignorado","Hombre","15","15-19","Menor","Lesionado","Pick up","Mazda","Azul","2004","Colisión"
662,10,"Febrero","Jueves",11,"El Progreso",7,"Rural","Ignorado","Hombre","15","15-19","Menor","Lesionado","Pick up","Mazda","Corinto","1990","Colisión"
787,18,"Febrero","Viernes",14,"Alta Verapaz",13,"Rural","Ignorado","Mujer","18","15-19","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
825,20,"Febrero","Domingo",18,"San Marcos",22,"Rural","Ignorado","Hombre","16","15-19","Menor","Lesionado","Automovil","Mazda","Beige","1993","Colisión"
1086,8,"Marzo","Martes",2,"Quetzaltenango",1,"Rural","Ignorado","Hombre","18","15-19","Mayor","Lesionado","Automovil","Mazda","Rojo","Ignorado","Colisión"
1595,9,"Abril","Sábado",0,"Guatemala",1,"Urbano","3","Hombre","18","15-19","Mayor","Lesionado","Automovil","Mazda","Gris","1996","Colisión"
1674,13,"Abril","Miércoles",10,"Santa Rosa",1,"Rural","Ignorado","Hombre","18","15-19","Mayor","Lesionado","Pick up","Mazda","Gris","1986","Embarranco"
2584,31,"Mayo","Martes",16,"Huehutenango",1,"Urbano","10","Hombre","17","15-19","Menor","Lesionado","Automovil","Mazda","Beige","1995","Colisión"
3208,11,"Julio","Lunes",10,"Guatemala",15,"Rural","Ignorado","Hombre","18","15-19","Mayor","Lesionado","Microbus","Mazda","Gris","Ignorado","Volco"
3209,11,"Julio","Lunes",10,"Guatemala",15,"Rural","Ignorado","Mujer","18","15-19","Mayor","Lesionado","Microbus","Mazda","Gris","Ignorado","Volco"
3359,22,"Julio","Viernes",20,"Suchitepéquez",1,"Rural","Ignorado","Mujer","16","15-19","Menor","Lesionado","Microbus","Mazda","Blanco","Ignorado","Colisión"
3579,3,"Agosto","Miércoles",23,"Guatemala",1,"Urbano","12","Mujer","18","15-19","Mayor","Lesionado","Automovil","Mazda","Beige","2004","Colisión"
3899,28,"Agosto","Domingo",1,"Alta Verapaz",1,"Rural","Ignorado","Hombre","19","15-19","Mayor","Lesionado","Automovil","Mazda","Beige","1995","Colisión"
3900,28,"Agosto","Domingo",1,"Alta Verapaz",1,"Rural","Ignorado","Hombre","18","15-19","Mayor","Lesionado","Automovil","Mazda","Beige","1995","Colisión"
3901,28,"Agosto","Domingo",1,"Alta Verapaz",1,"Rural","Ignorado","Mujer","17","15-19","Menor","Lesionado","Automovil","Mazda","Beige","1995","Colisión"
4109,8,"Septiembre","Jueves",23,"Chimaltenango",9,"Rural","Ignorado","Hombre","19","15-19","Mayor","Lesionado","Automovil","Mazda","Negro","Ignorado","Volco"
4281,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","17","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4282,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","16","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4283,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","17","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4284,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Mujer","19","15-19","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4285,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","16","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4286,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Mujer","16","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4287,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","15","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4288,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","18","15-19","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4289,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Mujer","18","15-19","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4290,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","16","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4292,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Mujer","18","15-19","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4293,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Mujer","15","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4295,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","16","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4296,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Mujer","19","15-19","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4297,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Mujer","19","15-19","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4298,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","17","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4299,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Mujer","19","15-19","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4300,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Mujer","16","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4301,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","15","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4303,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","16","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4304,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","15","15-19","Menor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
4921,26,"Octubre","Miércoles",20,"Izabal",1,"Rural","Ignorado","Hombre","16","15-19","Menor","Lesionado","Automovil","Mazda","Verde","1997","Colisión"
4999,1,"Noviembre","Martes",17,"Guatemala",14,"Rural","Ignorado","Mujer","19","15-19","Mayor","Lesionado","Pick up","Mazda","Beige","Ignorado","Colisión"
5190,12,"Noviembre","Sábado",18,"Chimaltenango",9,"Rural","Ignorado","Hombre","19","15-19","Mayor","Lesionado","Automovil","Mazda","Negro","Ignorado","Colisión"
5236,14,"Noviembre","Lunes",23,"Guatemala",14,"Rural","Ignorado","Hombre","15","15-19","Menor","Lesionado","Automovil","Mazda","Negro","Ignorado","Colisión"
38,2,"Enero","Domingo",2,"Chimaltenango",9,"Rural","Ignorado","Hombre","22","20-24","Mayor","Lesionado","Pick up","Mazda","Gris","1998","Colisión"
265,16,"Enero","Domingo",15,"Guatemala",13,"Rural","Ignorado","Mujer","20","20-24","Mayor","Lesionado","Automovil","Mazda","Gris","2001","Colisión"
615,6,"Febrero","Domingo",19,"Guatemala",1,"Urbano","13","Hombre","23","20-24","Mayor","Lesionado","Automovil","Mazda","Gris","Ignorado","Empotro"
667,10,"Febrero","Jueves",23,"Guatemala",1,"Urbano","9","Mujer","20","20-24","Mayor","Lesionado","Automovil","Mazda","Blanco","2001","Colisión"
797,18,"Febrero","Viernes",14,"Alta Verapaz",13,"Rural","Ignorado","Hombre","20","20-24","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
798,18,"Febrero","Viernes",14,"Alta Verapaz",13,"Rural","Ignorado","Hombre","21","20-24","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
799,18,"Febrero","Viernes",14,"Alta Verapaz",13,"Rural","Ignorado","Hombre","24","20-24","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
1304,18,"Marzo","Viernes",2,"Chimaltenango",16,"Rural","Ignorado","Hombre","21","20-24","Mayor","Lesionado","Automovil","Mazda","Azul","Ignorado","Colisión"
1405,28,"Marzo","Lunes",6,"Guatemala",13,"Rural","Ignorado","Hombre","22","20-24","Mayor","Lesionado","Automovil","Mazda","Gris","2002","Empotro"
2461,28,"Mayo","Sábado",13,"Escuintla",2,"Rural","Ignorado","Mujer","20","20-24","Mayor","Lesionado","Automovil","Mazda","Gris","2007","Colisión"
2520,29,"Mayo","Domingo",20,"San Marcos",22,"Rural","Ignorado","Hombre","23","20-24","Mayor","Lesionado","Automovil","Mazda","Gris","Ignorado","Colisión"
2653,5,"Junio","Domingo",22,"Guatemala",1,"Urbano","12","Hombre","22","20-24","Mayor","Lesionado","Automovil","Mazda","Rojo","Ignorado","Colisión"
2656,5,"Junio","Domingo",5,"Guatemala",8,"Urbano","8","Hombre","20","20-24","Mayor","Lesionado","Automovil","Mazda","Gris","Ignorado","Colisión"
3282,19,"Julio","Martes",9,"Guatemala",1,"Urbano","13","Hombre","20","20-24","Mayor","Lesionado","Automovil","Mazda","Gris","2008","Colisión"
3312,21,"Julio","Jueves",7,"Guatemala",1,"Urbano","9","Hombre","24","20-24","Mayor","Lesionado","Automovil","Mazda","Rojo","Ignorado","Colisión"
3349,22,"Julio","Viernes",12,"Jutiapa",12,"Rural","Ignorado","Hombre","22","20-24","Mayor","Lesionado","Automovil","Mazda","Negro","1997","Colisión"
3350,22,"Julio","Viernes",12,"Jutiapa",12,"Rural","Ignorado","Mujer","22","20-24","Mayor","Lesionado","Automovil","Mazda","Negro","1997","Colisión"
3361,22,"Julio","Viernes",20,"Suchitepéquez",1,"Rural","Ignorado","Hombre","21","20-24","Mayor","Lesionado","Microbus","Mazda","Blanco","Ignorado","Colisión"
3362,22,"Julio","Viernes",20,"Suchitepéquez",1,"Rural","Ignorado","Hombre","24","20-24","Mayor","Lesionado","Microbus","Mazda","Blanco","Ignorado","Colisión"
3366,22,"Julio","Viernes",20,"Suchitepéquez",1,"Rural","Ignorado","Mujer","23","20-24","Mayor","Lesionado","Microbus","Mazda","Blanco","Ignorado","Colisión"
3367,22,"Julio","Viernes",20,"Suchitepéquez",1,"Rural","Ignorado","Mujer","20","20-24","Mayor","Lesionado","Microbus","Mazda","Blanco","Ignorado","Colisión"
3369,22,"Julio","Viernes",20,"Suchitepéquez",1,"Rural","Ignorado","Mujer","22","20-24","Mayor","Lesionado","Microbus","Mazda","Blanco","Ignorado","Colisión"
3578,3,"Agosto","Miércoles",23,"Guatemala",1,"Urbano","12","Mujer","21","20-24","Mayor","Lesionado","Automovil","Mazda","Beige","2004","Colisión"
4108,8,"Septiembre","Jueves",23,"Chimaltenango",9,"Rural","Ignorado","Hombre","21","20-24","Mayor","Lesionado","Automovil","Mazda","Negro","Ignorado","Volco"
4251,13,"Septiembre","Martes",17,"Quetzaltenango",16,"Rural","Ignorado","Mujer","22","20-24","Mayor","Lesionado","Camioneta","Mazda","Gris","1990","Colisión"
4313,16,"Septiembre","Viernes",18,"Huehutenango",1,"Rural","Ignorado","Hombre","20","20-24","Mayor","Lesionado","Pick up","Mazda","Gris","2007","Empotro"
4653,8,"Octubre","Sábado",4,"Guatemala",8,"Urbano","3","Hombre","23","20-24","Mayor","Lesionado","Automovil","Mazda","Rojo","Ignorado","Empotro"
4654,8,"Octubre","Sábado",4,"Guatemala",8,"Urbano","3","Hombre","23","20-24","Mayor","Lesionado","Automovil","Mazda","Rojo","Ignorado","Empotro"
5235,14,"Noviembre","Lunes",23,"Guatemala",14,"Rural","Ignorado","Hombre","23","20-24","Mayor","Lesionado","Automovil","Mazda","Negro","Ignorado","Colisión"
5773,14,"12","Miércoles",20,"Escuintla",13,"Rural","Ignorado","Hombre","21","20-24","Mayor","Lesionado","Ignorado","Mazda","Ignorado","1987","Colisión"
6026,30,"12","Viernes",4,"Escuintla",9,"Rural","Ignorado","Hombre","23","20-24","Mayor","Lesionado","Automovil","Mazda","Negro","2001","Colisión"
40,2,"Enero","Domingo",2,"Chimaltenango",9,"Rural","Ignorado","Hombre","25","25-29","Mayor","Fallecido","Pick up","Mazda","Gris","1998","Colisión"
190,10,"Enero","Lunes",23,"Quetzaltenango",1,"Urbano","1","Hombre","29","25-29","Mayor","Lesionado","Automovil","Mazda","Azul","Ignorado","Empotro"
191,10,"Enero","Lunes",23,"Quetzaltenango",1,"Urbano","1","Hombre","29","25-29","Mayor","Lesionado","Automovil","Mazda","Azul","Ignorado","Empotro"
993,3,"Marzo","Jueves",16,"Zacapa",1,"Rural","Ignorado","Mujer","29","25-29","Mayor","Lesionado","Pick up","Mazda","Rojo","2011","Empotro"
1143,10,"Marzo","Jueves",15,"Huehutenango",23,"Rural","Ignorado","Hombre","28","25-29","Mayor","Lesionado","Pick up","Mazda","Gris","2011","Colisión"
1189,13,"Marzo","Domingo",18,"Guatemala",1,"Urbano","1","Hombre","26","25-29","Mayor","Lesionado","Automovil","Mazda","Verde","2006","Colisión"
1378,25,"Marzo","Viernes",20,"Petén",3,"Rural","Ignorado","Hombre","29","25-29","Mayor","Lesionado","Automovil","Mazda","Azul","Ignorado","Volco"
1404,28,"Marzo","Lunes",6,"Guatemala",13,"Rural","Ignorado","Hombre","27","25-29","Mayor","Lesionado","Automovil","Mazda","Gris","2002","Empotro"
1418,29,"Marzo","Martes",19,"Zacapa",1,"Rural","Ignorado","Hombre","25","25-29","Mayor","Lesionado","Automovil","Mazda","Corinto","Ignorado","Colisión"
1671,13,"Abril","Miércoles",10,"Santa Rosa",1,"Rural","Ignorado","Hombre","25","25-29","Mayor","Lesionado","Pick up","Mazda","Gris","1986","Embarranco"
1672,13,"Abril","Miércoles",10,"Santa Rosa",1,"Rural","Ignorado","Hombre","25","25-29","Mayor","Lesionado","Pick up","Mazda","Gris","1986","Embarranco"
1709,16,"Abril","Sábado",23,"Guatemala",13,"Rural","Ignorado","Hombre","25","25-29","Mayor","Lesionado","Automovil","Mazda","Verde","1992","Colisión"
2302,19,"Mayo","Jueves",15,"Retalhuleu",9,"Rural","Ignorado","Mujer","25","25-29","Mayor","Lesionado","Pick up","Mazda","Gris","2006","Colisión"
2655,5,"Junio","Domingo",5,"Guatemala",8,"Urbano","8","Hombre","26","25-29","Mayor","Lesionado","Automovil","Mazda","Gris","Ignorado","Colisión"
2662,5,"Junio","Domingo",17,"Quetzaltenango",20,"Rural","Ignorado","Mujer","28","25-29","Mayor","Lesionado","Pick up","Mazda","Rojo","1990","Colisión"
2727,9,"Junio","Jueves",20,"Quiché",1,"Rural","Ignorado","Mujer","27","25-29","Mayor","Lesionado","Camioneta","Mazda","Gris","2003","Colisión"
2735,10,"Junio","Viernes",0,"Guatemala",1,"Urbano","7","Mujer","28","25-29","Mayor","Lesionado","Automovil","Mazda","Verde","1993","Colisión"
2736,10,"Junio","Viernes",0,"Guatemala",1,"Urbano","7","Mujer","28","25-29","Mayor","Lesionado","Automovil","Mazda","Verde","1993","Colisión"
3354,22,"Julio","Viernes",20,"Suchitepéquez",1,"Rural","Ignorado","Hombre","25","25-29","Mayor","Lesionado","Microbus","Mazda","Blanco","Ignorado","Colisión"
3363,22,"Julio","Viernes",20,"Suchitepéquez",1,"Rural","Ignorado","Hombre","26","25-29","Mayor","Lesionado","Microbus","Mazda","Blanco","Ignorado","Colisión"
3365,22,"Julio","Viernes",20,"Suchitepéquez",1,"Rural","Ignorado","Hombre","29","25-29","Mayor","Lesionado","Microbus","Mazda","Blanco","Ignorado","Colisión"
3824,21,"Agosto","Domingo",14,"Jutiapa",1,"Rural","Ignorado","Hombre","26","25-29","Mayor","Lesionado","Pick up","Mazda","Gris","Ignorado","Embarranco"
3842,21,"Agosto","Domingo",1,"El Progreso",8,"Rural","Ignorado","Mujer","25","25-29","Mayor","Lesionado","Automovil","Mazda","Anaranjado","Ignorado","Empotro"
3951,30,"Agosto","Martes",13,"Guatemala",1,"Urbano","13","Hombre","29","25-29","Mayor","Lesionado","Pick up","Mazda","Blanco","2006","Colisión"
3952,30,"Agosto","Martes",13,"Guatemala",1,"Urbano","13","Hombre","27","25-29","Mayor","Lesionado","Pick up","Mazda","Blanco","2006","Colisión"
4291,15,"Septiembre","Jueves",5,"Alta Verapaz",13,"Rural","Ignorado","Hombre","28","25-29","Mayor","Lesionado","Camión","Mazda","Azul","Ignorado","Colisión"
