"","núm_corre","año_ocu","día_ocu","hora_ocu","g_hora","g_hora_5","mes_ocu","día_sem_ocu","mupio_ocu","depto_ocu","zona_ocu","sexo_per","edad_per","g_edad_80ymás","g_edad_60ymás","edad_quinquenales","mayor_menor","tipo_veh","marca_veh","color_veh","modelo_veh","g_modelo_veh","tipo_eve","fall_les","int_o_noint"
"928",928,2017,28,20,4,3,2,2,501,5,99,1,40,7,7,9,1,4,999,99,9999,6,4,2,1
"929",929,2017,28,14,3,2,2,2,511,5,99,1,29,4,4,6,1,4,27,99,9999,6,4,2,1
"930",930,2017,28,20,4,3,2,2,614,6,99,1,24,3,3,5,1,4,54,3,9999,6,1,1,2
"931",931,2017,28,20,4,3,2,2,614,6,99,1,17,2,2,4,2,4,54,3,9999,6,1,1,2
"932",932,2017,28,11,2,1,2,2,1001,10,99,1,43,7,7,9,1,9,52,2,9999,6,2,2,1
"933",933,2017,28,0,1,1,2,2,1202,12,99,1,25,4,4,6,1,4,67,4,2016,5,1,2,1
"934",934,2017,28,23,4,3,2,2,1801,18,99,1,999,16,12,18,1,4,18,2,9999,6,1,1,2
"935",935,2017,28,23,4,3,2,2,1801,18,99,1,999,16,12,18,1,4,18,2,9999,6,1,1,2
"936",936,2017,28,20,4,3,2,2,1705,17,99,1,0,1,1,1,2,9,999,4,9999,6,1,1,2
"937",937,2017,28,20,4,3,2,2,1705,17,99,1,4,1,1,1,2,9,999,4,9999,6,1,1,2
"938",938,2017,28,20,4,3,2,2,1705,17,99,1,52,9,9,11,1,9,999,4,9999,6,1,1,2
"939",939,2017,28,20,4,3,2,2,1705,17,99,1,999,16,12,18,1,9,999,4,9999,6,1,1,2
"940",940,2017,28,20,4,3,2,2,1705,17,99,1,999,16,12,18,1,9,999,4,9999,6,1,1,2
"941",941,2017,28,20,4,3,2,2,1705,17,99,2,999,16,12,18,1,9,999,4,9999,6,1,1,2
"942",942,2017,28,20,4,3,2,2,1705,17,99,2,33,5,5,7,1,9,999,4,9999,6,1,2,1
"943",943,2017,28,20,4,3,2,2,1705,17,99,1,26,4,4,6,1,9,999,4,9999,6,1,2,1
"944",944,2017,28,20,4,3,2,2,1705,17,99,1,41,7,7,9,1,9,999,4,9999,6,1,2,1
"945",945,2017,28,20,4,3,2,2,1705,17,99,2,29,4,4,6,1,9,999,4,9999,6,1,2,1
"946",946,2017,28,20,4,3,2,2,1705,17,99,1,8,1,1,2,2,9,999,4,9999,6,1,2,1
"947",947,2017,28,20,4,3,2,2,1705,17,99,2,58,10,10,12,1,9,999,4,9999,6,1,2,1
"948",948,2017,28,20,4,3,2,2,1705,17,99,1,29,4,4,6,1,9,999,4,9999,6,1,2,1
"949",949,2017,28,20,4,3,2,2,1705,17,99,1,23,3,3,5,1,9,999,4,9999,6,1,2,1
"950",950,2017,28,20,4,3,2,2,1705,17,99,2,30,5,5,7,1,9,999,4,9999,6,1,2,1
"951",951,2017,28,20,4,3,2,2,1705,17,99,2,36,6,6,8,1,9,999,4,9999,6,1,2,1
"952",952,2017,28,20,4,3,2,2,1705,17,99,1,38,6,6,8,1,9,999,4,9999,6,1,2,1
"953",953,2017,28,23,4,3,2,2,1406,14,99,1,36,6,6,8,1,5,28,2,9999,6,1,2,1
"954",954,2017,28,23,4,3,2,2,1406,14,99,1,999,16,12,18,1,5,17,3,9999,6,1,1,2
"955",955,2017,28,23,4,3,2,2,1406,14,99,1,999,16,12,18,1,5,17,3,9999,6,1,1,2
"956",956,2017,28,13,3,2,2,2,1413,14,99,1,30,5,5,7,1,3,69,6,9999,6,4,2,1
"957",957,2017,28,13,3,2,2,2,1413,14,99,2,30,5,5,7,1,3,69,6,9999,6,4,2,1
"958",958,2017,28,13,3,2,2,2,1413,14,99,2,40,7,7,9,1,3,69,6,9999,6,4,2,1
"959",959,2017,28,13,3,2,2,2,1413,14,99,1,21,3,3,5,1,3,69,6,9999,6,4,2,1
"960",960,2017,28,17,3,2,2,2,301,3,99,1,47,8,8,10,1,12,999,99,9999,6,3,2,1
"961",961,2017,28,17,3,2,2,2,301,3,99,2,36,6,6,8,1,12,999,99,9999,6,3,2,1
"962",962,2017,28,17,3,2,2,2,301,3,99,1,21,3,3,5,1,12,999,99,9999,6,3,2,1
"963",963,2017,28,17,3,2,2,2,301,3,99,2,25,4,4,6,1,12,999,99,9999,6,3,2,1
"964",964,2017,28,17,3,2,2,2,301,3,99,1,25,4,4,6,1,12,999,99,9999,6,3,2,1
"965",965,2017,28,17,3,2,2,2,301,3,99,1,23,3,3,5,1,12,999,99,9999,6,3,2,1
"966",966,2017,28,17,3,2,2,2,301,3,99,2,37,6,6,8,1,12,999,99,9999,6,3,2,1
"967",967,2017,28,17,3,2,2,2,301,3,99,1,47,8,8,10,1,12,999,99,9999,6,3,2,1
"968",968,2017,28,17,3,2,2,2,301,3,99,2,26,4,4,6,1,12,999,99,9999,6,3,2,1
"969",969,2017,28,17,3,2,2,2,301,3,99,1,20,3,3,5,1,12,999,99,9999,6,3,2,1
"970",970,2017,28,17,3,2,2,2,301,3,99,1,39,6,6,8,1,12,999,99,9999,6,3,2,1
"971",971,2017,28,17,3,2,2,2,301,3,99,2,28,4,4,6,1,12,999,99,9999,6,3,2,1
"972",972,2017,28,17,3,2,2,2,301,3,99,1,34,5,5,7,1,12,999,99,9999,6,3,2,1
"973",973,2017,28,17,3,2,2,2,301,3,99,1,32,5,5,7,1,12,999,99,9999,6,3,2,1
"974",974,2017,28,17,3,2,2,2,301,3,99,1,21,3,3,5,1,12,999,99,9999,6,3,2,1
"975",975,2017,28,17,3,2,2,2,301,3,99,2,32,5,5,7,1,12,999,99,9999,6,3,2,1
"976",976,2017,28,17,3,2,2,2,301,3,99,1,41,7,7,9,1,12,999,99,9999,6,3,2,1
"977",977,2017,28,17,3,2,2,2,301,3,99,2,54,9,9,11,1,12,999,99,9999,6,3,2,1
"978",978,2017,28,17,3,2,2,2,301,3,99,2,21,3,3,5,1,12,999,99,9999,6,3,2,1
"979",979,2017,28,17,3,2,2,2,301,3,99,2,55,10,10,12,1,12,999,99,9999,6,3,2,1
"980",980,2017,28,17,3,2,2,2,301,3,99,1,26,4,4,6,1,12,999,99,9999,6,3,2,1
"981",981,2017,28,17,3,2,2,2,301,3,99,1,19,2,2,4,1,12,999,99,9999,6,3,2,1
"982",982,2017,28,17,3,2,2,2,301,3,99,1,52,9,9,11,1,12,999,99,9999,6,3,2,1
"983",983,2017,28,17,3,2,2,2,301,3,99,1,24,3,3,5,1,12,999,99,9999,6,3,2,1
"984",984,2017,28,17,3,2,2,2,301,3,99,1,27,4,4,6,1,12,999,99,9999,6,3,2,1
"985",985,2017,28,17,3,2,2,2,301,3,99,2,999,16,12,18,1,12,999,99,9999,6,3,2,1
"986",986,2017,1,7,2,1,1,7,117,1,99,1,60,11,11,13,1,1,999,5,9999,6,5,2,1
"987",987,2017,1,23,4,3,1,7,501,5,99,1,51,9,9,11,1,4,999,99,9999,6,5,2,1
"988",988,2017,1,8,2,1,1,7,501,5,99,1,47,8,8,10,1,2,27,4,9999,6,5,2,1
"989",989,2017,1,5,1,1,1,7,501,5,99,1,27,4,4,6,1,99,999,99,9999,6,5,2,1
"990",990,2017,1,8,2,1,1,7,501,5,99,1,22,3,3,5,1,99,999,99,9999,6,5,2,1
"991",991,2017,1,8,2,1,1,7,1014,10,99,2,42,7,7,9,1,14,999,1,9999,6,5,2,2
"992",992,2017,1,19,4,3,1,7,1201,12,99,2,50,9,9,11,1,99,999,99,9999,6,5,2,1
"993",993,2017,1,6,2,1,1,7,1615,16,99,1,16,2,2,4,2,99,999,99,9999,6,5,1,2
"994",994,2017,1,16,3,2,1,7,1503,15,99,1,51,9,9,11,1,4,67,5,2016,5,5,2,1
"995",995,2017,1,13,3,2,1,7,705,7,99,1,21,3,3,5,1,2,52,4,1992,3,5,1,2
"996",996,2017,1,8,2,1,1,7,401,4,99,1,24,3,3,5,1,99,999,99,9999,6,5,2,1
"997",997,2017,2,20,4,3,1,1,111,1,99,1,65,12,11,14,1,99,999,99,9999,6,5,1,2
"998",998,2017,2,20,4,3,1,1,111,1,99,1,58,10,10,12,1,99,999,99,9999,6,5,2,1
"999",999,2017,2,14,3,2,1,1,117,1,99,1,33,5,5,7,1,1,52,5,2005,4,5,2,1
"1000",1000,2017,2,19,4,3,1,1,501,5,99,1,70,13,11,15,1,99,999,99,9999,6,5,1,2
"1001",1001,2017,2,22,4,3,1,1,505,5,99,1,999,16,12,18,9,99,999,99,9999,6,5,1,2
"1002",1002,2017,2,8,2,1,1,1,602,6,99,2,21,3,3,5,1,3,69,2,9999,6,5,1,2
"1003",1003,2017,2,9,2,1,1,1,1320,13,99,1,24,3,3,5,1,1,999,6,9999,6,5,2,1
"1004",1004,2017,2,23,4,3,1,1,805,8,99,1,30,5,5,7,1,99,999,99,9999,6,5,2,1
"1005",1005,2017,2,23,4,3,1,1,805,8,99,1,32,5,5,7,1,99,999,99,9999,6,5,2,1
"1006",1006,2017,2,20,4,3,1,1,1607,16,99,1,61,11,11,13,1,4,999,99,9999,6,5,2,1
"1007",1007,2017,2,10,2,1,1,1,1701,17,99,1,21,3,3,5,1,1,69,2,2011,5,5,2,1
"1008",1008,2017,2,10,2,1,1,1,1701,17,99,2,14,1,1,3,2,1,69,2,2011,5,5,2,1
"1009",1009,2017,3,12,3,2,1,2,101,1,12,2,45,8,8,10,1,1,69,11,1994,3,5,2,1
"1010",1010,2017,3,19,4,3,1,2,501,5,99,1,36,6,6,8,1,4,999,99,9999,6,5,2,1
"1011",1011,2017,3,17,3,2,1,2,611,6,99,2,8,1,1,2,2,4,999,99,9999,6,5,2,1
"1012",1012,2017,3,16,3,2,1,2,920,9,99,1,35,6,6,8,1,4,76,5,9999,6,5,2,1
"1013",1013,2017,3,15,3,2,1,2,1801,18,99,1,50,9,9,11,1,99,999,99,9999,6,5,2,1
"1014",1014,2017,3,0,1,1,1,2,406,4,99,1,35,6,6,8,1,99,999,99,9999,6,5,1,2
"1015",1015,2017,4,23,4,3,1,3,109,1,99,1,72,13,11,15,1,12,30,11,1990,3,5,2,1
"1016",1016,2017,4,20,4,3,1,3,1902,19,99,1,65,12,11,14,1,99,999,99,9999,6,5,1,2
"1017",1017,2017,4,13,3,2,1,3,1902,19,99,1,14,1,1,3,2,3,999,1,9999,6,5,2,1
"1018",1018,2017,4,17,3,2,1,3,1603,16,99,2,22,3,3,5,1,1,10,4,1998,3,5,2,2
"1019",1019,2017,4,11,2,1,1,3,1601,16,99,1,50,9,9,11,1,99,999,99,9999,6,5,1,2
"1020",1020,2017,4,12,3,2,1,3,701,7,99,2,8,1,1,2,2,4,999,99,9999,6,5,2,1
"1021",1021,2017,4,18,4,3,1,3,301,3,99,2,25,4,4,6,1,2,48,4,9999,6,5,2,1
"1022",1022,2017,5,22,4,3,1,4,101,1,1,1,71,13,11,15,1,4,6,3,2015,5,5,2,1
"1023",1023,2017,5,19,4,3,1,4,312,3,99,1,13,1,1,3,2,4,67,2,2015,5,5,2,1
"1024",1024,2017,7,18,4,3,1,6,109,1,99,1,9,1,1,2,2,1,999,99,9999,6,5,2,1
"1025",1025,2017,7,19,4,3,1,6,117,1,99,1,22,3,3,5,1,2,28,4,2004,4,5,2,1
"1026",1026,2017,7,22,4,3,1,6,2213,22,99,1,19,2,2,4,1,6,999,99,9999,6,5,1,2
"1027",1027,2017,7,21,4,3,1,6,2011,20,99,2,14,1,1,3,2,4,54,5,2016,5,5,2,2
"1028",1028,2017,7,8,2,1,1,6,1906,19,99,2,48,8,8,10,1,4,67,1,2007,4,5,2,1
"1029",1029,2017,7,16,3,2,1,6,901,9,99,1,21,3,3,5,1,12,999,99,9999,6,5,1,2
"1030",1030,2017,6,17,3,2,1,5,401,4,99,2,35,6,6,8,1,99,67,99,9999,6,5,2,1
"1031",1031,2017,8,14,3,2,1,7,501,5,99,1,999,16,12,18,9,11,999,99,9999,6,5,2,1
"1032",1032,2017,8,6,2,1,1,7,416,4,99,1,78,14,11,16,1,11,999,99,9999,6,5,1,2
"1033",1033,2017,9,17,3,2,1,1,1703,17,99,1,7,1,1,2,2,9,69,4,2011,5,5,2,1
"1034",1034,2017,9,7,2,1,1,1,415,4,99,2,37,6,6,8,1,3,69,11,9999,6,5,2,1
"1035",1035,2017,9,7,2,1,1,1,415,4,99,2,17,2,2,4,2,3,69,11,9999,6,5,2,1
"1036",1036,2017,10,12,3,2,1,2,101,1,8,1,999,16,12,18,9,5,30,99,9999,6,5,2,1
"1037",1037,2017,10,15,3,2,1,2,101,1,1,1,30,5,5,7,1,5,41,2,2012,5,5,2,1
"1038",1038,2017,10,6,2,1,1,2,109,1,99,1,33,5,5,7,1,12,999,99,9999,6,5,2,1
"1039",1039,2017,10,8,2,1,1,2,301,3,99,1,22,3,3,5,1,99,999,99,9999,6,5,2,1
"1040",1040,2017,10,8,2,1,1,2,313,3,99,1,66,12,11,14,1,99,999,99,9999,6,5,2,1
"1041",1041,2017,11,14,3,2,1,3,101,1,1,1,16,2,2,4,2,1,69,6,1994,3,5,2,1
"1042",1042,2017,11,16,3,2,1,3,115,1,99,1,57,10,10,12,1,4,27,5,9999,6,5,2,1
"1043",1043,2017,11,18,4,3,1,3,113,1,99,1,18,2,2,4,1,99,999,99,9999,6,5,2,1
"1044",1044,2017,11,15,3,2,1,3,613,6,99,1,999,16,12,18,1,3,999,2,2009,4,5,2,2
"1045",1045,2017,11,14,3,2,1,3,1710,17,99,1,30,5,5,7,1,6,19,2,9999,6,5,1,2
"1046",1046,2017,12,22,4,3,1,4,117,1,99,1,35,6,6,8,1,3,999,99,9999,6,5,1,2
"1047",1047,2017,12,22,4,3,1,4,117,1,99,1,56,10,10,12,1,3,41,2,1994,3,5,2,1
"1048",1048,2017,12,20,4,3,1,4,1215,12,99,9,22,3,3,5,1,3,999,99,9999,6,5,1,2
"1049",1049,2017,12,21,4,3,1,4,1709,17,99,1,35,6,6,8,1,3,999,99,9999,6,5,1,2
"1050",1050,2017,13,15,3,2,1,5,117,1,99,2,29,4,4,6,1,11,999,2,9999,6,5,2,1
"1051",1051,2017,13,11,2,1,1,5,1616,16,99,1,12,1,1,3,2,99,999,99,9999,6,5,2,1
"1052",1052,2017,13,18,4,3,1,5,1013,10,99,2,41,7,7,9,1,3,69,2,9999,6,5,2,1
"1053",1053,2017,13,17,3,2,1,5,701,7,99,1,65,12,11,14,1,4,18,5,2016,5,5,2,1
"1054",1054,2017,13,11,2,1,1,5,701,7,99,2,37,6,6,8,1,99,999,99,9999,6,5,2,1
"1055",1055,2017,14,8,2,1,1,6,101,1,99,1,19,2,2,4,1,6,999,2,9999,6,5,1,2
"1056",1056,2017,14,22,4,3,1,6,101,1,11,1,35,6,6,8,1,12,52,2,2012,5,5,2,1
"1057",1057,2017,14,22,4,3,1,6,101,1,11,1,25,4,4,6,1,99,999,99,9999,6,5,2,1
"1058",1058,2017,14,23,4,3,1,6,112,1,99,1,13,1,1,3,2,2,74,3,9999,6,5,2,1
"1059",1059,2017,14,20,4,3,1,6,117,1,99,1,39,6,6,8,1,1,52,2,1995,3,5,2,1
"1060",1060,2017,14,20,4,3,1,6,117,1,99,1,33,5,5,7,1,4,3,5,9999,6,5,2,1
"1061",1061,2017,14,20,4,3,1,6,117,1,99,1,39,6,6,8,1,4,3,5,9999,6,5,2,1
"1062",1062,2017,14,16,3,2,1,6,1102,11,99,1,57,10,10,12,1,99,999,99,9999,6,5,2,1
"1063",1063,2017,14,12,3,2,1,6,301,3,99,2,85,15,11,17,1,12,19,7,2002,4,5,2,1
"1064",1064,2017,15,14,3,2,1,7,101,1,11,2,42,7,7,9,1,1,41,1,2016,5,5,2,1
"1065",1065,2017,15,21,4,3,1,7,109,1,99,1,999,16,12,18,1,9,999,99,9999,6,5,1,2
"1066",1066,2017,15,0,1,1,1,7,1202,12,99,2,28,4,4,6,1,1,69,5,1993,3,5,2,1
"1067",1067,2017,15,0,1,1,1,7,1202,12,99,2,38,6,6,8,1,1,69,5,1993,3,5,2,1
"1068",1068,2017,15,18,4,3,1,7,1609,16,99,1,26,4,4,6,1,4,32,1,9999,6,5,2,2
"1069",1069,2017,16,13,3,2,1,1,101,1,5,1,18,2,2,4,1,2,13,4,2009,4,5,2,1
"1070",1070,2017,16,21,4,3,1,1,117,1,99,1,21,3,3,5,1,4,6,3,2014,5,5,2,1
"1071",1071,2017,16,8,2,1,1,1,1903,19,99,1,60,11,11,13,1,99,999,99,9999,6,5,2,1
"1072",1072,2017,16,17,3,2,1,1,1901,19,99,1,44,7,7,9,1,99,999,99,9999,6,5,2,1
"1073",1073,2017,16,19,4,3,1,1,1610,16,99,1,31,5,5,7,1,1,69,4,1990,3,5,2,1
"1074",1074,2017,16,19,4,3,1,1,1610,16,99,1,23,3,3,5,1,1,69,4,1990,3,5,2,1
"1075",1075,2017,16,16,3,2,1,1,1607,16,99,1,7,1,1,2,2,5,999,99,9999,6,5,2,1
"1076",1076,2017,16,16,3,2,1,1,401,4,99,2,57,10,10,12,1,4,6,5,9999,6,5,2,1
"1077",1077,2017,16,16,3,2,1,1,401,4,99,1,7,1,1,2,2,4,6,5,9999,6,5,2,1
"1078",1078,2017,16,16,3,2,1,1,401,4,99,1,14,1,1,3,2,4,6,5,9999,6,5,2,1
"1079",1079,2017,17,7,2,1,1,2,101,1,6,1,85,15,11,17,1,12,999,1,9999,6,5,2,1
"1080",1080,2017,17,16,3,2,1,2,110,1,99,1,43,7,7,9,1,6,999,99,9999,6,5,2,1
"1081",1081,2017,17,21,4,3,1,2,1909,19,99,2,6,1,1,2,2,5,999,10,9999,6,5,2,1
"1082",1082,2017,17,19,4,3,1,2,1601,16,99,1,13,1,1,3,2,9,69,2,9999,6,5,1,2
"1083",1083,2017,17,10,2,1,1,2,1609,16,99,2,5,1,1,2,2,18,999,99,9999,6,5,2,1
"1084",1084,2017,17,17,3,2,1,2,406,4,99,1,66,12,11,14,1,5,999,10,9999,6,5,2,1
"1085",1085,2017,17,21,4,3,1,2,407,4,99,1,51,9,9,11,1,5,999,10,9999,6,5,1,2
"1086",1086,2017,18,7,2,1,1,3,1901,19,99,1,999,16,12,18,9,3,999,99,9999,6,5,2,1
"1087",1087,2017,19,17,3,2,1,4,901,9,99,1,20,3,3,5,1,5,52,2,2012,5,5,1,2
"1088",1088,2017,20,11,2,1,1,5,108,1,99,1,27,4,4,6,1,2,999,99,9999,6,5,1,2
"1089",1089,2017,20,19,4,3,1,5,109,1,99,2,40,7,7,9,1,12,30,1,1979,1,5,2,1
"1090",1090,2017,20,13,3,2,1,5,1001,10,99,2,5,1,1,2,2,4,6,5,2013,5,5,2,1
"1091",1091,2017,20,12,3,2,1,5,901,9,99,2,81,15,11,17,1,5,999,99,9999,6,5,1,2
"1092",1092,2017,20,22,4,3,1,5,901,9,99,1,80,15,11,17,1,99,999,99,9999,6,5,1,2
"1093",1093,2017,20,7,2,1,1,5,1320,13,99,1,47,8,8,10,1,99,999,99,9999,6,5,1,2
"1094",1094,2017,20,22,4,3,1,5,801,8,99,1,80,15,11,17,1,4,6,3,2015,5,5,2,1
"1095",1095,2017,20,12,3,2,1,5,414,4,99,1,47,8,8,10,1,3,17,9,9999,6,5,1,2
"1096",1096,2017,20,15,3,2,1,5,401,4,99,1,62,11,11,13,1,4,3,1,9999,6,5,2,1
"1097",1097,2017,21,9,2,1,1,6,2102,21,99,1,25,4,4,6,1,7,999,99,9999,6,5,2,1
"1098",1098,2017,21,14,3,2,1,6,1905,19,99,1,6,1,1,2,2,4,999,99,9999,6,5,2,1
"1099",1099,2017,21,12,3,2,1,6,502,5,99,1,36,6,6,8,1,7,49,17,9999,6,5,2,1
"1100",1100,2017,21,18,4,3,1,6,601,6,99,1,63,11,11,13,1,5,999,2,9999,6,5,1,2
"1101",1101,2017,21,19,4,3,1,6,1420,14,99,1,44,7,7,9,1,3,69,3,9999,6,5,2,1
"1102",1102,2017,21,19,4,3,1,6,1420,14,99,1,18,2,2,4,1,3,69,3,9999,6,5,2,1
"1103",1103,2017,21,20,4,3,1,6,1804,18,99,1,25,4,4,6,1,99,999,99,9999,6,5,2,1
"1104",1104,2017,21,4,1,1,1,6,401,4,99,1,40,7,7,9,1,1,48,3,2001,4,5,2,1
"1105",1105,2017,21,0,1,1,1,6,403,4,99,1,60,11,11,13,1,99,999,99,9999,6,5,1,2
"1106",1106,2017,22,17,3,2,1,7,101,1,7,2,5,1,1,2,2,1,48,3,1997,3,5,2,1
"1107",1107,2017,22,12,3,2,1,7,101,1,7,2,16,2,2,4,2,2,69,99,1999,3,5,2,1
"1108",1108,2017,22,12,3,2,1,7,101,1,7,1,2,1,1,1,2,2,69,99,1999,3,5,2,1
"1109",1109,2017,22,12,3,2,1,7,2201,22,99,2,63,11,11,13,1,4,6,3,9999,6,5,2,1
"1110",1110,2017,22,2,1,1,1,7,2007,20,99,1,34,5,5,7,1,99,999,99,9999,6,5,2,1
"1111",1111,2017,22,21,4,3,1,7,2010,20,99,1,39,6,6,8,1,99,999,99,9999,6,5,1,2
"1112",1112,2017,22,1,1,1,1,7,1021,10,99,1,25,4,4,6,1,99,999,99,9999,6,5,1,2
"1113",1113,2017,22,10,2,1,1,7,1704,17,99,2,58,10,10,12,1,3,69,5,9999,6,5,2,1
"1114",1114,2017,22,13,3,2,1,7,308,3,99,1,2,1,1,1,2,3,67,4,2008,4,5,2,1
"1115",1115,2017,23,23,4,3,1,1,101,1,18,2,84,15,11,17,1,3,999,99,9999,6,5,1,2
"1116",1116,2017,23,20,4,3,1,1,1905,19,99,2,61,11,11,13,1,4,999,99,9999,6,5,2,1
"1117",1117,2017,23,17,3,2,1,1,602,6,99,1,999,16,12,18,1,99,999,99,9999,6,5,1,2
"1118",1118,2017,23,12,3,2,1,1,1603,16,99,2,33,5,5,7,1,3,999,9,9999,6,5,2,2
"1119",1119,2017,23,12,3,2,1,1,1603,16,99,2,18,2,2,4,1,3,999,9,9999,6,5,2,2
"1120",1120,2017,23,12,3,2,1,1,1603,16,99,2,42,7,7,9,1,3,999,9,9999,6,5,2,2
"1121",1121,2017,23,12,3,2,1,1,1603,16,99,2,8,1,1,2,2,3,999,9,9999,6,5,2,2
"1122",1122,2017,23,12,3,2,1,1,1603,16,99,2,25,4,4,6,1,3,999,9,9999,6,5,2,1
"1123",1123,2017,23,12,3,2,1,1,1603,16,99,2,28,4,4,6,1,3,999,9,9999,6,5,2,2
"1124",1124,2017,24,16,3,2,1,2,101,1,6,2,14,1,1,3,2,3,14,10,1979,1,5,2,1
"1125",1125,2017,24,11,2,1,1,2,101,1,18,2,6,1,1,2,2,99,999,99,9999,6,5,2,1
"1126",1126,2017,24,7,2,1,1,2,117,1,99,2,34,5,5,7,1,4,999,99,9999,6,5,2,1
"1127",1127,2017,24,15,3,2,1,2,1901,19,99,1,40,7,7,9,1,4,27,17,2015,5,5,2,1
"1128",1128,2017,24,15,3,2,1,2,1801,18,99,2,27,4,4,6,1,2,999,4,9999,6,5,2,1
"1129",1129,2017,24,19,4,3,1,2,701,7,99,2,55,10,10,12,1,3,31,1,9999,6,5,2,1
"1130",1130,2017,25,21,4,3,1,3,106,1,99,2,80,15,11,17,1,2,999,10,9999,6,5,2,1
"1131",1131,2017,25,5,1,1,1,3,117,1,99,1,54,9,9,11,1,99,999,10,9999,6,5,1,2
"1132",1132,2017,25,23,4,3,1,3,2208,22,99,1,16,2,2,4,2,99,999,10,9999,6,5,2,1
"1133",1133,2017,25,23,4,3,1,3,2208,22,99,1,15,2,2,4,2,99,999,10,9999,6,5,2,1
"1134",1134,2017,25,16,3,2,1,3,1601,16,99,1,16,2,2,4,2,2,69,15,9999,6,5,2,1
"1135",1135,2017,26,13,3,2,1,4,101,1,12,1,75,14,11,16,1,1,17,14,9999,6,5,2,1
"1136",1136,2017,26,11,2,1,1,4,117,1,99,1,27,4,4,6,1,12,17,7,9999,6,5,2,1
"1137",1137,2017,26,0,1,1,1,4,609,6,99,1,36,6,6,8,1,6,999,99,9999,6,5,1,2
"1138",1138,2017,26,13,3,2,1,4,1202,12,99,2,55,10,10,12,1,12,30,7,1990,3,5,2,1
"1139",1139,2017,26,11,2,1,1,4,1802,18,99,2,999,16,12,18,9,1,999,99,9999,6,5,2,1
"1140",1140,2017,26,19,4,3,1,4,101,1,4,1,60,11,11,13,1,2,69,5,9999,6,5,1,2
"1141",1141,2017,26,8,2,1,1,4,1615,16,99,1,23,3,3,5,1,3,999,99,9999,6,5,1,2
"1142",1142,2017,28,23,4,3,1,6,101,1,18,1,19,2,2,4,1,1,28,2,2008,4,5,2,1
"1143",1143,2017,28,20,4,3,1,6,101,1,6,1,45,8,8,10,1,4,6,5,2016,5,5,2,1
"1144",1144,2017,28,13,3,2,1,6,107,1,99,1,57,10,10,12,1,99,999,99,9999,6,5,1,2
"1145",1145,2017,28,22,4,3,1,6,111,1,99,2,25,4,4,6,1,4,27,1,2012,5,5,2,1
"1146",1146,2017,28,22,4,3,1,6,111,1,99,1,2,1,1,1,2,4,27,1,2012,5,5,2,1
"1147",1147,2017,28,22,4,3,1,6,117,1,99,1,51,9,9,11,1,1,69,8,9999,6,5,2,1
"1148",1148,2017,28,13,3,2,1,6,2101,21,99,1,6,1,1,2,2,9,69,99,2008,4,5,1,2
"1149",1149,2017,28,21,4,3,1,6,501,5,99,1,56,10,10,12,1,4,6,1,9999,6,5,2,1
"1150",1150,2017,28,15,3,2,1,6,1601,16,99,2,4,1,1,1,2,4,67,3,9999,6,5,2,1
"1151",1151,2017,28,17,3,2,1,6,201,2,99,1,14,1,1,3,2,1,999,2,9999,6,5,1,2
"1152",1152,2017,29,1,1,1,1,7,109,1,99,1,33,5,5,7,1,1,999,2,9999,6,5,1,2
"1153",1153,2017,29,0,1,1,1,7,117,1,99,1,999,16,12,18,1,1,999,2,9999,6,5,1,2
"1154",1154,2017,29,0,1,1,1,7,109,1,99,1,60,11,11,13,1,1,999,99,9999,6,5,1,2
"1155",1155,2017,29,17,3,2,1,7,502,5,99,1,77,14,11,16,1,1,999,99,9999,6,5,1,2
"1156",1156,2017,29,20,4,3,1,7,901,9,99,1,23,3,3,5,1,1,999,99,9999,6,5,1,2
"1157",1157,2017,29,8,2,1,1,7,1406,14,99,1,53,9,9,11,1,1,999,99,9999,6,5,1,2
"1158",1158,2017,29,8,2,1,1,7,501,5,99,2,58,10,10,12,1,4,76,5,2016,5,5,2,1
"1159",1159,2017,30,22,4,3,1,1,101,1,11,1,44,7,7,9,1,12,999,99,9999,6,5,2,1
"1160",1160,2017,30,13,3,2,1,1,111,1,99,1,38,6,6,8,1,4,67,1,2007,4,5,2,1
"1161",1161,2017,31,9,2,1,1,2,101,1,1,2,52,9,9,11,1,1,69,1,2009,4,5,2,1
"1162",1162,2017,1,19,4,3,2,3,101,1,1,1,19,2,2,4,1,5,999,99,9999,6,5,2,1
"1163",1163,2017,1,6,2,1,2,3,101,1,10,1,28,4,4,6,1,1,28,4,9999,6,5,1,2
"1164",1164,2017,1,16,3,2,2,3,101,1,12,1,999,16,12,18,1,5,999,5,9999,6,5,1,2
"1165",1165,2017,1,7,2,1,2,3,110,1,99,1,49,8,8,10,1,4,999,99,9999,6,5,2,1
"1166",1166,2017,1,7,2,1,2,3,110,1,99,2,28,4,4,6,1,4,999,99,9999,6,5,2,1
"1167",1167,2017,1,7,2,1,2,3,110,1,99,2,23,3,3,5,1,4,999,99,9999,6,5,2,1
"1168",1168,2017,1,21,4,3,2,3,109,1,99,1,32,5,5,7,1,2,52,5,9999,6,5,2,1
"1169",1169,2017,1,18,4,3,2,3,602,6,99,2,50,9,9,11,1,3,999,11,1986,2,5,2,1
"1170",1170,2017,1,19,4,3,2,3,1609,16,99,2,69,12,11,14,1,99,999,4,9999,6,5,2,1
